"name","name__URI","birthDate","birthPlace","birthPlace__URI","region","region__URI","country","country__URI"
"Charles Davisss","http://dbpedia.org/resource/Charles_Davis_(basketball,_born_1958)","1958-10-05","Nashvillee","http://dbpedia.org/resource/Nashville,_Tennessee","Davidson County, Tennesseee","http://dbpedia.org/resource/Davidson_County,_Tennessee","United States","http://dbpedia.org/resource/United_States"
"Russ Freemann","http://dbpedia.org/resource/Russ_Freeman_(guitarist)","1960-02-11","Nashvillee","http://dbpedia.org/resource/Nashville,_Tennessee","Davidson County, Tennesseee","http://dbpedia.org/resource/Davidson_County,_Tennessee","United States","http://dbpedia.org/resource/United_States"
"Chriss Porterr","http://dbpedia.org/resource/Chris_Porter_(basketball)","1978-05-09","Abbeeville","http://dbpedia.org/resource/Abbeville,_Alabama","Henry County, Alabamaa","http://dbpedia.org/resource/Henry_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Billl Latham","http://dbpedia.org/resource/Bill_Latham_(baseball)","1960-08-29","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabamma","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Ricky Joness","http://dbpedia.org/resource/Ricky_Jones_(American_football)","1955-03-09","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabamaa","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Albeert  Hall","http://dbpedia.org/resource/Albert_Hall_(baseball)","1958-03-07","Birminghamm","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabamaa","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Nick Williamss","http://dbpedia.org/resource/Nick_Williams_(defensive_lineman)","1990-02-21","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabamaa","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Sttan White","http://dbpedia.org/resource/Stan_White_(quarterback)","1971-08-14","Birminghamm","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabama","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"William Barrnes","http://dbpedia.org/resource/William_Barnes_(baseball)","1919-12-29","Birminghaam","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabamaa","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"David Dahlll","http://dbpedia.org/resource/David_Dahl_(baseball)","1994-04-01","BBirmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabama","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Howard Murphyy","http://dbpedia.org/resource/Howard_Murphy_(baseball)","1882-01-01","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabamaa","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Ed Shawww","http://dbpedia.org/resource/Ed_Shaw_(American_football)","1895-08-07","Tecumsehh","http://dbpedia.org/resource/Tecumseh,_Nebraska","Johnson County, Nebraskaa","http://dbpedia.org/resource/Johnson_County,_Nebraska","United States","http://dbpedia.org/resource/United_States"
"TTony Davis","http://dbpedia.org/resource/Tony_Davis_(running_back)","1953-01-21","Tecumseh","http://dbpedia.org/resource/Tecumseh,_Nebraska","Johnson County, Nebraskaa","http://dbpedia.org/resource/Johnson_County,_Nebraska","United States","http://dbpedia.org/resource/United_States"
"David Landisss","http://dbpedia.org/resource/David_Landis_(politician)","1948-06-10","Lincolnn","http://dbpedia.org/resource/Lincoln,_Nebraska","Lancaster County, Nebraska","http://dbpedia.org/resource/Lancaster_County,_Nebraska","United States","http://dbpedia.org/resource/United_States"
"Jerry Smiithh","http://dbpedia.org/resource/Jerry_Smith_(American_football)","1943-07-19","Eugenee","http://dbpedia.org/resource/Eugene,_Oregon","Lane County, Oregon","http://dbpedia.org/resource/Lane_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Greg Gaaary","http://dbpedia.org/resource/Greg_Gary_(basketball)","1970-02-14","Anderson","http://dbpedia.org/resource/Anderson,_Indiana","Madison County, Indianaa","http://dbpedia.org/resource/Madison_County,_Indiana","United States","http://dbpedia.org/resource/United_States"
"Joe Courtneyyy","http://dbpedia.org/resource/Joe_Courtney_(basketball)","1969-10-17","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Madison County, Mississippii","http://dbpedia.org/resource/Madison_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Aaroon Harper","http://dbpedia.org/resource/Aaron_Harper_(basketball)","1981-03-12","Jaackson","http://dbpedia.org/resource/Jackson,_Mississippi","Madisoon County, Mississippi","http://dbpedia.org/resource/Madison_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"James Robinsonnn","http://dbpedia.org/resource/James_Robinson_(basketball)","1970-08-31","JJackson","http://dbpedia.org/resource/Jackson,_Mississippi","Madison Counnty, Mississippi","http://dbpedia.org/resource/Madison_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"James Laangg","http://dbpedia.org/resource/James_Lang_(basketball)","1983-10-17","Mobile","http://dbpedia.org/resource/Mobile,_Alabama","Mobile County, Alabamaa","http://dbpedia.org/resource/Mobile_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Kevin Leee","http://dbpedia.org/resource/Kevin_Lee_(American_football)","1971-01-01","Mobille","http://dbpedia.org/resource/Mobile,_Alabama","Mobile County, Alabamaa","http://dbpedia.org/resource/Mobile_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"John  Harmss","http://dbpedia.org/resource/John_Harms_(Nebraska_politician)","1940-02-17","Bayardd","http://dbpedia.org/resource/Bayard,_Nebraska","Morrill County, Nebraskaa","http://dbpedia.org/resource/Morrill_County,_Nebraska","United States","http://dbpedia.org/resource/United_States"
"Robert Marxxx","http://dbpedia.org/resource/Robert_Marx_(fencer)","1956-09-25","Portland","http://dbpedia.org/resource/Portland,_Oregon","Multnomah Coounty, Oregon","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Chris Garrett","http://dbpedia.org/resource/Chris_Garrett_(politician)","1973-12-26","Portlandd","http://dbpedia.org/resource/Portland,_Oregon","Multnomah County, Orregon","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Johhn Robinsonn","http://dbpedia.org/resource/John_Robinson_(American_actor)","1985-10-25","Portlandd","http://dbpedia.org/resource/Portland,_Oregon","Multnomah County, Oregon","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Robert Murrayyy","http://dbpedia.org/resource/Robert_Murray_(Maine_politician)","1959-06-29","Bangorr","http://dbpedia.org/resource/Bangor,_Maine","Penobscot County, Mainee","http://dbpedia.org/resource/Penobscot_County,_Maine","United States","http://dbpedia.org/resource/United_States"
"James Robinsonnn","http://dbpedia.org/resource/James_Robinson_(basketball)","1970-08-31","Jacksonn","http://dbpedia.org/resource/Jackson,_Mississippi","Rankin County, Mississippi","http://dbpedia.org/resource/Rankin_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Glen CCollins","http://dbpedia.org/resource/Glen_Collins_(American_football)","1959-07-10","Jacksonn","http://dbpedia.org/resource/Jackson,_Mississippi","Rankin County, Mississippi","http://dbpedia.org/resource/Rankin_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"James  Jones","http://dbpedia.org/resource/James_Jones_(defensive_lineman)","1969-02-06","Daveenport","http://dbpedia.org/resource/Davenport,_Iowa","Scott County, Iowa","http://dbpedia.org/resource/Scott_County,_Iowa","United States","http://dbpedia.org/resource/United_States"
"Harry Hansenn","http://dbpedia.org/resource/Harry_Hansen_(author)","1884-12-26","Davenport","http://dbpedia.org/resource/Davenport,_Iowa","SScott County, Iowa","http://dbpedia.org/resource/Scott_County,_Iowa","United States","http://dbpedia.org/resource/United_States"
"Bob Fergusonn","http://dbpedia.org/resource/Bob_Ferguson_(pitcher)","1919-04-18","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Shelby County, Alabama","http://dbpedia.org/resource/Shelby_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"MMichael Mortonn","http://dbpedia.org/resource/Michael_Morton_(American_football)","1960-02-06","Birminghamm","http://dbpedia.org/resource/Birmingham,_Alabama","Shelby County, Alabama","http://dbpedia.org/resource/Shelby_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"RRichard Todd","http://dbpedia.org/resource/Richard_Todd_(American_football)","1953-11-19","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Shelby County, Alabama","http://dbpedia.org/resource/Shelby_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Paul Williamsss","http://dbpedia.org/resource/Paul_Williams_(The_Temptations)","1939-07-02","Birminghamm","http://dbpedia.org/resource/Birmingham,_Alabama","Shelby County, Alabamaa","http://dbpedia.org/resource/Shelby_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Jefff Smithh","http://dbpedia.org/resource/Jeff_Smith_(baseball)","1974-06-07","Akrron","http://dbpedia.org/resource/Akron,_Ohio","Summit County, Ohio","http://dbpedia.org/resource/Summit_County,_Ohio","United States","http://dbpedia.org/resource/United_States"
"Chris Martinnn","http://dbpedia.org/resource/Chris_Martin_(baseball)","1986-06-02","Arlington","http://dbpedia.org/resource/Arlington,_Texas","Texass","http://dbpedia.org/resource/Texas","United States","http://dbpedia.org/resource/United_States"
"Seth Jonesss","http://dbpedia.org/resource/Seth_Jones_(ice_hockey)","1994-10-03","Arlingtonn","http://dbpedia.org/resource/Arlington,_Texas","Texass","http://dbpedia.org/resource/Texas","United States","http://dbpedia.org/resource/United_States"
"Don Johnsonn","http://dbpedia.org/resource/Don_Johnson_(pitcher)","1926-11-12","Portlandd","http://dbpedia.org/resource/Portland,_Oregon","Washinngton County, Oregon","http://dbpedia.org/resource/Washington_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"James Allennn","http://dbpedia.org/resource/James_Allen_(linebacker)","1979-11-11","Portlandd","http://dbpedia.org/resource/Portland,_Oregon","Washington County, Oregonn","http://dbpedia.org/resource/Washington_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Berrt Hall","http://dbpedia.org/resource/Bert_Hall_(baseball)","1889-10-15","Porttland","http://dbpedia.org/resource/Portland,_Oregon","Washington County, Oregonn","http://dbpedia.org/resource/Washington_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Thomas Mannn","http://dbpedia.org/resource/Thomas_Mann_(actor)","1991-09-27","Portland","http://dbpedia.org/resource/Portland,_Oregon","Washington County, Oregon","http://dbpedia.org/resource/Washington_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"George Evanns","http://dbpedia.org/resource/George_Evans_(singer)","1963-01-23","Bloomington","http://dbpedia.org/resource/Bloomington,_Indiana","Indianaa","http://dbpedia.org/resource/Indiana","United States","http://dbpedia.org/resource/United_States"
"Hal Smithh","http://dbpedia.org/resource/Hal_Smith_(pitcher)","1902-06-30","Creston","http://dbpedia.org/resource/Creston,_Iowa","Iowa","http://dbpedia.org/resource/Iowa","United States","http://dbpedia.org/resource/United_States"
"John Dunlopp","http://dbpedia.org/resource/John_Dunlop_(American_football)","1874-04-23","Cambridgee","http://dbpedia.org/resource/Cambridge,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts","United States","http://dbpedia.org/resource/United_States"
"Terry Dobbsonn","http://dbpedia.org/resource/Terry_Dobson_(aikidoka)","1937-06-09","Cammbridge","http://dbpedia.org/resource/Cambridge,_Massachusetts","Massachusettss","http://dbpedia.org/resource/Massachusetts","United States","http://dbpedia.org/resource/United_States"
"Bobby Carppenter","http://dbpedia.org/resource/Bobby_Carpenter_(ice_hockey)","1963-07-13","Beverly","http://dbpedia.org/resource/Beverly,_Massachusetts","Massachusettss","http://dbpedia.org/resource/Massachusetts","United States","http://dbpedia.org/resource/United_States"
"David Morsee","http://dbpedia.org/resource/David_Morse_(actor)","1953-10-11","Beverly","http://dbpedia.org/resource/Beverly,_Massachusetts","Massachusettss","http://dbpedia.org/resource/Massachusetts","United States","http://dbpedia.org/resource/United_States"
"Ian Crawforddd","http://dbpedia.org/resource/Ian_Crawford_(musician)","1988-09-29","Eugenee","http://dbpedia.org/resource/Eugene,_Oregon","Oregonn","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Jerry Smithhh","http://dbpedia.org/resource/Jerry_Smith_(American_football)","1943-07-19","Eugene","http://dbpedia.org/resource/Eugene,_Oregon","Oreegon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Bob Steeleee","http://dbpedia.org/resource/Bob_Steele_(actor)","1907-01-23","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oreegon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Jammes Whalen","http://dbpedia.org/resource/James_Whalen_(American_football)","1977-12-11","Portlandd","http://dbpedia.org/resource/Portland,_Oregon","Oregonn","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Rod Millerr","http://dbpedia.org/resource/Rod_Miller_(baseball)","1940-01-16","Portlaand","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Cindy Brownn","http://dbpedia.org/resource/Cindy_Brown_(basketball)","1965-03-16","Portlland","http://dbpedia.org/resource/Portland,_Oregon","Orregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"David Brooksss","http://dbpedia.org/resource/David_Brooks_(actor)","1915-09-24","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oreggon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"John Robinson","http://dbpedia.org/resource/John_Robinson_(American_actor)","1985-10-25","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregoon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Mark Hudsson","http://dbpedia.org/resource/Mark_Hudson_(musician)","1951-08-23","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Henry Marshalll","http://dbpedia.org/resource/Henry_Marshall_(American_football)","1954-08-09","Broxton","http://dbpedia.org/resource/Broxton,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"Tony Pierce","http://dbpedia.org/resource/Tony_Pierce_(baseball)","1946-01-29","Bruunswick","http://dbpedia.org/resource/Brunswick,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"BBlowfly","http://dbpedia.org/resource/Blowfly_(musician)","1939-02-14","Coochran","http://dbpedia.org/resource/Cochran,_Georgia","Georgia (U.S.. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"Joee","http://dbpedia.org/resource/Joe_(singer)","1973-07-05","Columbus","http://dbpedia.org/resource/Columbus,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"Jusstin Lewis","http://dbpedia.org/resource/Justin_Lewis_(entrepreneur)","1986-03-20","Douglass","http://dbpedia.org/resource/Douglas,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"Andrew Brownnn","http://dbpedia.org/resource/Andrew_Brown_(American_football)","1995-12-30","Chesapeakee","http://dbpedia.org/resource/Chesapeake,_Virginia","Virginiaa","http://dbpedia.org/resource/Virginia","United States","http://dbpedia.org/resource/United_States"
"David Wilson","http://dbpedia.org/resource/David_Wilson_(American_football)","1991-06-15","Danville","http://dbpedia.org/resource/Danville,_Virginia","Virginia","http://dbpedia.org/resource/Virginia","United States","http://dbpedia.org/resource/United_States"
"Jake Reedd","http://dbpedia.org/resource/Jake_Reed_(American_football)","1967-09-28","Covington","http://dbpedia.org/resource/Covington,_Georgia","Newton County, Georgia","http://dbpedia.org/resource/Newton_County,_Georgia","United States","http://dbpedia.org/resource/United_States"
"Kevin CCampbell","http://dbpedia.org/resource/Kevin_Campbell_(baseball)","1964-12-06","Des Arcc","http://dbpedia.org/resource/Des_Arc,_Arkansas","Arkansas","http://dbpedia.org/resource/Arkansas","United States","http://dbpedia.org/resource/United_States"
"Sean McNamaraa","http://dbpedia.org/resource/Sean_McNamara_(director)","1962-05-09","Burbank","http://dbpedia.org/resource/Burbank,_California","Californiaa","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Sam Willliams","http://dbpedia.org/resource/Sam_Williams_(linebacker)","1980-07-28","Clayton","http://dbpedia.org/resource/Clayton,_California","Californiaa","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Yo-Yooo","http://dbpedia.org/resource/Yo-Yo_(rapper)","1971-08-04","Comptonn","http://dbpedia.org/resource/Compton,_California","California","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Ron Stoonee","http://dbpedia.org/resource/Ron_Stone_(baseball)","1942-09-09","Corning","http://dbpedia.org/resource/Corning,_California","Californnia","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Parnell Hall","http://dbpedia.org/resource/Parnell_Hall_(writer)","1944-10-31","Culver City","http://dbpedia.org/resource/Culver_City,_California","Californiaa","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Adam Keennedy","http://dbpedia.org/resource/Adam_Kennedy_(American_football)","1991-05-11","Elk Grove","http://dbpedia.org/resource/Elk_Grove,_California","California","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Brad  Little","http://dbpedia.org/resource/Brad_Little_(politician)","1954-02-15","Emmettt","http://dbpedia.org/resource/Emmett,_Idaho","Idaho","http://dbpedia.org/resource/Idaho","United States","http://dbpedia.org/resource/United_States"
"Kevin Martinnn","http://dbpedia.org/resource/Kevin_Martin_(American_musician)","1969-04-09","EElgin","http://dbpedia.org/resource/Elgin,_Illinois","Illinois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"Stuart Lancaster","http://dbpedia.org/resource/Stuart_Lancaster_(actor)","1920-11-30","Evanstonn","http://dbpedia.org/resource/Evanston,_Illinois","Illinois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"John Portterr","http://dbpedia.org/resource/John_Porter_(Illinois_politician)","1935-06-01","Evanstonn","http://dbpedia.org/resource/Evanston,_Illinois","Illinnois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"Christiian Friiedrich","http://dbpedia.org/resource/Christian_Friedrich_(baseball)","1987-07-08","Evanstonn","http://dbpedia.org/resource/Evanston,_Illinois","Illinoiss","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"Damon Joness","http://dbpedia.org/resource/Damon_Jones_(American_football)","1974-09-18","Evanston","http://dbpedia.org/resource/Evanston,_Illinois","Illinnois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"Donald Fergusonn","http://dbpedia.org/resource/Donald_Ferguson_(cyclist)","1931-04-28","Evanstonn","http://dbpedia.org/resource/Evanston,_Illinois","Illinois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"Nick Holmess","http://dbpedia.org/resource/Nick_Holmes_(actor)","1981-08-14","Dodge City","http://dbpedia.org/resource/Dodge_City,_Kansas","Kansas","http://dbpedia.org/resource/Kansas","United States","http://dbpedia.org/resource/United_States"
