"Country","Country__URI","Region","Region__URI","City","City__URI"
"Italy","http://dbpedia.org/resource/Italy","Lombardy","http://dbpedia.org/resource/Lombardy,_Italy","Milan","http://dbpedia.org/resource/Milan"
"Colombia","http://dbpedia.org/resource/Colombia","Caqueta","http://dbpedia.org/resource/Caquetá_Department","Milánn","http://dbpedia.org/resource/Milán,_Caquetá"
"France","http://dbpedia.org/resource/France","Corsica","http://dbpedia.org/resource/Corsica,_France","Monnticello","http://dbpedia.org/resource/Monticello,_Haute-Corse"
"Italy","http://dbpedia.org/resource/Italy","Lombardy","http://dbpedia.org/resource/Lombardy,_Italy","Monnticello","http://dbpedia.org/resource/Monticello_Brianza"
"Italy","http://dbpedia.org/resource/Italy","Campania","http://dbpedia.org/resource/Campania","Napless","http://dbpedia.org/resource/Naples"
"New Zealand","http://dbpedia.org/resource/New_Zealand","Canterbury","http://dbpedia.org/resource/Canterbury,_New_Zealand","Oxford","http://dbpedia.org/resource/Oxford,_New_Zealand"
"United Kingdom","http://dbpedia.org/resource/United_Kingdom","England","http://dbpedia.org/resource/England,_United_Kingdom","Oxford","http://dbpedia.org/resource/Oxford"
"Canada","http://dbpedia.org/resource/Canada","Nova Scotia","http://dbpedia.org/resource/Nova_Scotia,_Canada","Oxxford","http://dbpedia.org/resource/Oxford,_Nova_Scotia"
"Philippines","http://dbpedia.org/resource/Philippines","Bicol","http://dbpedia.org/resource/Bicol_Region","Pamplona","http://dbpedia.org/resource/Pamplona,_Camarines_Sur"
"Philippines","http://dbpedia.org/resource/Philippines","Cagayan Valley","http://dbpedia.org/resource/Cagayan_Valley","Pamplonaa","http://dbpedia.org/resource/Pamplona,_Cagayan"
"Philippines","http://dbpedia.org/resource/Philippines","Central Visayas","http://dbpedia.org/resource/Central_Visayas","Pamplonaa","http://dbpedia.org/resource/Pamplona,_Negros_Oriental"
"Spain","http://dbpedia.org/resource/Spain","Navarre","http://dbpedia.org/resource/Navarre","Pampllona","http://dbpedia.org/resource/Pamplona"
"Colombia","http://dbpedia.org/resource/Colombia","Norte de Santander","http://dbpedia.org/resource/Norte_de_Santander_Department","PPamplona","http://dbpedia.org/resource/Pamplona,_Norte_de_Santander"
"France","http://dbpedia.org/resource/France","Ile-de-France","http://dbpedia.org/resource/Île-de-France","Pariss","http://dbpedia.org/resource/Paris"
"Canada","http://dbpedia.org/resource/Canada","Ontario","http://dbpedia.org/resource/Ontario,_Canada","Pariss","http://dbpedia.org/resource/Paris,_Ontario"
"Panama","http://dbpedia.org/resource/Panama","Herrera","http://dbpedia.org/resource/Herrera,_Panama","París","http://dbpedia.org/resource/París,_Herrera"
"Brazil","http://dbpedia.org/resource/Brazil","Rio Grande do Sul","http://dbpedia.org/resource/Rio_Grande_do_Sul","Rio Grandee","http://dbpedia.org/resource/Rio_Grande,_Rio_Grande_do_Sul"
"Panama","http://dbpedia.org/resource/Panama","Cocle","http://dbpedia.org/resource/Coclé_Province","Río Graande","http://dbpedia.org/resource/Río_Grande,_Coclé"
"Peru","http://dbpedia.org/resource/Peru","Ica","http://dbpedia.org/resource/Ica_Region","Río Grande","http://dbpedia.org/resource/Río_Grande_District,_Palpa"
"Mexico","http://dbpedia.org/resource/Mexico","Michoacan","http://dbpedia.org/resource/Michoacán","Río Grande",""
"Dominican Republic","http://dbpedia.org/resource/Dominican_Republic","Puerto Plata","http://dbpedia.org/resource/Puerto_Plata_Province","Río Grande","http://dbpedia.org/resource/Río_Grande,_Dominican_Republic"
"Puerto Rico","http://dbpedia.org/resource/Puerto_Rico","Rio Grande","","Ríío Grande","http://dbpedia.org/resource/Río_Grande,_Puerto_Rico"
"Argentina","http://dbpedia.org/resource/Argentina","Tierra del Fuego","http://dbpedia.org/resource/Tierra_del_Fuego_Province,_Argentina","Río Grande","http://dbpedia.org/resource/Río_Grande,_Tierra_del_Fuego"
"Panama","http://dbpedia.org/resource/Panama","Veraguas","http://dbpedia.org/resource/Veraguas_Province","Ríoo Grande","http://dbpedia.org/resource/Río_Grande,_Veraguas"
"Mexico","http://dbpedia.org/resource/Mexico","Zacatecas","http://dbpedia.org/resource/Zacatecas","Río Grandee",""
"Philippines","http://dbpedia.org/resource/Philippines","Cavite","http://dbpedia.org/resource/Legislative_districts_of_Cavite","Rossario","http://dbpedia.org/resource/Rosario,_Cavite"
"Philippines","http://dbpedia.org/resource/Philippines","Batangas","http://dbpedia.org/resource/Legislative_districts_of_Batangas","Rosarioo","http://dbpedia.org/resource/Rosario,_Batangas"
"Italy","http://dbpedia.org/resource/Italy","Calabria","http://dbpedia.org/resource/Calabria,_Italy","Rosarioo",""
"Philippines","http://dbpedia.org/resource/Philippines","Caraga","http://dbpedia.org/resource/Caraga","Rosario","http://dbpedia.org/resource/Rosario,_Agusan_del_Sur"
"Uruguay","http://dbpedia.org/resource/Uruguay","Colonia","http://dbpedia.org/resource/Colonia_Department","Rosarioo","http://dbpedia.org/resource/Rosario,_Uruguay"
"Philippines","http://dbpedia.org/resource/Philippines","Eastern Visayas","http://dbpedia.org/resource/Eastern_Visayas","Rosarrio","http://dbpedia.org/resource/Rosario,_Northern_Samar"
"Philippines","http://dbpedia.org/resource/Philippines","Ilocos","http://dbpedia.org/resource/Ilocos_Region","Rossario","http://dbpedia.org/resource/Rosario,_La_Union"
"Argentina","http://dbpedia.org/resource/Argentina","Santa Fe","http://dbpedia.org/resource/Santa_Fe_Province","Rosarioo","http://dbpedia.org/resource/Rosario,_Santa_Fe"
"Mexico","http://dbpedia.org/resource/Mexico","Sonora","http://dbpedia.org/resource/Sonora","Roosario","http://dbpedia.org/resource/Rosario,_Sonora"
"Philippines","http://dbpedia.org/resource/Philippines","Western Visayas","http://dbpedia.org/resource/Western_Visayas","Rosarioo",""
"Colombia","http://dbpedia.org/resource/Colombia","Antioquia","http://dbpedia.org/resource/Antioquia,_Colombia","San Franciscoo","http://dbpedia.org/resource/San_Francisco,_Antioquia"
"Honduras","http://dbpedia.org/resource/Honduras","Atlantida","http://dbpedia.org/resource/Atlantida,_Honduras","SSan Francisco","http://dbpedia.org/resource/San_Francisco,_Atlantida"
"Peru","http://dbpedia.org/resource/Peru","Ayacucho","http://dbpedia.org/resource/Ayacucho,_Peru","San Franciscoo",""
"Mexico","http://dbpedia.org/resource/Mexico","Baja California Sur","http://dbpedia.org/resource/Baja_California_Sur","San Francisco",""
"Philippines","http://dbpedia.org/resource/Philippines","Bicol","http://dbpedia.org/resource/Bicol_Region","San Franciisco",""
"Philippines","http://dbpedia.org/resource/Philippines","Calabarzon","http://dbpedia.org/resource/Calabarzon","San Francisco","http://dbpedia.org/resource/San_Francisco,_Quezon"
"Philippines","http://dbpedia.org/resource/Philippines","Caraga","http://dbpedia.org/resource/Caraga","San Franciscoo","http://dbpedia.org/resource/San_Francisco,_Agusan_del_Sur"
"Philippines","http://dbpedia.org/resource/Philippines","Central Luzon","http://dbpedia.org/resource/Central_Luzon","San Franncisco",""
"Philippines","http://dbpedia.org/resource/Philippines","Central Visayas","http://dbpedia.org/resource/Central_Visayas","San Franciscoo","http://dbpedia.org/resource/San_Francisco,_Cebu"
"Argentina","http://dbpedia.org/resource/Argentina","Cordoba","http://dbpedia.org/resource/Cordoba,_Argentina","San Franciscoo","http://dbpedia.org/resource/San_Francisco,_Cordoba"
"Colombia","http://dbpedia.org/resource/Colombia","Cundinamarca","http://dbpedia.org/resource/Cundinamarca_Department","San Francisco","http://dbpedia.org/resource/San_Francisco,_Cundinamarca"
"Philippines","http://dbpedia.org/resource/Philippines","Eastern Visayas","http://dbpedia.org/resource/Eastern_Visayas","San Franciscoo","http://dbpedia.org/resource/San_Francisco,_Southern_Leyte"
"Mexico","http://dbpedia.org/resource/Mexico","Guerrero","http://dbpedia.org/resource/Guerrero,_Mexico","San Francisco",""
"Costa Rica","http://dbpedia.org/resource/Costa_Rica","Heredia","http://dbpedia.org/resource/Heredia,_Costa_Rica","Saan Francisco","http://dbpedia.org/resource/San_Francisco_de_Dos_Ríos_District"
"El Salvador","http://dbpedia.org/resource/El_Salvador","Chalatenango","http://dbpedia.org/resource/Chalatenango_Department","San Franciscoo","http://dbpedia.org/resource/San_Francisco_Morazán"
"Guatemala","http://dbpedia.org/resource/Guatemala","Peten","http://dbpedia.org/resource/Petén_Department","San Francisco","http://dbpedia.org/resource/San_Francisco,_Peten"
"Colombia","http://dbpedia.org/resource/Colombia","Putumayo","http://dbpedia.org/resource/Putumayo_Department","San Franciscoo","http://dbpedia.org/resource/San_Francisco,_Putumayo"
"Mexico","http://dbpedia.org/resource/Mexico","Veracruz","http://dbpedia.org/resource/Veracruz","San Francisco",""
"Panama","http://dbpedia.org/resource/Panama","Veraguas","http://dbpedia.org/resource/Veraguas_Province","San Franciscoo","http://dbpedia.org/resource/San_Francisco,_Veraguas"
"Philippines","http://dbpedia.org/resource/Philippines","Western Visayas","http://dbpedia.org/resource/Western_Visayas","San Francisco",""
"Venezuela","http://dbpedia.org/resource/Venezuela","Zulia","http://dbpedia.org/resource/Zulia","San Francisco",""
"Philippines","http://dbpedia.org/resource/Philippines","Camarines Sur","http://dbpedia.org/resource/Camarines_Sur","San Josee","http://dbpedia.org/resource/San_Jose,_Camarines_Sur"
"Philippines","http://dbpedia.org/resource/Philippines","Catanduanes","http://dbpedia.org/resource/Catanduanes","San Josee","http://dbpedia.org/resource/San_Jose,_Viga"
"Philippines","http://dbpedia.org/resource/Philippines","Calabarzon","http://dbpedia.org/resource/Calabarzon","San Jose","http://dbpedia.org/resource/San_Jose,_Batangas"
"Philippines","http://dbpedia.org/resource/Philippines","Caraga","http://dbpedia.org/resource/Caraga","San Josee","http://dbpedia.org/resource/San_Jose,_Dinagat_Islands"
"Philippines","http://dbpedia.org/resource/Philippines","Central Luzon","http://dbpedia.org/resource/Central_Luzon","San Josee","http://dbpedia.org/resource/San_Jose,_Nueva_Ecija"
"Philippines","http://dbpedia.org/resource/Philippines","Central Visayas","http://dbpedia.org/resource/Central_Visayas","San Jose","http://dbpedia.org/resource/San_Jose,_Negros_Oriental"
"Philippines","http://dbpedia.org/resource/Philippines","Eastern Visayas","http://dbpedia.org/resource/Eastern_Visayas","San Jose","http://dbpedia.org/resource/San_Jose,_Northern_Samar"
"Philippines","http://dbpedia.org/resource/Philippines","Mimaropa","http://dbpedia.org/resource/Mimaropa","San Jose","http://dbpedia.org/resource/San_Jose,_Occidental_Mindoro"
"Philippines","http://dbpedia.org/resource/Philippines","Northern Mindanao","http://dbpedia.org/resource/Northern_Mindanao","San Jose",""
"Philippines","http://dbpedia.org/resource/Philippines","Western Visayas","http://dbpedia.org/resource/Western_Visayas","San Jose","http://dbpedia.org/resource/San_Jose_de_Buenavista,_Antique"
"Costa Rica","http://dbpedia.org/resource/Costa_Rica","Alajuela","http://dbpedia.org/resource/Alajuela","San Joosé","http://dbpedia.org/resource/San_José_de_Alajuela"
"Spain","http://dbpedia.org/resource/Spain","Andalusia","http://dbpedia.org/resource/Andalusia,_Spain","San Joséé","http://dbpedia.org/resource/San_José_(Almeria)"
"Paraguay","http://dbpedia.org/resource/Paraguay","Caaguazu","http://dbpedia.org/resource/Caaguazú_Department","San Joséé","http://dbpedia.org/resource/San_José_de_los_Arroyos"
"Colombia","http://dbpedia.org/resource/Colombia","Caldas","http://dbpedia.org/resource/Caldas_Department","SSan José","http://dbpedia.org/resource/San_José,_Caldas"
"Argentina","http://dbpedia.org/resource/Argentina","Catamarca","http://dbpedia.org/resource/Catamarca_Province","San Joséé","http://dbpedia.org/resource/San_José_(Santa_María)"
"Mexico","http://dbpedia.org/resource/Mexico","Hidalgo","http://dbpedia.org/resource/Hidalgo_(state)","San José",""
"Honduras","http://dbpedia.org/resource/Honduras","La Paz","http://dbpedia.org/resource/La_Paz_Department_(Honduras)","San Joséé","http://dbpedia.org/resource/San_José,_La_Paz"
"Peru","http://dbpedia.org/resource/Peru","Lambayeque","http://dbpedia.org/resource/Lambayeque_Region","San José","http://dbpedia.org/resource/San_José_District,_Lambayeque"
"Panama","http://dbpedia.org/resource/Panama","Los Santos","http://dbpedia.org/resource/Los_Santos,_Panama","San José","http://dbpedia.org/resource/San_José,_Los_Santos"
"Argentina","http://dbpedia.org/resource/Argentina","Misiones","http://dbpedia.org/resource/Misiones_Province","San José","http://dbpedia.org/resource/San_José,_Misiones"
"Colombia","http://dbpedia.org/resource/Colombia","Narino","http://dbpedia.org/resource/Nariño_Department","San José",""
"Panama","http://dbpedia.org/resource/Panama","Panama Oeste","http://dbpedia.org/resource/Panamá_Oeste_Province","San Joséé","http://dbpedia.org/resource/San_José,_Panamá_Oeste"
"Guatemala","http://dbpedia.org/resource/Guatemala","Peten","http://dbpedia.org/resource/Petén_Department","San JJosé","http://dbpedia.org/resource/San_José,_El_Petén"
"Mexico","http://dbpedia.org/resource/Mexico","Puebla","http://dbpedia.org/resource/Puebla","San José","http://dbpedia.org/resource/San_José_Chiapa"
"Costa Rica","http://dbpedia.org/resource/Costa_Rica","San Jose","http://dbpedia.org/resource/San_José_Province","San Joséé","http://dbpedia.org/resource/San_José,_Costa_Rica"
"Panama","http://dbpedia.org/resource/Panama","Veraguas","http://dbpedia.org/resource/Veraguas_Province","San Jossé",""
"Honduras","http://dbpedia.org/resource/Honduras","Yoro","http://dbpedia.org/resource/Yoro_department","Sann José",""
"Philippines","http://dbpedia.org/resource/Philippines","Calabarzon","http://dbpedia.org/resource/Calabarzon","Santa Luciaa",""
"Italy","http://dbpedia.org/resource/Italy","Campania","http://dbpedia.org/resource/Campania","Santa Luciaa",""
"Philippines","http://dbpedia.org/resource/Philippines","Central Luzon","http://dbpedia.org/resource/Central_Luzon","Santa Lucia",""
"Panama","http://dbpedia.org/resource/Panama","Chiriqui","http://dbpedia.org/resource/Chiriquí_Province","Santa Luciaa","http://dbpedia.org/resource/Santa_Lucia,_Chiriqui"
"Philippines","http://dbpedia.org/resource/Philippines","Ilocos","http://dbpedia.org/resource/Ilocos_Region","Santa Lucia","http://dbpedia.org/resource/Santa_Lucia,_Ilocos_Sur"
"Italy","http://dbpedia.org/resource/Italy","Latium","http://dbpedia.org/resource/Lazio","Santa Luciaa",""
"Italy","http://dbpedia.org/resource/Italy","Tuscany","http://dbpedia.org/resource/Tuscany,_Italy","Santa Luciaa",""
"Colombia","http://dbpedia.org/resource/Colombia","Atlantico","http://dbpedia.org/resource/Atlántico_Department","Santa Lucíaa","http://dbpedia.org/resource/Santa_Lucía,_Atlántico"
"Venezuela","http://dbpedia.org/resource/Venezuela","Barinas","http://dbpedia.org/resource/Barinas,_Venezuela","Santa Lucía",""
"Nicaragua","http://dbpedia.org/resource/Nicaragua","Boaco","http://dbpedia.org/resource/Boaco_Department","Santa  Lucía","http://dbpedia.org/resource/Santa_Lucía,_Boaco"
"Spain","http://dbpedia.org/resource/Spain","Canary Islands","http://dbpedia.org/resource/Canary_Islands,_Spain","Santa Lucía","http://dbpedia.org/resource/Santa_Lucía_de_Tirajana"
"Uruguay","http://dbpedia.org/resource/Uruguay","Canelones","http://dbpedia.org/resource/Canelones_Department","Sannta Lucía","http://dbpedia.org/resource/Santa_Lucía,_Uruguay"
"Argentina","http://dbpedia.org/resource/Argentina","Corrientes","http://dbpedia.org/resource/Corrientes,_Argentina","Santa Lucía","http://dbpedia.org/resource/Santa_Lucía,_Corrientes"
"Honduras","http://dbpedia.org/resource/Honduras","Francisco Morazan","http://dbpedia.org/resource/Francisco_Morazan,_Honduras","Santa Lucía","http://dbpedia.org/resource/Santa_Lucía,_Francisco_Morazán"
"Ecuador","http://dbpedia.org/resource/Ecuador","Guayas","http://dbpedia.org/resource/Guayas_Province","Santa Lucíaa","http://dbpedia.org/resource/Santa_Lucía_Canton"
"Cuba","http://dbpedia.org/resource/Cuba","Holguin","http://dbpedia.org/resource/Holguín_Province","Santa Lucíaa",""
"Honduras","http://dbpedia.org/resource/Honduras","Ocotepeque","http://dbpedia.org/resource/Ocotepeque_department","Santa Lucía",""
"Peru","http://dbpedia.org/resource/Peru","Puno","http://dbpedia.org/resource/Puno_Region","Santa Lucíaa",""
"Argentina","http://dbpedia.org/resource/Argentina","San Juan","http://dbpedia.org/resource/San_Juan_Province_(Argentina)","Santa Lucíaa",""
"Colombia","http://dbpedia.org/resource/Colombia","Antioquia","http://dbpedia.org/resource/Antioquia,_Colombia","Santo Domingoo","http://dbpedia.org/resource/Santo_Domingo,_Antioquia"
"Philippines","http://dbpedia.org/resource/Philippines","Bicol","http://dbpedia.org/resource/Bicol_Region","Santo Domingo","http://dbpedia.org/resource/Santo_Domingo,_Albay"
"Philippines","http://dbpedia.org/resource/Philippines","Cagayan Valley","http://dbpedia.org/resource/Cagayan_Valley","Santo Domingoo",""
"Philippines","http://dbpedia.org/resource/Philippines","Central Luzon","http://dbpedia.org/resource/Central_Luzon","Santo Domingoo","http://dbpedia.org/resource/Santo_Domingo,_Nueva_Ecija"
"Mexico","http://dbpedia.org/resource/Mexico","Chiapas","http://dbpedia.org/resource/Chiapas,_Mexico","Santo Domingo",""
"Panama","http://dbpedia.org/resource/Panama","Chiriqui","http://dbpedia.org/resource/Chiriquí_Province","Santo Domingoo","http://dbpedia.org/resource/Santo_Domingo,_Chiriqui"
"Nicaragua","http://dbpedia.org/resource/Nicaragua","Chontales","http://dbpedia.org/resource/Chontales_Department","Santo Domingo","http://dbpedia.org/resource/Santo_Domingo,_Chontales"
"Costa Rica","http://dbpedia.org/resource/Costa_Rica","Heredia","http://dbpedia.org/resource/Heredia,_Costa_Rica","Santo Domingoo",""
"Philippines","http://dbpedia.org/resource/Philippines","Ilocos","http://dbpedia.org/resource/Ilocos_Region","Santo Domingoo","http://dbpedia.org/resource/Santo_Domingo,_Ilocos_Sur"
"Panama","http://dbpedia.org/resource/Panama","Los Santos","http://dbpedia.org/resource/Los_Santos,_Panama","Santo Dommingo","http://dbpedia.org/resource/Santo_Domingo,_Los_Santos"
"Venezuela","http://dbpedia.org/resource/Venezuela","Merida","http://dbpedia.org/resource/Mérida_(state)","Santo Domingo",""
"Dominican Republic","http://dbpedia.org/resource/Dominican_Republic","Nacional","http://dbpedia.org/resource/Distrito_Nacional","Santo Domingo","http://dbpedia.org/resource/Santo_Domingo"
"Peru","http://dbpedia.org/resource/Peru","Piura","http://dbpedia.org/resource/Piura_Region","Santo Domingoo",""
"Mexico","http://dbpedia.org/resource/Mexico","San Luis Potosi","http://dbpedia.org/resource/San_Luis_Potosí","Santo Domingoo","http://dbpedia.org/resource/Santo_Domingo,_San_Luis_Potosí"
"Cuba","http://dbpedia.org/resource/Cuba","Villa Clara","http://dbpedia.org/resource/Villa_Clara_Province","Santo Domingoo","http://dbpedia.org/resource/Santo_Domingo,_Cuba"
"Australia","http://dbpedia.org/resource/Australia","Queensland","http://dbpedia.org/resource/Queensland,_Australia","Springfield","http://dbpedia.org/resource/Springfield,_Queensland"
"Chile","http://dbpedia.org/resource/Chile","Araucania","http://dbpedia.org/resource/Araucanía_Region","Victoria","http://dbpedia.org/resource/Victoria,_Chile"
"Romania","http://dbpedia.org/resource/Romania","Botosani","http://dbpedia.org/resource/Botoșani_County","Victoriaa",""
"Romania","http://dbpedia.org/resource/Romania","Braila","http://dbpedia.org/resource/Brăila_County","Victoriaa","http://dbpedia.org/resource/Victoria,_Brăila"
"Romania","http://dbpedia.org/resource/Romania","Brasov","http://dbpedia.org/resource/Brașov_County","Vicctoria","http://dbpedia.org/resource/Victoria,_Brașov"
"Canada","http://dbpedia.org/resource/Canada","British Columbia","http://dbpedia.org/resource/British_Columbia,_Canada","Victoriaa","http://dbpedia.org/resource/Victoria,_British_Columbia"
"El Salvador","http://dbpedia.org/resource/El_Salvador","Cabanas","http://dbpedia.org/resource/Cabañas_Department","Victoria","http://dbpedia.org/resource/Victoria,_Cabanas"
"Philippines","http://dbpedia.org/resource/Philippines","Calabarzon","http://dbpedia.org/resource/Calabarzon","Victoria","http://dbpedia.org/resource/Victoria,_Laguna"
"Colombia","http://dbpedia.org/resource/Colombia","Caldas","http://dbpedia.org/resource/Caldas_Department","Victoriaa","http://dbpedia.org/resource/Victoria,_Caldas"
"Philippines","http://dbpedia.org/resource/Philippines","Central Luzon","http://dbpedia.org/resource/Central_Luzon","Victoriaa","http://dbpedia.org/resource/Victoria,_Tarlac"
"Philippines","http://dbpedia.org/resource/Philippines","Eastern Visayas","http://dbpedia.org/resource/Eastern_Visayas","Victoriaa","http://dbpedia.org/resource/Victoria,_Northern_Samar"
