"product","product__URI","company","company__URI","industry","industry__URI","location","location__URI","revenue","country","country__URI"
"Pudding","http://dbpedia.org/resource/Pudding","Dr. Oetker","http://dbpedia.org/resource/Dr._Oetker","Food processing","http://dbpedia.org/resource/Food_processing","Bielefeld","http://dbpedia.org/resource/Bielefeld","1.09E10","Germany","http://dbpedia.org/resource/Germany"
"Frozen pizza","http://dbpedia.org/resource/Frozen_pizza","Dr. Oetker","http://dbpedia.org/resource/Dr._Oetker","Food processing","http://dbpedia.org/resource/Food_processing","Bielefeld","http://dbpedia.org/resource/Bielefeld","1.09E10","Germany","http://dbpedia.org/resource/Germany"
"Baking powder","http://dbpedia.org/resource/Baking_powder","Dr. Oetker","http://dbpedia.org/resource/Dr._Oetker","Food processing","http://dbpedia.org/resource/Food_processing","Bielefeld","http://dbpedia.org/resource/Bielefeld","1.09E10","Germany","http://dbpedia.org/resource/Germany"
"Yogurt","http://dbpedia.org/resource/Yogurt","Dr. Oetker","http://dbpedia.org/resource/Dr._Oetker","Food processing","http://dbpedia.org/resource/Food_processing","Bielefeld","http://dbpedia.org/resource/Bielefeld","1.09E10","Germany","http://dbpedia.org/resource/Germany"
"Optical disc","http://dbpedia.org/resource/Optical_disc","Singulus Technologies","http://dbpedia.org/resource/Singulus_Technologies","Manufacturing","http://dbpedia.org/resource/Manufacturing","Kahl am Main","http://dbpedia.org/resource/Kahl_am_Main","1.182E8","Germany","http://dbpedia.org/resource/Germany"
"Photovoltaics","http://dbpedia.org/resource/Photovoltaics","Singulus Technologies","http://dbpedia.org/resource/Singulus_Technologies","Manufacturing","http://dbpedia.org/resource/Manufacturing","Kahl am Main","http://dbpedia.org/resource/Kahl_am_Main","1.182E8","Germany","http://dbpedia.org/resource/Germany"
"Diesel engine","http://dbpedia.org/resource/Diesel_engine","MAN SE","http://dbpedia.org/resource/MAN_SE","Manufacturing","http://dbpedia.org/resource/Manufacturing","Munich","http://dbpedia.org/resource/Munich","1.468E10","Germany","http://dbpedia.org/resource/Germany"
"Engine","http://dbpedia.org/resource/Engine","MAN SE","http://dbpedia.org/resource/MAN_SE","Manufacturing","http://dbpedia.org/resource/Manufacturing","Munich","http://dbpedia.org/resource/Munich","1.468E10","Germany","http://dbpedia.org/resource/Germany"
"Commercial vehicle","http://dbpedia.org/resource/Commercial_vehicle","MAN SE","http://dbpedia.org/resource/MAN_SE","Manufacturing","http://dbpedia.org/resource/Manufacturing","Munich","http://dbpedia.org/resource/Munich","1.468E10","Germany","http://dbpedia.org/resource/Germany"
"Turbomachinery","http://dbpedia.org/resource/Turbomachinery","MAN SE","http://dbpedia.org/resource/MAN_SE","Manufacturing","http://dbpedia.org/resource/Manufacturing","Munich","http://dbpedia.org/resource/Munich","1.468E10","Germany","http://dbpedia.org/resource/Germany"
"Unilever","http://dbpedia.org/resource/Unilever","Jerónimo Martins","http://dbpedia.org/resource/Jerónimo_Martins","Manufacturing","http://dbpedia.org/resource/Manufacturing","Lisbon","http://dbpedia.org/resource/Lisbon","1.498E10","Portugal","http://dbpedia.org/resource/Portugal"
"Rice","http://dbpedia.org/resource/Rice","Ebro Foods","http://dbpedia.org/resource/Ebro_Foods","Food processing","http://dbpedia.org/resource/Food_processing","Madrid","http://dbpedia.org/resource/Madrid","1.702E9","Spain","http://dbpedia.org/resource/Spain"
"Pasta","http://dbpedia.org/resource/Pasta","Ebro Foods","http://dbpedia.org/resource/Ebro_Foods","Food processing","http://dbpedia.org/resource/Food_processing","Madrid","http://dbpedia.org/resource/Madrid","1.702E9","Spain","http://dbpedia.org/resource/Spain"
"Food technology","http://dbpedia.org/resource/Food_technology","Ebro Foods","http://dbpedia.org/resource/Ebro_Foods","Food processing","http://dbpedia.org/resource/Food_processing","Madrid","http://dbpedia.org/resource/Madrid","1.702E9","Spain","http://dbpedia.org/resource/Spain"
"Sauce","http://dbpedia.org/resource/Sauce","Ebro Foods","http://dbpedia.org/resource/Ebro_Foods","Food processing","http://dbpedia.org/resource/Food_processing","Madrid","http://dbpedia.org/resource/Madrid","1.702E9","Spain","http://dbpedia.org/resource/Spain"
"Production line","http://dbpedia.org/resource/Production_line","KUKA","http://dbpedia.org/resource/KUKA","Automation","http://dbpedia.org/resource/Automation","Bavaria","http://dbpedia.org/resource/Bavaria","2.095E9","Germany","http://dbpedia.org/resource/Germany"
"Production line","http://dbpedia.org/resource/Production_line","KUKA","http://dbpedia.org/resource/KUKA","Automation","http://dbpedia.org/resource/Automation","Augsburg","http://dbpedia.org/resource/Augsburg","2.095E9","Germany","http://dbpedia.org/resource/Germany"
"Industrial robot","http://dbpedia.org/resource/Industrial_robot","KUKA","http://dbpedia.org/resource/KUKA","Automation","http://dbpedia.org/resource/Automation","Bavaria","http://dbpedia.org/resource/Bavaria","2.095E9","Germany","http://dbpedia.org/resource/Germany"
"Industrial robot","http://dbpedia.org/resource/Industrial_robot","KUKA","http://dbpedia.org/resource/KUKA","Automation","http://dbpedia.org/resource/Automation","Augsburg","http://dbpedia.org/resource/Augsburg","2.095E9","Germany","http://dbpedia.org/resource/Germany"
"Machine tool","http://dbpedia.org/resource/Machine_tool","DMG Mori Aktiengesellschaft","http://dbpedia.org/resource/DMG_Mori_Aktiengesellschaft","Manufacturing","http://dbpedia.org/resource/Manufacturing","Bielefeld","http://dbpedia.org/resource/Bielefeld","2.229E9","Germany","http://dbpedia.org/resource/Germany"
"Dairy products","http://dbpedia.org/resource/Dairy_products","Danone","http://dbpedia.org/resource/Danone","Food processing","http://dbpedia.org/resource/Food_processing","Paris","http://dbpedia.org/resource/Paris","2.2412E10","France","http://dbpedia.org/resource/France"
"Bottled water","http://dbpedia.org/resource/Bottled_water","Danone","http://dbpedia.org/resource/Danone","Food processing","http://dbpedia.org/resource/Food_processing","Paris","http://dbpedia.org/resource/Paris","2.2412E10","France","http://dbpedia.org/resource/France"
"Dairy products","http://dbpedia.org/resource/Dairy_products","Danone","http://dbpedia.org/resource/Danone","Food processing","http://dbpedia.org/resource/Food_processing","9th arrondissement of Paris","http://dbpedia.org/resource/9th_arrondissement_of_Paris","2.2412E10","France","http://dbpedia.org/resource/France"
"Bottled water","http://dbpedia.org/resource/Bottled_water","Danone","http://dbpedia.org/resource/Danone","Food processing","http://dbpedia.org/resource/Food_processing","9th arrondissement of Paris","http://dbpedia.org/resource/9th_arrondissement_of_Paris","2.2412E10","France","http://dbpedia.org/resource/France"
"Baby food","http://dbpedia.org/resource/Baby_food","Danone","http://dbpedia.org/resource/Danone","Food processing","http://dbpedia.org/resource/Food_processing","Paris","http://dbpedia.org/resource/Paris","2.2412E10","France","http://dbpedia.org/resource/France"
"Baby food","http://dbpedia.org/resource/Baby_food","Danone","http://dbpedia.org/resource/Danone","Food processing","http://dbpedia.org/resource/Food_processing","9th arrondissement of Paris","http://dbpedia.org/resource/9th_arrondissement_of_Paris","2.2412E10","France","http://dbpedia.org/resource/France"
"Printing","http://dbpedia.org/resource/Printing","Heidelberger Druckmaschinen","http://dbpedia.org/resource/Heidelberger_Druckmaschinen","Manufacturing","http://dbpedia.org/resource/Manufacturing","Heidelberg","http://dbpedia.org/resource/Heidelberg","2.512E9","Germany","http://dbpedia.org/resource/Germany"
"Printing press","http://dbpedia.org/resource/Printing_press","Heidelberger Druckmaschinen","http://dbpedia.org/resource/Heidelberger_Druckmaschinen","Manufacturing","http://dbpedia.org/resource/Manufacturing","Heidelberg","http://dbpedia.org/resource/Heidelberg","2.512E9","Germany","http://dbpedia.org/resource/Germany"
"Platesetter","http://dbpedia.org/resource/Platesetter","Heidelberger Druckmaschinen","http://dbpedia.org/resource/Heidelberger_Druckmaschinen","Manufacturing","http://dbpedia.org/resource/Manufacturing","Heidelberg","http://dbpedia.org/resource/Heidelberg","2.512E9","Germany","http://dbpedia.org/resource/Germany"
"Machine","http://dbpedia.org/resource/Machine","Krones","http://dbpedia.org/resource/Krones","Manufacturing","http://dbpedia.org/resource/Manufacturing","Neutraubling","http://dbpedia.org/resource/Neutraubling","2.82E9","Germany","http://dbpedia.org/resource/Germany"
"Canning","http://dbpedia.org/resource/Canning","Krones","http://dbpedia.org/resource/Krones","Manufacturing","http://dbpedia.org/resource/Manufacturing","Neutraubling","http://dbpedia.org/resource/Neutraubling","2.82E9","Germany","http://dbpedia.org/resource/Germany"
"Production line","http://dbpedia.org/resource/Production_line","Krones","http://dbpedia.org/resource/Krones","Manufacturing","http://dbpedia.org/resource/Manufacturing","Neutraubling","http://dbpedia.org/resource/Neutraubling","2.82E9","Germany","http://dbpedia.org/resource/Germany"
"Packaging","http://dbpedia.org/resource/Packaging","Krones","http://dbpedia.org/resource/Krones","Manufacturing","http://dbpedia.org/resource/Manufacturing","Neutraubling","http://dbpedia.org/resource/Neutraubling","2.82E9","Germany","http://dbpedia.org/resource/Germany"
"Product lifecycle management","http://dbpedia.org/resource/Product_lifecycle_management","Dassault Systèmes","http://dbpedia.org/resource/Dassault_Systèmes","Computer-aided engineering","http://dbpedia.org/resource/Computer-aided_engineering","Vélizy-Villacoublay","http://dbpedia.org/resource/Vélizy-Villacoublay","2.839E9","France","http://dbpedia.org/resource/France"
"Product lifecycle management","http://dbpedia.org/resource/Product_lifecycle_management","Dassault Systèmes","http://dbpedia.org/resource/Dassault_Systèmes","Computer-aided manufacturing","http://dbpedia.org/resource/Computer-aided_manufacturing","Vélizy-Villacoublay","http://dbpedia.org/resource/Vélizy-Villacoublay","2.839E9","France","http://dbpedia.org/resource/France"
"3D computer graphics","http://dbpedia.org/resource/3D_computer_graphics","Dassault Systèmes","http://dbpedia.org/resource/Dassault_Systèmes","Computer-aided manufacturing","http://dbpedia.org/resource/Computer-aided_manufacturing","Vélizy-Villacoublay","http://dbpedia.org/resource/Vélizy-Villacoublay","2.839E9","France","http://dbpedia.org/resource/France"
"3D computer graphics","http://dbpedia.org/resource/3D_computer_graphics","Dassault Systèmes","http://dbpedia.org/resource/Dassault_Systèmes","Computer-aided engineering","http://dbpedia.org/resource/Computer-aided_engineering","Vélizy-Villacoublay","http://dbpedia.org/resource/Vélizy-Villacoublay","2.839E9","France","http://dbpedia.org/resource/France"
"Industrial robot","http://dbpedia.org/resource/Industrial_robot","Universal Robots","http://dbpedia.org/resource/Universal_Robots","Automation","http://dbpedia.org/resource/Automation","Odense","http://dbpedia.org/resource/Odense","2.92E7","Denmark","http://dbpedia.org/resource/Denmark"
"Cable harness","http://dbpedia.org/resource/Cable_harness","Leoni AG","http://dbpedia.org/resource/Leoni_AG","Manufacturing","http://dbpedia.org/resource/Manufacturing","Nuremberg","http://dbpedia.org/resource/Nuremberg","2.956E9","Germany","http://dbpedia.org/resource/Germany"
"Power cable","http://dbpedia.org/resource/Power_cable","Leoni AG","http://dbpedia.org/resource/Leoni_AG","Manufacturing","http://dbpedia.org/resource/Manufacturing","Nuremberg","http://dbpedia.org/resource/Nuremberg","2.956E9","Germany","http://dbpedia.org/resource/Germany"
"Telecommunications cable","http://dbpedia.org/resource/Telecommunications_cable","Leoni AG","http://dbpedia.org/resource/Leoni_AG","Manufacturing","http://dbpedia.org/resource/Manufacturing","Nuremberg","http://dbpedia.org/resource/Nuremberg","2.956E9","Germany","http://dbpedia.org/resource/Germany"
"Bioethanol","http://dbpedia.org/resource/Bioethanol","Nordzucker","http://dbpedia.org/resource/Nordzucker","Food processing","http://dbpedia.org/resource/Food_processing","Braunschweig","http://dbpedia.org/resource/Braunschweig","2443.0","Germany","http://dbpedia.org/resource/Germany"
"Sugar","http://dbpedia.org/resource/Sugar","Nordzucker","http://dbpedia.org/resource/Nordzucker","Food processing","http://dbpedia.org/resource/Food_processing","Braunschweig","http://dbpedia.org/resource/Braunschweig","2443.0","Germany","http://dbpedia.org/resource/Germany"
"Animal feed","http://dbpedia.org/resource/Animal_feed","Nordzucker","http://dbpedia.org/resource/Nordzucker","Food processing","http://dbpedia.org/resource/Food_processing","Braunschweig","http://dbpedia.org/resource/Braunschweig","2443.0","Germany","http://dbpedia.org/resource/Germany"
"Physical plant","http://dbpedia.org/resource/Physical_plant","Danieli","http://dbpedia.org/resource/Danieli","Manufacturing","http://dbpedia.org/resource/Manufacturing","Buttrio","http://dbpedia.org/resource/Buttrio","2456.0","Italy","http://dbpedia.org/resource/Italy"
"Lead acid batteries","http://dbpedia.org/resource/Lead_acid_batteries","BAE Batterien","http://dbpedia.org/resource/BAE_Batterien","Manufacturing","http://dbpedia.org/resource/Manufacturing","Berlin","http://dbpedia.org/resource/Berlin","3.0E7","Germany","http://dbpedia.org/resource/Germany"
"Textile","http://dbpedia.org/resource/Textile","Prym","http://dbpedia.org/resource/Prym","Manufacturing","http://dbpedia.org/resource/Manufacturing","Stolberg (Rhineland)","http://dbpedia.org/resource/Stolberg_(Rhineland)","3.57E8","Germany","http://dbpedia.org/resource/Germany"
"Materials science","http://dbpedia.org/resource/Materials_science","Prym","http://dbpedia.org/resource/Prym","Manufacturing","http://dbpedia.org/resource/Manufacturing","Stolberg (Rhineland)","http://dbpedia.org/resource/Stolberg_(Rhineland)","3.57E8","Germany","http://dbpedia.org/resource/Germany"
"Mechatronics","http://dbpedia.org/resource/Mechatronics","Prym","http://dbpedia.org/resource/Prym","Manufacturing","http://dbpedia.org/resource/Manufacturing","Stolberg (Rhineland)","http://dbpedia.org/resource/Stolberg_(Rhineland)","3.57E8","Germany","http://dbpedia.org/resource/Germany"
"Haberdashery","http://dbpedia.org/resource/Haberdashery","Prym","http://dbpedia.org/resource/Prym","Manufacturing","http://dbpedia.org/resource/Manufacturing","Stolberg (Rhineland)","http://dbpedia.org/resource/Stolberg_(Rhineland)","3.57E8","Germany","http://dbpedia.org/resource/Germany"
"White goods","http://dbpedia.org/resource/White_goods","Pitsos","http://dbpedia.org/resource/Pitsos","Manufacturing","http://dbpedia.org/resource/Manufacturing","Kifissia","http://dbpedia.org/resource/Kifissia","4.0847E8","Greece","http://dbpedia.org/resource/Greece"
"Wire","http://dbpedia.org/resource/Wire","Bekaert","http://dbpedia.org/resource/Bekaert","Manufacturing","http://dbpedia.org/resource/Manufacturing","Kortrijk","http://dbpedia.org/resource/Kortrijk","4.4E9","Belgium","http://dbpedia.org/resource/Belgium"
"Coating","http://dbpedia.org/resource/Coating","Bekaert","http://dbpedia.org/resource/Bekaert","Manufacturing","http://dbpedia.org/resource/Manufacturing","Kortrijk","http://dbpedia.org/resource/Kortrijk","4.4E9","Belgium","http://dbpedia.org/resource/Belgium"
"Materials science","http://dbpedia.org/resource/Materials_science","Bekaert","http://dbpedia.org/resource/Bekaert","Manufacturing","http://dbpedia.org/resource/Manufacturing","Kortrijk","http://dbpedia.org/resource/Kortrijk","4.4E9","Belgium","http://dbpedia.org/resource/Belgium"
"Gas turbine","http://dbpedia.org/resource/Gas_turbine","MTU Aero Engines","http://dbpedia.org/resource/MTU_Aero_Engines","Aerospace manufacturer","http://dbpedia.org/resource/Aerospace_manufacturer","Munich","http://dbpedia.org/resource/Munich","4.4E9","Germany","http://dbpedia.org/resource/Germany"
"Maintenance, repair, and operations","http://dbpedia.org/resource/Maintenance,_repair,_and_operations","MTU Aero Engines","http://dbpedia.org/resource/MTU_Aero_Engines","Aerospace manufacturer","http://dbpedia.org/resource/Aerospace_manufacturer","Munich","http://dbpedia.org/resource/Munich","4.4E9","Germany","http://dbpedia.org/resource/Germany"
"Military aviation","http://dbpedia.org/resource/Military_aviation","MTU Aero Engines","http://dbpedia.org/resource/MTU_Aero_Engines","Aerospace manufacturer","http://dbpedia.org/resource/Aerospace_manufacturer","Munich","http://dbpedia.org/resource/Munich","4.4E9","Germany","http://dbpedia.org/resource/Germany"
"Furniture","http://dbpedia.org/resource/Furniture","Natuzzi","http://dbpedia.org/resource/Natuzzi","Manufacturing","http://dbpedia.org/resource/Manufacturing","Santeramo in Colle","http://dbpedia.org/resource/Santeramo_in_Colle","4.885E8","Italy","http://dbpedia.org/resource/Italy"
"Steel","http://dbpedia.org/resource/Steel","Vallourec","http://dbpedia.org/resource/Vallourec","Manufacturing","http://dbpedia.org/resource/Manufacturing","Paris","http://dbpedia.org/resource/Paris","5.701E9","France","http://dbpedia.org/resource/France"
"Machine tool","http://dbpedia.org/resource/Machine_tool","Gebr. Heller","http://dbpedia.org/resource/Gebr._Heller","Manufacturing","http://dbpedia.org/resource/Manufacturing","Nürtingen","http://dbpedia.org/resource/Nürtingen","559.0","Germany","http://dbpedia.org/resource/Germany"
"Catering","http://dbpedia.org/resource/Catering","Rational AG","http://dbpedia.org/resource/Rational_AG","Manufacturing","http://dbpedia.org/resource/Manufacturing","Landsberg am Lech","http://dbpedia.org/resource/Landsberg_am_Lech","564.0","Germany","http://dbpedia.org/resource/Germany"
"Oven","http://dbpedia.org/resource/Oven","Rational AG","http://dbpedia.org/resource/Rational_AG","Manufacturing","http://dbpedia.org/resource/Manufacturing","Landsberg am Lech","http://dbpedia.org/resource/Landsberg_am_Lech","564.0","Germany","http://dbpedia.org/resource/Germany"
"Paper","http://dbpedia.org/resource/Paper","Fedrigoni","http://dbpedia.org/resource/Fedrigoni","Manufacturing","http://dbpedia.org/resource/Manufacturing","Verona","http://dbpedia.org/resource/Verona","6.26E8","Italy","http://dbpedia.org/resource/Italy"
"Helicopter","http://dbpedia.org/resource/Helicopter","Airbus Helicopters","http://dbpedia.org/resource/Airbus_Helicopters","Aerospace manufacturer","http://dbpedia.org/resource/Aerospace_manufacturer","Marignane","http://dbpedia.org/resource/Marignane","6.3E9","France","http://dbpedia.org/resource/France"
"Dairy product","http://dbpedia.org/resource/Dairy_product","Parmalat","http://dbpedia.org/resource/Parmalat","Food processing","http://dbpedia.org/resource/Food_processing","Collecchio","http://dbpedia.org/resource/Collecchio","6.416E9","Italy","http://dbpedia.org/resource/Italy"
"Juice","http://dbpedia.org/resource/Juice","Parmalat","http://dbpedia.org/resource/Parmalat","Food processing","http://dbpedia.org/resource/Food_processing","Collecchio","http://dbpedia.org/resource/Collecchio","6.416E9","Italy","http://dbpedia.org/resource/Italy"
"Power cable","http://dbpedia.org/resource/Power_cable","Nexans","http://dbpedia.org/resource/Nexans","Manufacturing","http://dbpedia.org/resource/Manufacturing","Paris","http://dbpedia.org/resource/Paris","6.7E9","France","http://dbpedia.org/resource/France"
"Telecommunications cable","http://dbpedia.org/resource/Telecommunications_cable","Nexans","http://dbpedia.org/resource/Nexans","Manufacturing","http://dbpedia.org/resource/Manufacturing","Paris","http://dbpedia.org/resource/Paris","6.7E9","France","http://dbpedia.org/resource/France"
"Conveyor belt","http://dbpedia.org/resource/Conveyor_belt","Semperit","http://dbpedia.org/resource/Semperit","Manufacturing","http://dbpedia.org/resource/Manufacturing","Vienna","http://dbpedia.org/resource/Vienna","6.894E8","Austria","http://dbpedia.org/resource/Austria"
"Glove","http://dbpedia.org/resource/Glove","Semperit","http://dbpedia.org/resource/Semperit","Manufacturing","http://dbpedia.org/resource/Manufacturing","Vienna","http://dbpedia.org/resource/Vienna","6.894E8","Austria","http://dbpedia.org/resource/Austria"
"Hose (tubing)","http://dbpedia.org/resource/Hose_(tubing)","Semperit","http://dbpedia.org/resource/Semperit","Manufacturing","http://dbpedia.org/resource/Manufacturing","Vienna","http://dbpedia.org/resource/Vienna","6.894E8","Austria","http://dbpedia.org/resource/Austria"
"Medical glove","http://dbpedia.org/resource/Medical_glove","Semperit","http://dbpedia.org/resource/Semperit","Manufacturing","http://dbpedia.org/resource/Manufacturing","Vienna","http://dbpedia.org/resource/Vienna","6.894E8","Austria","http://dbpedia.org/resource/Austria"
"Rubber","http://dbpedia.org/resource/Rubber","Semperit","http://dbpedia.org/resource/Semperit","Manufacturing","http://dbpedia.org/resource/Manufacturing","Vienna","http://dbpedia.org/resource/Vienna","6.894E8","Austria","http://dbpedia.org/resource/Austria"
"Electric power transmission","http://dbpedia.org/resource/Electric_power_transmission","Prysmian Group","http://dbpedia.org/resource/Prysmian_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Milan","http://dbpedia.org/resource/Milan","7.273E9","Italy","http://dbpedia.org/resource/Italy"
"Telecommunications cable","http://dbpedia.org/resource/Telecommunications_cable","Prysmian Group","http://dbpedia.org/resource/Prysmian_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Milan","http://dbpedia.org/resource/Milan","7.273E9","Italy","http://dbpedia.org/resource/Italy"
"Biofuel","http://dbpedia.org/resource/Biofuel","Südzucker","http://dbpedia.org/resource/Südzucker","Food processing","http://dbpedia.org/resource/Food_processing","Mannheim","http://dbpedia.org/resource/Mannheim","7.735E9","Germany","http://dbpedia.org/resource/Germany"
"Fruit","http://dbpedia.org/resource/Fruit","Südzucker","http://dbpedia.org/resource/Südzucker","Food processing","http://dbpedia.org/resource/Food_processing","Mannheim","http://dbpedia.org/resource/Mannheim","7.735E9","Germany","http://dbpedia.org/resource/Germany"
"Pizza","http://dbpedia.org/resource/Pizza","Südzucker","http://dbpedia.org/resource/Südzucker","Food processing","http://dbpedia.org/resource/Food_processing","Mannheim","http://dbpedia.org/resource/Mannheim","7.735E9","Germany","http://dbpedia.org/resource/Germany"
"Starch","http://dbpedia.org/resource/Starch","Südzucker","http://dbpedia.org/resource/Südzucker","Food processing","http://dbpedia.org/resource/Food_processing","Mannheim","http://dbpedia.org/resource/Mannheim","7.735E9","Germany","http://dbpedia.org/resource/Germany"
"Sugar","http://dbpedia.org/resource/Sugar","Südzucker","http://dbpedia.org/resource/Südzucker","Food processing","http://dbpedia.org/resource/Food_processing","Mannheim","http://dbpedia.org/resource/Mannheim","7.735E9","Germany","http://dbpedia.org/resource/Germany"
"Frozen food","http://dbpedia.org/resource/Frozen_food","Südzucker","http://dbpedia.org/resource/Südzucker","Food processing","http://dbpedia.org/resource/Food_processing","Mannheim","http://dbpedia.org/resource/Mannheim","7.735E9","Germany","http://dbpedia.org/resource/Germany"
"Heat shield","http://dbpedia.org/resource/Heat_shield","ElringKlinger","http://dbpedia.org/resource/ElringKlinger","Manufacturing","http://dbpedia.org/resource/Manufacturing","Dettingen an der Erms","http://dbpedia.org/resource/Dettingen_an_der_Erms","7.957E8","Germany","http://dbpedia.org/resource/Germany"
"Exhaust system","http://dbpedia.org/resource/Exhaust_system","ElringKlinger","http://dbpedia.org/resource/ElringKlinger","Manufacturing","http://dbpedia.org/resource/Manufacturing","Dettingen an der Erms","http://dbpedia.org/resource/Dettingen_an_der_Erms","7.957E8","Germany","http://dbpedia.org/resource/Germany"
"Auto parts","http://dbpedia.org/resource/Auto_parts","ElringKlinger","http://dbpedia.org/resource/ElringKlinger","Manufacturing","http://dbpedia.org/resource/Manufacturing","Dettingen an der Erms","http://dbpedia.org/resource/Dettingen_an_der_Erms","7.957E8","Germany","http://dbpedia.org/resource/Germany"
"Folding bicycle","http://dbpedia.org/resource/Folding_bicycle","Brompton Bicycle","http://dbpedia.org/resource/Brompton_Bicycle","Manufacturing","http://dbpedia.org/resource/Manufacturing","Brentford","http://dbpedia.org/resource/Brentford","1.0E7","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Duvet","http://dbpedia.org/resource/Duvet","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","High Wycombe","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
