"musician","musician__URI","genre","genre__URI","instrument","instrument__URI"
"""Robert Junior"" Lockwood","http://dbpedia.org/resource/Robert_Lockwood_Jr.","Country blues","http://dbpedia.org/resource/Country_blues","Organ (music)","http://dbpedia.org/resource/Organ_(music)"
"""Robert Junior"" Lockwood","http://dbpedia.org/resource/Robert_Lockwood_Jr.","Delta blues","http://dbpedia.org/resource/Delta_blues","Guitar","http://dbpedia.org/resource/Guitar"
"""Robert Junior"" Lockwood","http://dbpedia.org/resource/Robert_Lockwood_Jr.","Delta blues","http://dbpedia.org/resource/Delta_blues","Organ (music)","http://dbpedia.org/resource/Organ_(music)"
"""Robert Junior"" Lockwood","http://dbpedia.org/resource/Robert_Lockwood_Jr.","Electric blues","http://dbpedia.org/resource/Electric_blues","Guitar","http://dbpedia.org/resource/Guitar"
"""Robert Junior"" Lockwood","http://dbpedia.org/resource/Robert_Lockwood_Jr.","Electric blues","http://dbpedia.org/resource/Electric_blues","Organ (music)","http://dbpedia.org/resource/Organ_(music)"
"""Sneaky Pete""","http://dbpedia.org/resource/Sneaky_Pete_Kleinow","Country music","http://dbpedia.org/resource/Country_music","Pedal steel guitar","http://dbpedia.org/resource/Pedal_steel_guitar"
"""Snuffy"" Jenkins","http://dbpedia.org/resource/Snuffy_Jenkins","Bluegrass music","http://dbpedia.org/resource/Bluegrass_music","Banjo","http://dbpedia.org/resource/Banjo"
"""Snuffy"" Jenkins","http://dbpedia.org/resource/Snuffy_Jenkins","Bluegrass music","http://dbpedia.org/resource/Bluegrass_music","Fiddle","http://dbpedia.org/resource/Fiddle"
"""Snuffy"" Jenkins","http://dbpedia.org/resource/Snuffy_Jenkins","Bluegrass music","http://dbpedia.org/resource/Bluegrass_music","Guitar","http://dbpedia.org/resource/Guitar"
"""Snuffy"" Jenkins","http://dbpedia.org/resource/Snuffy_Jenkins","Old time music","http://dbpedia.org/resource/Old_time_music","Banjo","http://dbpedia.org/resource/Banjo"
"""Snuffy"" Jenkins","http://dbpedia.org/resource/Snuffy_Jenkins","Old time music","http://dbpedia.org/resource/Old_time_music","Fiddle","http://dbpedia.org/resource/Fiddle"
"""Snuffy"" Jenkins","http://dbpedia.org/resource/Snuffy_Jenkins","Old time music","http://dbpedia.org/resource/Old_time_music","Guitar","http://dbpedia.org/resource/Guitar"
"""Sooty"" Jones","http://dbpedia.org/resource/Anthony_%22Sooty%22_Jones","Hard rock","http://dbpedia.org/resource/Hard_rock","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"""Sooty"" Jones","http://dbpedia.org/resource/Anthony_%22Sooty%22_Jones","Blues-rock","http://dbpedia.org/resource/Blues-rock","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"""Spider"" John Koerner","http://dbpedia.org/resource/John_Koerner","Blues","http://dbpedia.org/resource/Blues","Human voice","http://dbpedia.org/resource/Human_voice"
"""Spider"" John Koerner","http://dbpedia.org/resource/John_Koerner","Blues","http://dbpedia.org/resource/Blues","Harmonica","http://dbpedia.org/resource/Harmonica"
"""Spider"" John Koerner","http://dbpedia.org/resource/John_Koerner","Blues","http://dbpedia.org/resource/Blues","Guitar","http://dbpedia.org/resource/Guitar"
"""The Stork""","http://dbpedia.org/resource/Paul_Desmond","Cool jazz","http://dbpedia.org/resource/Cool_jazz","Alto saxophone","http://dbpedia.org/resource/Alto_saxophone"
"""The Stork""","http://dbpedia.org/resource/Paul_Desmond","Cool jazz","http://dbpedia.org/resource/Cool_jazz","Clarinet","http://dbpedia.org/resource/Clarinet"
"""The Stork""","http://dbpedia.org/resource/Paul_Desmond","Mainstream jazz","http://dbpedia.org/resource/Mainstream_jazz","Alto saxophone","http://dbpedia.org/resource/Alto_saxophone"
"""The Stork""","http://dbpedia.org/resource/Paul_Desmond","Mainstream jazz","http://dbpedia.org/resource/Mainstream_jazz","Clarinet","http://dbpedia.org/resource/Clarinet"
"""The Stork""","http://dbpedia.org/resource/Paul_Desmond","West Coast jazz","http://dbpedia.org/resource/West_Coast_jazz","Alto saxophone","http://dbpedia.org/resource/Alto_saxophone"
"""The Stork""","http://dbpedia.org/resource/Paul_Desmond","West Coast jazz","http://dbpedia.org/resource/West_Coast_jazz","Clarinet","http://dbpedia.org/resource/Clarinet"
"""Uncle"" Lionel Batiste","http://dbpedia.org/resource/Lionel_Batiste","Blues","http://dbpedia.org/resource/Blues","Bass drum","http://dbpedia.org/resource/Bass_drum"
"""Uncle"" Lionel Batiste","http://dbpedia.org/resource/Lionel_Batiste","Blues","http://dbpedia.org/resource/Blues","Singing","http://dbpedia.org/resource/Singing"
"""Uncle"" Lionel Batiste","http://dbpedia.org/resource/Lionel_Batiste","Jazz","http://dbpedia.org/resource/Jazz","Bass drum","http://dbpedia.org/resource/Bass_drum"
"""Uncle"" Lionel Batiste","http://dbpedia.org/resource/Lionel_Batiste","Jazz","http://dbpedia.org/resource/Jazz","Singing","http://dbpedia.org/resource/Singing"
"* ChaseNDough","http://dbpedia.org/resource/Chase_N_Dough","R&B","http://dbpedia.org/resource/R&B","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* ChaseNDough","http://dbpedia.org/resource/Chase_N_Dough","R&B","http://dbpedia.org/resource/R&B","Pro Tools","http://dbpedia.org/resource/Pro_Tools"
"* ChaseNDough","http://dbpedia.org/resource/Chase_N_Dough","Drill (music genre)","http://dbpedia.org/resource/Drill_(music_genre)","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* ChaseNDough","http://dbpedia.org/resource/Chase_N_Dough","Drill (music genre)","http://dbpedia.org/resource/Drill_(music_genre)","Pro Tools","http://dbpedia.org/resource/Pro_Tools"
"* ChaseNDough","http://dbpedia.org/resource/Chase_N_Dough","Trap music","http://dbpedia.org/resource/Trap_music","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* ChaseNDough","http://dbpedia.org/resource/Chase_N_Dough","Trap music","http://dbpedia.org/resource/Trap_music","Pro Tools","http://dbpedia.org/resource/Pro_Tools"
"* ChaseNDough","http://dbpedia.org/resource/Chase_N_Dough","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* ChaseNDough","http://dbpedia.org/resource/Chase_N_Dough","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Pro Tools","http://dbpedia.org/resource/Pro_Tools"
"* G-Eazy","http://dbpedia.org/resource/G-Eazy","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals"
"* Jamaal Davis","http://dbpedia.org/resource/MadeinTYO","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Vocals","http://dbpedia.org/resource/Vocals"
"* Jamaal Davis","http://dbpedia.org/resource/MadeinTYO","Trap music","http://dbpedia.org/resource/Trap_music","Vocals","http://dbpedia.org/resource/Vocals"
"* Jamaal Davis","http://dbpedia.org/resource/MadeinTYO","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Stella (guitar)","http://dbpedia.org/resource/Stella_(guitar)"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Accordion","http://dbpedia.org/resource/Accordion"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Guitar","http://dbpedia.org/resource/Guitar"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Piano","http://dbpedia.org/resource/Piano"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Vocals","http://dbpedia.org/resource/Vocals"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Lap steel guitar","http://dbpedia.org/resource/Lap_steel_guitar"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Stella (guitar)","http://dbpedia.org/resource/Stella_(guitar)"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Accordion","http://dbpedia.org/resource/Accordion"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Guitar","http://dbpedia.org/resource/Guitar"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Piano","http://dbpedia.org/resource/Piano"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Vocals","http://dbpedia.org/resource/Vocals"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Lap steel guitar","http://dbpedia.org/resource/Lap_steel_guitar"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Stella (guitar)","http://dbpedia.org/resource/Stella_(guitar)"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Accordion","http://dbpedia.org/resource/Accordion"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Guitar","http://dbpedia.org/resource/Guitar"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Piano","http://dbpedia.org/resource/Piano"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Vocals","http://dbpedia.org/resource/Vocals"
"* Lead Belly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Lap steel guitar","http://dbpedia.org/resource/Lap_steel_guitar"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Stella (guitar)","http://dbpedia.org/resource/Stella_(guitar)"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Accordion","http://dbpedia.org/resource/Accordion"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Guitar","http://dbpedia.org/resource/Guitar"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Piano","http://dbpedia.org/resource/Piano"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Vocals","http://dbpedia.org/resource/Vocals"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Country blues","http://dbpedia.org/resource/Country_blues","Lap steel guitar","http://dbpedia.org/resource/Lap_steel_guitar"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Stella (guitar)","http://dbpedia.org/resource/Stella_(guitar)"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Accordion","http://dbpedia.org/resource/Accordion"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Guitar","http://dbpedia.org/resource/Guitar"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Piano","http://dbpedia.org/resource/Piano"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Vocals","http://dbpedia.org/resource/Vocals"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Folk music","http://dbpedia.org/resource/Folk_music","Lap steel guitar","http://dbpedia.org/resource/Lap_steel_guitar"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Stella (guitar)","http://dbpedia.org/resource/Stella_(guitar)"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Accordion","http://dbpedia.org/resource/Accordion"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Guitar","http://dbpedia.org/resource/Guitar"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Piano","http://dbpedia.org/resource/Piano"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Vocals","http://dbpedia.org/resource/Vocals"
"* Leadbelly","http://dbpedia.org/resource/Lead_Belly","Songster","http://dbpedia.org/resource/Songster","Lap steel guitar","http://dbpedia.org/resource/Lap_steel_guitar"
"* Made In Tokyo","http://dbpedia.org/resource/MadeinTYO","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Vocals","http://dbpedia.org/resource/Vocals"
"* Made In Tokyo","http://dbpedia.org/resource/MadeinTYO","Trap music","http://dbpedia.org/resource/Trap_music","Vocals","http://dbpedia.org/resource/Vocals"
"* Made In Tokyo","http://dbpedia.org/resource/MadeinTYO","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals"
"* MadeinTYO","http://dbpedia.org/resource/MadeinTYO","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Vocals","http://dbpedia.org/resource/Vocals"
"* MadeinTYO","http://dbpedia.org/resource/MadeinTYO","Trap music","http://dbpedia.org/resource/Trap_music","Vocals","http://dbpedia.org/resource/Vocals"
"* MadeinTYO","http://dbpedia.org/resource/MadeinTYO","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals"
"* Mr.Tokyo","http://dbpedia.org/resource/MadeinTYO","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Vocals","http://dbpedia.org/resource/Vocals"
"* Mr.Tokyo","http://dbpedia.org/resource/MadeinTYO","Trap music","http://dbpedia.org/resource/Trap_music","Vocals","http://dbpedia.org/resource/Vocals"
"* Mr.Tokyo","http://dbpedia.org/resource/MadeinTYO","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals"
"* TM-88","http://dbpedia.org/resource/TM88","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* TM-88","http://dbpedia.org/resource/TM88","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","MIDI keyboard","http://dbpedia.org/resource/MIDI_keyboard"
"* TM-88","http://dbpedia.org/resource/TM88","Trap music","http://dbpedia.org/resource/Trap_music","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* TM-88","http://dbpedia.org/resource/TM88","Trap music","http://dbpedia.org/resource/Trap_music","MIDI keyboard","http://dbpedia.org/resource/MIDI_keyboard"
"* TM-88","http://dbpedia.org/resource/TM88","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* TM-88","http://dbpedia.org/resource/TM88","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","MIDI keyboard","http://dbpedia.org/resource/MIDI_keyboard"
"* TM-88","http://dbpedia.org/resource/TM88","Drill music","http://dbpedia.org/resource/Drill_music","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* TM-88","http://dbpedia.org/resource/TM88","Drill music","http://dbpedia.org/resource/Drill_music","MIDI keyboard","http://dbpedia.org/resource/MIDI_keyboard"
"* TokyoMACK","http://dbpedia.org/resource/MadeinTYO","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Vocals","http://dbpedia.org/resource/Vocals"
"* TokyoMACK","http://dbpedia.org/resource/MadeinTYO","Trap music","http://dbpedia.org/resource/Trap_music","Vocals","http://dbpedia.org/resource/Vocals"
"* TokyoMACK","http://dbpedia.org/resource/MadeinTYO","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals"
"* Trackman","http://dbpedia.org/resource/TM88","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* Trackman","http://dbpedia.org/resource/TM88","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","MIDI keyboard","http://dbpedia.org/resource/MIDI_keyboard"
"* Trackman","http://dbpedia.org/resource/TM88","Trap music","http://dbpedia.org/resource/Trap_music","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* Trackman","http://dbpedia.org/resource/TM88","Trap music","http://dbpedia.org/resource/Trap_music","MIDI keyboard","http://dbpedia.org/resource/MIDI_keyboard"
"* Trackman","http://dbpedia.org/resource/TM88","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* Trackman","http://dbpedia.org/resource/TM88","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","MIDI keyboard","http://dbpedia.org/resource/MIDI_keyboard"
"* Trackman","http://dbpedia.org/resource/TM88","Drill music","http://dbpedia.org/resource/Drill_music","FL Studio","http://dbpedia.org/resource/FL_Studio"
"* Trackman","http://dbpedia.org/resource/TM88","Drill music","http://dbpedia.org/resource/Drill_music","MIDI keyboard","http://dbpedia.org/resource/MIDI_keyboard"
"A-Plus","http://dbpedia.org/resource/A-Plus_(rapper)","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Sampler (musical instrument)","http://dbpedia.org/resource/Sampler_(musical_instrument)"
"A-Plus","http://dbpedia.org/resource/A-Plus_(rapper)","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Microphone","http://dbpedia.org/resource/Microphone"
"Adeva","http://dbpedia.org/resource/Adeva","House music","http://dbpedia.org/resource/House_music","Singing","http://dbpedia.org/resource/Singing"
"Adeva","http://dbpedia.org/resource/Adeva","Garage music (US garage)","http://dbpedia.org/resource/Garage_music_(US_garage)","Singing","http://dbpedia.org/resource/Singing"
"Adeva","http://dbpedia.org/resource/Adeva","Contemporary R&B","http://dbpedia.org/resource/Contemporary_R&B","Singing","http://dbpedia.org/resource/Singing"
"Afrika Baby Bam","http://dbpedia.org/resource/Afrika_Baby_Bam","Alternative hip hop","http://dbpedia.org/resource/Alternative_hip_hop","Turntables","http://dbpedia.org/resource/Turntables"
"Afrika Baby Bam","http://dbpedia.org/resource/Afrika_Baby_Bam","Alternative hip hop","http://dbpedia.org/resource/Alternative_hip_hop","Guitar","http://dbpedia.org/resource/Guitar"
"Afrika Baby Bam","http://dbpedia.org/resource/Afrika_Baby_Bam","Jazz rap","http://dbpedia.org/resource/Jazz_rap","Turntables","http://dbpedia.org/resource/Turntables"
"Afrika Baby Bam","http://dbpedia.org/resource/Afrika_Baby_Bam","Jazz rap","http://dbpedia.org/resource/Jazz_rap","Guitar","http://dbpedia.org/resource/Guitar"
"Afrika Baby Bam","http://dbpedia.org/resource/Afrika_Baby_Bam","Golden age hip hop","http://dbpedia.org/resource/Golden_age_hip_hop","Turntables","http://dbpedia.org/resource/Turntables"
"Afrika Baby Bam","http://dbpedia.org/resource/Afrika_Baby_Bam","Golden age hip hop","http://dbpedia.org/resource/Golden_age_hip_hop","Guitar","http://dbpedia.org/resource/Guitar"
"Alabama Slim","http://dbpedia.org/resource/Ralph_Willis_(blues_musician)","Country blues","http://dbpedia.org/resource/Country_blues","Human voice","http://dbpedia.org/resource/Human_voice"
"Alabama Slim","http://dbpedia.org/resource/Ralph_Willis_(blues_musician)","Country blues","http://dbpedia.org/resource/Country_blues","Guitar","http://dbpedia.org/resource/Guitar"
"Alabama Slim","http://dbpedia.org/resource/Ralph_Willis_(blues_musician)","Piedmont blues","http://dbpedia.org/resource/Piedmont_blues","Human voice","http://dbpedia.org/resource/Human_voice"
"Alabama Slim","http://dbpedia.org/resource/Ralph_Willis_(blues_musician)","Piedmont blues","http://dbpedia.org/resource/Piedmont_blues","Guitar","http://dbpedia.org/resource/Guitar"
"America's Cowboy Troubador","http://dbpedia.org/resource/Jimmie_Dolan","Western swing","http://dbpedia.org/resource/Western_swing","Guitar","http://dbpedia.org/resource/Guitar"
"America's Cowboy Troubador","http://dbpedia.org/resource/Jimmie_Dolan","Western swing","http://dbpedia.org/resource/Western_swing","Lead vocals","http://dbpedia.org/resource/Lead_vocals"
"Andy Outbreak","http://dbpedia.org/resource/Andy_Granelli","Punk rock","http://dbpedia.org/resource/Punk_rock","Drums","http://dbpedia.org/resource/Drums"
"Anye Elite, Anye Ellis","http://dbpedia.org/resource/Anye_Elite","R&B","http://dbpedia.org/resource/R&B","Piano","http://dbpedia.org/resource/Piano"
"Anye Elite, Anye Ellis","http://dbpedia.org/resource/Anye_Elite","R&B","http://dbpedia.org/resource/R&B","Vocal","http://dbpedia.org/resource/Vocal"
"Anye Elite, Anye Ellis","http://dbpedia.org/resource/Anye_Elite","Dance music","http://dbpedia.org/resource/Dance_music","Piano","http://dbpedia.org/resource/Piano"
"Anye Elite, Anye Ellis","http://dbpedia.org/resource/Anye_Elite","Dance music","http://dbpedia.org/resource/Dance_music","Vocal","http://dbpedia.org/resource/Vocal"
"Anye Elite, Anye Ellis","http://dbpedia.org/resource/Anye_Elite","Pop music","http://dbpedia.org/resource/Pop_music","Piano","http://dbpedia.org/resource/Piano"
"Anye Elite, Anye Ellis","http://dbpedia.org/resource/Anye_Elite","Pop music","http://dbpedia.org/resource/Pop_music","Vocal","http://dbpedia.org/resource/Vocal"
"Anye Elite, Anye Ellis","http://dbpedia.org/resource/Anye_Elite","Latin music (genre)","http://dbpedia.org/resource/Latin_music_(genre)","Piano","http://dbpedia.org/resource/Piano"
"Anye Elite, Anye Ellis","http://dbpedia.org/resource/Anye_Elite","Latin music (genre)","http://dbpedia.org/resource/Latin_music_(genre)","Vocal","http://dbpedia.org/resource/Vocal"
"Arab Attack","http://dbpedia.org/resource/DJ_Khaled","Trap music","http://dbpedia.org/resource/Trap_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument"
"Arab Attack","http://dbpedia.org/resource/DJ_Khaled","Trap music","http://dbpedia.org/resource/Trap_music","Sampler (musical instrument)","http://dbpedia.org/resource/Sampler_(musical_instrument)"
"Arab Attack","http://dbpedia.org/resource/DJ_Khaled","Trap music","http://dbpedia.org/resource/Trap_music","Turntablism","http://dbpedia.org/resource/Turntablism"
"Arab Attack","http://dbpedia.org/resource/DJ_Khaled","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument"
"Arab Attack","http://dbpedia.org/resource/DJ_Khaled","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Sampler (musical instrument)","http://dbpedia.org/resource/Sampler_(musical_instrument)"
"Arab Attack","http://dbpedia.org/resource/DJ_Khaled","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Turntablism","http://dbpedia.org/resource/Turntablism"
"Arab Attack","http://dbpedia.org/resource/DJ_Khaled","Contemporary R&B","http://dbpedia.org/resource/Contemporary_R&B","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument"
"Arab Attack","http://dbpedia.org/resource/DJ_Khaled","Contemporary R&B","http://dbpedia.org/resource/Contemporary_R&B","Sampler (musical instrument)","http://dbpedia.org/resource/Sampler_(musical_instrument)"
"Arab Attack","http://dbpedia.org/resource/DJ_Khaled","Contemporary R&B","http://dbpedia.org/resource/Contemporary_R&B","Turntablism","http://dbpedia.org/resource/Turntablism"
"Arcesi","http://dbpedia.org/resource/Arcesia","Crooner","http://dbpedia.org/resource/Crooner","Singing","http://dbpedia.org/resource/Singing"
"Arcesi","http://dbpedia.org/resource/Arcesia","Crooner","http://dbpedia.org/resource/Crooner","Record Producer","http://dbpedia.org/resource/Record_Producer"
"Arcesi","http://dbpedia.org/resource/Arcesia","Outsider music","http://dbpedia.org/resource/Outsider_music","Singing","http://dbpedia.org/resource/Singing"
"Arcesi","http://dbpedia.org/resource/Arcesia","Outsider music","http://dbpedia.org/resource/Outsider_music","Record Producer","http://dbpedia.org/resource/Record_Producer"
"Ashtrobot","http://dbpedia.org/resource/Ash_Riser","Bass music","http://dbpedia.org/resource/Bass_music","Drum machine","http://dbpedia.org/resource/Drum_machine"
