"city","city__URI","city_misspelled","city_misspelled__URI","state","state__URI"
"Albuquerque","http://dbpedia.org/resource/Albuquerque,_New_Mexico","Albuqerque","http://dbpedia.org/resource/Albuquerque,_New_Mexico","New Mexico, NM","http://dbpedia.org/resource/New_Mexico_(state)"
"Albuquerque","http://dbpedia.org/resource/Albuquerque,_New_Mexico","Albuquerqe","http://dbpedia.org/resource/Albuquerque,_New_Mexico","New Mexico, NM","http://dbpedia.org/resource/New_Mexico_(state)"
"Algona","http://dbpedia.org/resource/Algona,_Washington","Allgona","http://dbpedia.org/resource/Algona,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Algona","http://dbpedia.org/resource/Algona,_Iowa","Allgona","http://dbpedia.org/resource/Algona,_Iowa","Iowa, IA","http://dbpedia.org/resource/Iowa_(state)"
"Algonquin","http://dbpedia.org/resource/Algonquin,_Illinois","Algonkwen","http://dbpedia.org/resource/Algonquin,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Algonquin","http://dbpedia.org/resource/Algonquin,_Illinois","Algonkwin","http://dbpedia.org/resource/Algonquin,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Algonquin","http://dbpedia.org/resource/Algonquin,_Illinois","Algonquen","http://dbpedia.org/resource/Algonquin,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Allentown","http://dbpedia.org/resource/Allentown,_Pennsylvania","Alentown","http://dbpedia.org/resource/Allentown,_Pennsylvania","Pennsylvania, PA","http://dbpedia.org/resource/Pennsylvania_(state)"
"Alma","http://dbpedia.org/resource/Alma,_Arkansas","Amla","http://dbpedia.org/resource/Alma,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Anderson","http://dbpedia.org/resource/Anderson,_South_Carolina","Andarson","http://dbpedia.org/resource/Anderson,_South_Carolina","South Carolina, SC","http://dbpedia.org/resource/South_Carolina_(state)"
"Ann Arbor","http://dbpedia.org/resource/Ann_Arbor,_Michigan","An Arbor","http://dbpedia.org/resource/Ann_Arbor,_Michigan","Michigan, MI","http://dbpedia.org/resource/Michigan_(state)"
"Annapolis","http://dbpedia.org/resource/Annapolis,_Maryland","Anapolis","http://dbpedia.org/resource/Annapolis,_Maryland","Maryland, MD","http://dbpedia.org/resource/Maryland_(state)"
"Anniston","http://dbpedia.org/resource/Anniston,_Alabama","Aniston","http://dbpedia.org/resource/Anniston,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Anoka","http://dbpedia.org/resource/Anoka,_Minnesota","Annoka","http://dbpedia.org/resource/Anoka,_Minnesota","Minnesota, MN","http://dbpedia.org/resource/Minnesota_(state)"
"Anthony","http://dbpedia.org/resource/Anthony,_New_Mexico","Anthoy","http://dbpedia.org/resource/Anthony,_New_Mexico","New Mexico, NM","http://dbpedia.org/resource/New_Mexico_(state)"
"Apache Junction","http://dbpedia.org/resource/Apache_Junction,_Arizona","Apach Junction","http://dbpedia.org/resource/Apache_Junction,_Arizona","Arizona, AZ","http://dbpedia.org/resource/Arizona_(state)"
"Apache Junction","http://dbpedia.org/resource/Apache_Junction,_Arizona","Apache Junktion","http://dbpedia.org/resource/Apache_Junction,_Arizona","Arizona, AZ","http://dbpedia.org/resource/Arizona_(state)"
"Apex","http://dbpedia.org/resource/Apex,_North_Carolina","Apecks","http://dbpedia.org/resource/Apex,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Apex","http://dbpedia.org/resource/Apex,_North_Carolina","Apexs","http://dbpedia.org/resource/Apex,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Artesia","http://dbpedia.org/resource/Artesia,_Mississippi","Artesea","http://dbpedia.org/resource/Artesia,_Mississippi","Mississippi, MS","http://dbpedia.org/resource/Mississippi_(state)"
"Arvada","http://dbpedia.org/resource/Arvada,_Colorado","Avrada","http://dbpedia.org/resource/Arvada,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Arvada","http://dbpedia.org/resource/Arvada,_Colorado","Rvada","http://dbpedia.org/resource/Arvada,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Ashton","http://dbpedia.org/resource/Ashton,_Idaho","Ashtown","http://dbpedia.org/resource/Ashton,_Idaho","Idaho, ID","http://dbpedia.org/resource/Idaho_(state)"
"Aspen","http://dbpedia.org/resource/Aspen,_Colorado","Aspin","http://dbpedia.org/resource/Aspen,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Athens","http://dbpedia.org/resource/Athens,_Georgia","Athins","http://dbpedia.org/resource/Athens,_Georgia","Georgia, GA","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Athol","http://dbpedia.org/resource/Athol,_Massachusetts","Atthol","http://dbpedia.org/resource/Athol,_Massachusetts","Massachusetts, MA","http://dbpedia.org/resource/Massachusetts_(state)"
"Atlanta","http://dbpedia.org/resource/Atlanta,_Georgia","Altanta","http://dbpedia.org/resource/Atlanta,_Georgia","Georgia, GA","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Auburn","http://dbpedia.org/resource/Auburn,_Alabama","Aburn","http://dbpedia.org/resource/Auburn,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Auburn","http://dbpedia.org/resource/Auburn,_Washington","Aubern","http://dbpedia.org/resource/Auburn,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Auburn","http://dbpedia.org/resource/Auburn,_Washington","Uaburn","http://dbpedia.org/resource/Auburn,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Ault","http://dbpedia.org/resource/Ault,_Colorado","Alt","http://dbpedia.org/resource/Ault,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Ault","http://dbpedia.org/resource/Ault,_Colorado","Ult","http://dbpedia.org/resource/Ault,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Aurora","http://dbpedia.org/resource/Aurora,_Colorado","Arora","http://dbpedia.org/resource/Aurora,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Aurora","http://dbpedia.org/resource/Aurora,_Illinois","Uarora","http://dbpedia.org/resource/Aurora,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Austin","http://dbpedia.org/resource/Austin,_Texas","Austen","http://dbpedia.org/resource/Austin,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Bakersfield","http://dbpedia.org/resource/Bakersfield,_California","Bakersfeild","http://dbpedia.org/resource/Bakersfield,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Baltimore","http://dbpedia.org/resource/Baltimore,_Maryland","Baltimor","http://dbpedia.org/resource/Baltimore,_Maryland","Maryland, MD","http://dbpedia.org/resource/Maryland_(state)"
"Bandera","http://dbpedia.org/resource/Bandera,_Texas","Bandere","http://dbpedia.org/resource/Bandera,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Bandera","http://dbpedia.org/resource/Bandera,_Texas","Bandira","http://dbpedia.org/resource/Bandera,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Bangor","http://dbpedia.org/resource/Bangor,_Maine","Banger","http://dbpedia.org/resource/Bangor,_Maine","Maine, ME","http://dbpedia.org/resource/Maine_(state)"
"Bardstown","http://dbpedia.org/resource/Bardstown,_Kentucky","Bardston","http://dbpedia.org/resource/Bardstown,_Kentucky","Kentucky, KY","http://dbpedia.org/resource/Kentucky_(state)"
"Barre","http://dbpedia.org/resource/Barre,_Vermont","Bare","http://dbpedia.org/resource/Barre,_Vermont","Vermont, VT","http://dbpedia.org/resource/Vermont_(state)"
"Batavia","http://dbpedia.org/resource/Batavia,_Illinois","Batevia","http://dbpedia.org/resource/Batavia,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Baxter Springs","http://dbpedia.org/resource/Baxter_Springs,_Kansas","Bakster Springs","http://dbpedia.org/resource/Baxter_Springs,_Kansas","Kansas, KS","http://dbpedia.org/resource/Kansas_(state)"
"Bayou La Batre","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Bayo La Bater","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Bayou La Batre","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Bayo La Batre","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Bayou La Batre","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Bayou La Bater","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Bayou La Batre","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Bayuo La Batre","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Bayou La Batre","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Boyu La Bater","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Bayou La Batre","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Boyu La Batre","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Beardstown","http://dbpedia.org/resource/Beardstown,_Illinois","Baerdstown","http://dbpedia.org/resource/Beardstown,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Beattie","http://dbpedia.org/resource/Beattie,_Kansas","Baettie","http://dbpedia.org/resource/Beattie,_Kansas","Kansas, KS","http://dbpedia.org/resource/Kansas_(state)"
"Beattie","http://dbpedia.org/resource/Beattie,_Kansas","Beatie","http://dbpedia.org/resource/Beattie,_Kansas","Kansas, KS","http://dbpedia.org/resource/Kansas_(state)"
"Beaver","http://dbpedia.org/resource/Beaver,_Oklahoma","Beever","http://dbpedia.org/resource/Beaver,_Oklahoma","Oklahoma, OK","http://dbpedia.org/resource/Oklahoma_(state)"
"Beaver","http://dbpedia.org/resource/Beaver,_Oklahoma","Bever","http://dbpedia.org/resource/Beaver,_Oklahoma","Oklahoma, OK","http://dbpedia.org/resource/Oklahoma_(state)"
"Bellevue","http://dbpedia.org/resource/Bellevue,_Washington","Beleevue","http://dbpedia.org/resource/Bellevue,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Bellevue","http://dbpedia.org/resource/Bellevue,_Washington","Belleveu","http://dbpedia.org/resource/Bellevue,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Bellingham","http://dbpedia.org/resource/Bellingham,_Washington","Belingham","http://dbpedia.org/resource/Bellingham,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Bellingham","http://dbpedia.org/resource/Bellingham,_Washington","Belinghem","http://dbpedia.org/resource/Bellingham,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Belzoni","http://dbpedia.org/resource/Belzoni,_Mississippi","Belsoni","http://dbpedia.org/resource/Belzoni,_Mississippi","Mississippi, MS","http://dbpedia.org/resource/Mississippi_(state)"
"Bemidji","http://dbpedia.org/resource/Bemidji,_Minnesota","Bemedji","http://dbpedia.org/resource/Bemidji,_Minnesota","Minnesota, MN","http://dbpedia.org/resource/Minnesota_(state)"
"Bemidji","http://dbpedia.org/resource/Bemidji,_Minnesota","Bemidje","http://dbpedia.org/resource/Bemidji,_Minnesota","Minnesota, MN","http://dbpedia.org/resource/Minnesota_(state)"
"Bemidji","http://dbpedia.org/resource/Bemidji,_Minnesota","Bemidjee","http://dbpedia.org/resource/Bemidji,_Minnesota","Minnesota, MN","http://dbpedia.org/resource/Minnesota_(state)"
"Berea","http://dbpedia.org/resource/Berea,_Kentucky","Berae","http://dbpedia.org/resource/Berea,_Kentucky","Kentucky, KY","http://dbpedia.org/resource/Kentucky_(state)"
"Berkeley","http://dbpedia.org/resource/Berkeley,_California","Berkley","http://dbpedia.org/resource/Berkeley,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Berkeley","http://dbpedia.org/resource/Berkeley,_California","Berklui","http://dbpedia.org/resource/Berkeley,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Berkeley","http://dbpedia.org/resource/Berkeley,_California","Berkly","http://dbpedia.org/resource/Berkeley,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Berlin","http://dbpedia.org/resource/Berlin,_New_Hampshire","Berlen","http://dbpedia.org/resource/Berlin,_New_Hampshire","New Hampshire, NH","http://dbpedia.org/resource/New_Hampshire_(state)"
"Berlin","http://dbpedia.org/resource/Berlin,_New_Hampshire","Burlin","http://dbpedia.org/resource/Berlin,_New_Hampshire","New Hampshire, NH","http://dbpedia.org/resource/New_Hampshire_(state)"
"Berrien Springs","http://dbpedia.org/resource/Berrien_Springs,_Michigan","Berian Springs","http://dbpedia.org/resource/Berrien_Springs,_Michigan","Michigan, MI","http://dbpedia.org/resource/Michigan_(state)"
"Berrien Springs","http://dbpedia.org/resource/Berrien_Springs,_Michigan","Brerrian Springs","http://dbpedia.org/resource/Berrien_Springs,_Michigan","Michigan, MI","http://dbpedia.org/resource/Michigan_(state)"
"Berryville","http://dbpedia.org/resource/Berryville,_Arkansas","Berryvile","http://dbpedia.org/resource/Berryville,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Berthoud","http://dbpedia.org/resource/Berthoud,_Colorado","Berthood","http://dbpedia.org/resource/Berthoud,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Berthoud","http://dbpedia.org/resource/Berthoud,_Colorado","Burthoud","http://dbpedia.org/resource/Berthoud,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Bertram","http://dbpedia.org/resource/Bertram,_Texas","Bertrim","http://dbpedia.org/resource/Bertram,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Bessemer","http://dbpedia.org/resource/Bessemer,_Alabama","Besemer","http://dbpedia.org/resource/Bessemer,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Bethany Beach","http://dbpedia.org/resource/Bethany_Beach,_Delaware","Betheny Beach","http://dbpedia.org/resource/Bethany_Beach,_Delaware","Delaware, DE","http://dbpedia.org/resource/Delaware_(state)"
"Bethlehem","http://dbpedia.org/resource/Bethlehem,_Connecticut","Bethleham","http://dbpedia.org/resource/Bethlehem,_Connecticut","Connecticut, CT","http://dbpedia.org/resource/Connecticut_(state)"
"Bethlehem","http://dbpedia.org/resource/Bethlehem,_Pennsylvania","Bethleham","http://dbpedia.org/resource/Bethlehem,_Pennsylvania","Pennsylvania, PA","http://dbpedia.org/resource/Pennsylvania_(state)"
"Biloxi","http://dbpedia.org/resource/Biloxi,_Mississippi","Bilcksi","http://dbpedia.org/resource/Biloxi,_Mississippi","Mississippi, MS","http://dbpedia.org/resource/Mississippi_(state)"
"Biloxi","http://dbpedia.org/resource/Biloxi,_Mississippi","Bilocksi","http://dbpedia.org/resource/Biloxi,_Mississippi","Mississippi, MS","http://dbpedia.org/resource/Mississippi_(state)"
"Binghamton","http://dbpedia.org/resource/Binghamton,_New_York","Bimghamton","http://dbpedia.org/resource/Binghamton,_New_York","New York, NY","http://dbpedia.org/resource/New_York_(state)"
"Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Bermingham","http://dbpedia.org/resource/Birmingham,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Berminghum","http://dbpedia.org/resource/Birmingham,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Birminghum","http://dbpedia.org/resource/Birmingham,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Brimingham","http://dbpedia.org/resource/Birmingham,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Bishop","http://dbpedia.org/resource/Bishop,_California","Bisshop","http://dbpedia.org/resource/Bishop,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Bloomington","http://dbpedia.org/resource/Bloomington,_Illinois","Bloomingtown","http://dbpedia.org/resource/Bloomington,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Bluefield","http://dbpedia.org/resource/Bluefield,_West_Virginia","Bluefeild","http://dbpedia.org/resource/Bluefield,_West_Virginia","West Virginia, WV","http://dbpedia.org/resource/West_Virginia_(state)"
"Boone","http://dbpedia.org/resource/Boone,_North_Carolina","Bonne","http://dbpedia.org/resource/Boone,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Boston","http://dbpedia.org/resource/Boston,_Massachusetts","Bostun","http://dbpedia.org/resource/Boston,_Massachusetts","Massachusetts, MA","http://dbpedia.org/resource/Massachusetts_(state)"
"Bothell","http://dbpedia.org/resource/Bothell,_Washington","Bothel","http://dbpedia.org/resource/Bothell,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Boulder","http://dbpedia.org/resource/Boulder,_Colorado","Bolder","http://dbpedia.org/resource/Boulder,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Bozeman","http://dbpedia.org/resource/Bozeman,_Montana","Bozman","http://dbpedia.org/resource/Bozeman,_Montana","Montana, MT","http://dbpedia.org/resource/Montana_(state)"
"Breaux Bridge","http://dbpedia.org/resource/Breaux_Bridge,_Louisiana","Braeux Bridge","http://dbpedia.org/resource/Breaux_Bridge,_Louisiana","Louisiana, LA","http://dbpedia.org/resource/Louisiana_(state)"
"Breckenridge","http://dbpedia.org/resource/Breckenridge,_Colorado","Brekenridge","http://dbpedia.org/resource/Breckenridge,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Brevard","http://dbpedia.org/resource/Brevard,_North_Carolina","Breverd","http://dbpedia.org/resource/Brevard,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Bridgeport","http://dbpedia.org/resource/Bridgeport,_Connecticut","Brigdeport","http://dbpedia.org/resource/Bridgeport,_Connecticut","Connecticut, CT","http://dbpedia.org/resource/Connecticut_(state)"
"Brinkley","http://dbpedia.org/resource/Brinkley,_Arkansas","Brinckley","http://dbpedia.org/resource/Brinkley,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Bristol","http://dbpedia.org/resource/Bristol,_Connecticut","Bristal","http://dbpedia.org/resource/Bristol,_Connecticut","Connecticut, CT","http://dbpedia.org/resource/Connecticut_(state)"
"Bristol","http://dbpedia.org/resource/Bristol,_Tennessee","Bristel","http://dbpedia.org/resource/Bristol,_Tennessee","Tennessee, TN","http://dbpedia.org/resource/Tennessee_(state)"
"Bristol","http://dbpedia.org/resource/Bristol,_Connecticut","Bristel","http://dbpedia.org/resource/Bristol,_Connecticut","Connecticut, CT","http://dbpedia.org/resource/Connecticut_(state)"
"Bristol","http://dbpedia.org/resource/Bristol,_Virginia","Bristel","http://dbpedia.org/resource/Bristol,_Virginia","Virginia, VA","http://dbpedia.org/resource/Virginia_(state)"
"Bristol","http://dbpedia.org/resource/Bristol,_Tennessee","Bristil","http://dbpedia.org/resource/Bristol,_Tennessee","Tennessee, TN","http://dbpedia.org/resource/Tennessee_(state)"
"Brockton","http://dbpedia.org/resource/Brockton,_Massachusetts","Brocktun","http://dbpedia.org/resource/Brockton,_Massachusetts","Massachusetts, MA","http://dbpedia.org/resource/Massachusetts_(state)"
"Brockton","http://dbpedia.org/resource/Brockton,_Massachusetts","Brocton","http://dbpedia.org/resource/Brockton,_Massachusetts","Massachusetts, MA","http://dbpedia.org/resource/Massachusetts_(state)"
"Brockton","http://dbpedia.org/resource/Brockton,_Massachusetts","Brokton","http://dbpedia.org/resource/Brockton,_Massachusetts","Massachusetts, MA","http://dbpedia.org/resource/Massachusetts_(state)"
"Brooklyn","http://dbpedia.org/resource/Brooklyn,_New_York","Brooklen","http://dbpedia.org/resource/Brooklyn,_New_York","New York, NY","http://dbpedia.org/resource/New_York_(state)"
"Brunswick","http://dbpedia.org/resource/Brunswick,_Missouri","Brunswik","http://dbpedia.org/resource/Brunswick,_Missouri","Missouri, MO","http://dbpedia.org/resource/Missouri_(state)"
"Buena Park","http://dbpedia.org/resource/Buena_Park,_California","Benua","http://dbpedia.org/resource/Buena_Park,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Buena Park","http://dbpedia.org/resource/Buena_Park,_California","Beuna","http://dbpedia.org/resource/Buena_Park,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Buena Park","http://dbpedia.org/resource/Buena_Park,_California","Bunena","http://dbpedia.org/resource/Buena_Park,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Buhl","http://dbpedia.org/resource/Buhl,_Idaho","Buhll","http://dbpedia.org/resource/Buhl,_Idaho","Idaho, ID","http://dbpedia.org/resource/Idaho_(state)"
"Buhl","http://dbpedia.org/resource/Buhl,_Idaho","Bulh","http://dbpedia.org/resource/Buhl,_Idaho","Idaho, ID","http://dbpedia.org/resource/Idaho_(state)"
"Buhl","http://dbpedia.org/resource/Buhl,_Idaho","Bull","http://dbpedia.org/resource/Buhl,_Idaho","Idaho, ID","http://dbpedia.org/resource/Idaho_(state)"
"Burlington","http://dbpedia.org/resource/Burlington,_Vermont","Berlington","http://dbpedia.org/resource/Burlington,_Vermont","Vermont, VT","http://dbpedia.org/resource/Vermont_(state)"
"Butte","http://dbpedia.org/resource/Butte,_Montana","Bute","http://dbpedia.org/resource/Butte,_Montana","Montana, MT","http://dbpedia.org/resource/Montana_(state)"
"Butte","http://dbpedia.org/resource/Butte,_Montana","Butt","http://dbpedia.org/resource/Butte,_Montana","Montana, MT","http://dbpedia.org/resource/Montana_(state)"
"Byram Township","http://dbpedia.org/resource/Byram_Township,_New_Jersey","Biram Township","http://dbpedia.org/resource/Byram_Township,_New_Jersey","New Jersey, NJ","http://dbpedia.org/resource/New_Jersey_(state)"
"Calabash","http://dbpedia.org/resource/Calabash,_North_Carolina","Kalabash","http://dbpedia.org/resource/Calabash,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Caldwell","http://dbpedia.org/resource/Caldwell,_Texas","Callwel","http://dbpedia.org/resource/Caldwell,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Caldwell","http://dbpedia.org/resource/Caldwell,_Texas","Callwell","http://dbpedia.org/resource/Caldwell,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Caldwell","http://dbpedia.org/resource/Caldwell,_Texas","Calwel","http://dbpedia.org/resource/Caldwell,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Campbell","http://dbpedia.org/resource/Campbell,_California","Campbel","http://dbpedia.org/resource/Campbell,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Campbell","http://dbpedia.org/resource/Campbell,_California","Campbele","http://dbpedia.org/resource/Campbell,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Canon","http://dbpedia.org/resource/Canon,_Georgia","Cannon","http://dbpedia.org/resource/Canon,_Georgia","Georgia, GA","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Carbondale","http://dbpedia.org/resource/Carbondale,_Colorado","Carbundale","http://dbpedia.org/resource/Carbondale,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Carrboro","http://dbpedia.org/resource/Carrboro,_North_Carolina","Carboro","http://dbpedia.org/resource/Carrboro,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Carrboro","http://dbpedia.org/resource/Carrboro,_North_Carolina","Carrborro","http://dbpedia.org/resource/Carrboro,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Castroville","http://dbpedia.org/resource/Castroville,_California","Castro Ville","http://dbpedia.org/resource/Castroville,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Castroville","http://dbpedia.org/resource/Castroville,_California","Castrovile","http://dbpedia.org/resource/Castroville,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Cawker City","http://dbpedia.org/resource/Cawker_City,_Kansas","Carker City","http://dbpedia.org/resource/Cawker_City,_Kansas","Kansas, KS","http://dbpedia.org/resource/Kansas_(state)"
"Cedaredge","http://dbpedia.org/resource/Cedaredge,_Colorado","Cederedge","http://dbpedia.org/resource/Cedaredge,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Central City","http://dbpedia.org/resource/Central_City,_Colorado","Centrel City","http://dbpedia.org/resource/Central_City,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
