"name","name__URI","birthDate","birthPlace","birthPlace__URI","region","region__URI","country","country__URI"
"John McIntoshh","http://dbpedia.org/resource/John_McIntosh_(Quebec_politician)","1841-10-27","La Prairie","http://dbpedia.org/resource/La_Prairie,_Quebec","Montérégie","http://dbpedia.org/resource/Montérégie","Canada","http://dbpedia.org/resource/Canada"
"Thomas Morriss","http://dbpedia.org/resource/Thomas_Morris_(Wisconsin_politician)","1861-12-09","Saint-Hyacinthe","http://dbpedia.org/resource/Saint-Hyacinthe,_Quebec","Montérégie","http://dbpedia.org/resource/Montérégie","Canada","http://dbpedia.org/resource/Canada"
"Alexandre Taché","http://dbpedia.org/resource/Alexandre_Taché_(politician)","1899-08-17","Saint-Hyacinthe","http://dbpedia.org/resource/Saint-Hyacinthe,_Quebec","Montérégie","http://dbpedia.org/resource/Montérégie","Canada","http://dbpedia.org/resource/Canada"
"Phil Stevensss","http://dbpedia.org/resource/Phil_Stevens_(ice_hockey)","1893-02-15","Saint-Lambert","http://dbpedia.org/resource/Saint-Lambert,_Quebec","Montérégie","http://dbpedia.org/resource/Montérégie","Canada","http://dbpedia.org/resource/Canada"
"Thomas Wooddd","http://dbpedia.org/resource/Thomas_Wood_(1815–98)","1815-03-07","Dunham","http://dbpedia.org/resource/Dunham,_Quebec","Montérégie","http://dbpedia.org/resource/Montérégie","Canada","http://dbpedia.org/resource/Canada"
"Robert Vincenttt","http://dbpedia.org/resource/Robert_Vincent_(politician)","1956-04-13","Granby","http://dbpedia.org/resource/Granby,_Quebec","Montérégie","http://dbpedia.org/resource/Montérégie","Canada","http://dbpedia.org/resource/Canada"
"Richard Dumass","http://dbpedia.org/resource/Richard_Dumas_(ice_hockey)","1951-08-21","Granby","http://dbpedia.org/resource/Granby,_Quebec","Montérégie","http://dbpedia.org/resource/Montérégie","Canada","http://dbpedia.org/resource/Canada"
"Brad SSmithh","http://dbpedia.org/resource/Brad_Smith_(Canadian_football)","1983-10-02","Hudson","http://dbpedia.org/resource/Hudson,_Quebec","Montérégie","http://dbpedia.org/resource/Montérégie","Canada","http://dbpedia.org/resource/Canada"
"Larry Smithhh","http://dbpedia.org/resource/Larry_Smith_(Canadian_politician)","1951-04-28","Hudson","http://dbpedia.org/resource/Hudson,_Quebec","Montérégie","http://dbpedia.org/resource/Montérégie","Canada","http://dbpedia.org/resource/Canada"
"Jonathan Robinsonn","http://dbpedia.org/resource/Jonathan_Robinson_(Canadian_politician)","1894-11-18","Waterloo","http://dbpedia.org/resource/Waterloo,_Quebec","Montérégie","http://dbpedia.org/resource/Montérégie","Canada","http://dbpedia.org/resource/Canada"
"Kenji Suzukiii","http://dbpedia.org/resource/Kenji_Suzuki_(footballer)","1986-09-03","Akita","http://dbpedia.org/resource/Akita,_Akita","Akita Prefecture","http://dbpedia.org/resource/Akita_Prefecture","Japan","http://dbpedia.org/resource/Japan"
"Jesse Stonee","http://dbpedia.org/resource/Jesse_Stone_(Wisconsin_politician)","1836-08-23","Lincoln","http://dbpedia.org/resource/Lincoln,_England","Lincolnshire","http://dbpedia.org/resource/Lincolnshire","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Harold Andrewss","http://dbpedia.org/resource/Harold_Andrews_(footballer,_born_1903)","1903-08-13","Lincoln","http://dbpedia.org/resource/Lincoln,_England","Lincolnshire","http://dbpedia.org/resource/Lincolnshire","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Neil McCarrthy","http://dbpedia.org/resource/Neil_McCarthy_(actor)","1932-07-26","Lincoln","http://dbpedia.org/resource/Lincoln,_England","Lincolnshire","http://dbpedia.org/resource/Lincolnshire","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"David Waardd","http://dbpedia.org/resource/David_Ward_(British_politician)","1953-06-24","Lincoln","http://dbpedia.org/resource/Lincoln,_England","Lincolnshire","http://dbpedia.org/resource/Lincolnshire","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Frederick Grovess","http://dbpedia.org/resource/Frederick_Groves_(footballer,_born_1892)","1892-05-06","Lincoln","http://dbpedia.org/resource/Lincoln,_England","Lincolnshire","http://dbpedia.org/resource/Lincolnshire","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"John Middletonn","http://dbpedia.org/resource/John_Middleton_(footballer,_born_1956)","1956-12-24","Lincoln","http://dbpedia.org/resource/Lincoln,_England","Lincolnshire","http://dbpedia.org/resource/Lincolnshire","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"JJohn Quaayle","http://dbpedia.org/resource/John_Quayle_(actor)","1938-12-21","Lincoln","http://dbpedia.org/resource/Lincoln,_England","Lincolnshire","http://dbpedia.org/resource/Lincolnshire","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Noboru Yamaaguchii","http://dbpedia.org/resource/Noboru_Yamaguchi_(author)","1972-02-11","Hitachi","http://dbpedia.org/resource/Hitachi,_Ibaraki","Ibaraki Prefecture","http://dbpedia.org/resource/Ibaraki_Prefecture","Japan","http://dbpedia.org/resource/Japan"
"Harry Bairdd","http://dbpedia.org/resource/Harry_Baird_(actor)","1931-05-12","Georgetown","http://dbpedia.org/resource/Georgetown,_Guyana","Demerara-Mahaica","http://dbpedia.org/resource/Demerara-Mahaica","Guyana","http://dbpedia.org/resource/Guyana"
"AAndrew Murrayy","http://dbpedia.org/resource/Andrew_Murray_(Guyanese_boxer)","1971-07-01","Georgetown","http://dbpedia.org/resource/Georgetown,_Guyana","Demerara-Mahaica","http://dbpedia.org/resource/Demerara-Mahaica","Guyana","http://dbpedia.org/resource/Guyana"
"William Austinn","http://dbpedia.org/resource/William_Austin_(actor)","1884-06-12","Georgetown","http://dbpedia.org/resource/Georgetown,_Guyana","Demerara-Mahaica","http://dbpedia.org/resource/Demerara-Mahaica","Guyana","http://dbpedia.org/resource/Guyana"
"Charlles Pollarrd","http://dbpedia.org/resource/Charles_Pollard_(footballer)","1973-03-24","Georgetown","http://dbpedia.org/resource/Georgetown,_Guyana","Demerara-Mahaica","http://dbpedia.org/resource/Demerara-Mahaica","Guyana","http://dbpedia.org/resource/Guyana"
"Frank Holderr","http://dbpedia.org/resource/Frank_Holder_(musician)","1925-04-02","Georgetown","http://dbpedia.org/resource/Georgetown,_Guyana","Demerara-Mahaica","http://dbpedia.org/resource/Demerara-Mahaica","Guyana","http://dbpedia.org/resource/Guyana"
"Stephan Jamess","http://dbpedia.org/resource/Stephan_James_(athlete)","1993-06-13","Georgetown","http://dbpedia.org/resource/Georgetown,_Guyana","Demerara-Mahaica","http://dbpedia.org/resource/Demerara-Mahaica","Guyana","http://dbpedia.org/resource/Guyana"
"Jack London","http://dbpedia.org/resource/Jack_London_(athlete)","1905-01-13","Georgetown","http://dbpedia.org/resource/Georgetown,_Guyana","Demerara-Mahaica","http://dbpedia.org/resource/Demerara-Mahaica","Guyana","http://dbpedia.org/resource/Guyana"
"Andreew Watsonn","http://dbpedia.org/resource/Andrew_Watson_(footballer,_born_1856)","1856-05-24","Georgetown","http://dbpedia.org/resource/Georgetown,_Guyana","Demerara-Mahaica","http://dbpedia.org/resource/Demerara-Mahaica","Guyana","http://dbpedia.org/resource/Guyana"
"Richard Reynoldsss","http://dbpedia.org/resource/Richard_Reynolds_(footballer)","1980-07-13","Georgetown","http://dbpedia.org/resource/Georgetown,_Guyana","Demerara-Mahaica","http://dbpedia.org/resource/Demerara-Mahaica","Guyana","http://dbpedia.org/resource/Guyana"
"Jimm Watsonn","http://dbpedia.org/resource/Jim_Watson_(ice_hockey)","1943-06-28","Malartic","http://dbpedia.org/resource/Malartic,_Quebec","Abitibi-Témiscamingue","http://dbpedia.org/resource/Abitibi-Témiscamingue","Canada","http://dbpedia.org/resource/Canada"
"Eriic  Joyce","http://dbpedia.org/resource/Eric_Joyce_(footballer)","1924-07-03","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"John Richardsonn","http://dbpedia.org/resource/John_Richardson_(footballer,_born_1966)","1966-07-28","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"David Huntt","http://dbpedia.org/resource/David_Hunt_(footballer,_born_1980)","1980-03-05","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Ian Cooperr","http://dbpedia.org/resource/Ian_Cooper_(ice_hockey)","1968-11-29","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Stephen Cooperrr","http://dbpedia.org/resource/Stephen_Cooper_(ice_hockey)","1966-11-11","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"David Wilsonn","http://dbpedia.org/resource/David_Wilson_(cricketer)","1966-11-14","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Andrew Cunningghamm","http://dbpedia.org/resource/Andrew_Cunningham_(politician)","1910-06-08","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"JJoseph Gray","http://dbpedia.org/resource/Joseph_Gray_(painter)","1890-06-06","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"William Chapmann","http://dbpedia.org/resource/William_Chapman_(doctor)","1797-05-13","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Jordan Robertss","http://dbpedia.org/resource/Jordan_Roberts_(footballer,_born_1993)","1993-01-02","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Sarahh Clarkk","http://dbpedia.org/resource/Sarah_Clark_(judoka)","1978-01-03","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Leslie Wrightt","http://dbpedia.org/resource/Leslie_Wright_(cricketer)","1903-01-20","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"James Wooddd","http://dbpedia.org/resource/James_Wood_(critic)","1965-11-01","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"David Armstrongg","http://dbpedia.org/resource/David_Armstrong_(footballer,_born_1954)","1954-12-26","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Peter Diamond","http://dbpedia.org/resource/Peter_Diamond_(actor)","1929-08-10","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Karl Turnerrr","http://dbpedia.org/resource/Karl_Turner_(cricketer)","1987-11-29","Durham","http://dbpedia.org/resource/Durham,_England","County Durham","http://dbpedia.org/resource/County_Durham","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Paata","http://dbpedia.org/resource/Pata_(musician)","1965-11-04","Chiba","http://dbpedia.org/resource/Chiba,_Chiba","Chiba Prefecture","http://dbpedia.org/resource/Chiba_Prefecture","Japan","http://dbpedia.org/resource/Japan"
"Makoto Kanekoo","http://dbpedia.org/resource/Makoto_Kaneko_(baseball)","1975-11-08","Abiko","http://dbpedia.org/resource/Abiko,_Chiba","Chiba Prefecture","http://dbpedia.org/resource/Chiba_Prefecture","Japan","http://dbpedia.org/resource/Japan"
"HHiroshi Ogawa","http://dbpedia.org/resource/Hiroshi_Ogawa_(shortstop)","1960-06-06","Ichikawa","http://dbpedia.org/resource/Ichikawa,_Chiba","Chiba Prefecture","http://dbpedia.org/resource/Chiba_Prefecture","Japan","http://dbpedia.org/resource/Japan"
"Jun Koonno","http://dbpedia.org/resource/Jun_Konno_(voice_actor)","1975-10-18","Noda","http://dbpedia.org/resource/Noda,_Chiba","Chiba Prefecture","http://dbpedia.org/resource/Chiba_Prefecture","Japan","http://dbpedia.org/resource/Japan"
"Yoshikii","http://dbpedia.org/resource/Yoshiki_(musician)","1965-11-20","Tateyama","http://dbpedia.org/resource/Tateyama,_Chiba","Chiba Prefecture","http://dbpedia.org/resource/Chiba_Prefecture","Japan","http://dbpedia.org/resource/Japan"
"Tooshii","http://dbpedia.org/resource/Toshi_(musician)","1965-10-10","Tateyama","http://dbpedia.org/resource/Tateyama,_Chiba","Chiba Prefecture","http://dbpedia.org/resource/Chiba_Prefecture","Japan","http://dbpedia.org/resource/Japan"
"Norio Takahaashi","http://dbpedia.org/resource/Norio_Takahashi_(footballer)","1971-03-15","Yachiyo","http://dbpedia.org/resource/Yachiyo,_Chiba","Chiba Prefecture","http://dbpedia.org/resource/Chiba_Prefecture","Japan","http://dbpedia.org/resource/Japan"
"André Bernier","http://dbpedia.org/resource/André_Bernier_(politician)","1930-10-29","Windsor","http://dbpedia.org/resource/Windsor,_Quebec","Estrie","http://dbpedia.org/resource/Estrie","Canada","http://dbpedia.org/resource/Canada"
"HHiroshi Naakamura","http://dbpedia.org/resource/Hiroshi_Nakamura_(biochemist)","1890-03-25","Date","http://dbpedia.org/resource/Date,_Fukushima","Fukushima Prefecture","http://dbpedia.org/resource/Fukushima_Prefecture","Japan","http://dbpedia.org/resource/Japan"
"Erasmo Ramíírezz","http://dbpedia.org/resource/Erasmo_Ramírez_(right-handed_pitcher)","1990-05-02","Rivas","http://dbpedia.org/resource/Rivas,_Nicaragua","Rivas Department","http://dbpedia.org/resource/Rivas_Department","Nicaragua","http://dbpedia.org/resource/Nicaragua"
"Kazuki Watanabeee","http://dbpedia.org/resource/Kazuki_Watanabe_(motorcycle_racer)","1990-10-02","Yamanashi","http://dbpedia.org/resource/Yamanashi,_Yamanashi","Yamanashi Prefecture","http://dbpedia.org/resource/Yamanashi_Prefecture","Japan","http://dbpedia.org/resource/Japan"
