"player","player__URI","team","team__URI"
"Matthew Turner","http://dbpedia.org/resource/Matthew_Turner_(footballer)","Ilkeston Town F.C. ","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
"Walter Bruce","http://dbpedia.org/resource/Walter_Bruce_(Northern_Irish_footballer)","Detroit Cougars ","http://dbpedia.org/resource/Detroit_Cougars_(soccer)"
"Scott Barrett","http://dbpedia.org/resource/Scott_Barrett_(footballer)","Ilkeston Town F.C. ","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
"James Sheridan","http://dbpedia.org/resource/James_Sheridan_(footballer)","Ireland national football team ","http://dbpedia.org/resource/Ireland_national_football_team_(1882–1950)"
"Ian Reid","http://dbpedia.org/resource/Ian_Reid_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Pat McMahon","http://dbpedia.org/resource/Pat_McMahon_(footballer,_born_1945)","Portland Timbers ","http://dbpedia.org/resource/Portland_Timbers_(1975–82)"
"Stephen Grant","http://dbpedia.org/resource/Stephen_Grant_(footballer)","Boston Bulldogs ","http://dbpedia.org/resource/Boston_Bulldogs_(soccer)"
"James Duncan","http://dbpedia.org/resource/James_Duncan_(outside_left)","Strathmore F.C. ","http://dbpedia.org/resource/Strathmore_F.C._(Dundee)"
"David Bradford","http://dbpedia.org/resource/David_Bradford_(footballer)","Seattle Sounders ","http://dbpedia.org/resource/Seattle_Sounders_(1974–83)"
"Samuel Young","http://dbpedia.org/resource/Samuel_Young_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Leon Kelly","http://dbpedia.org/resource/Leon_Kelly_(footballer)","Ilkeston Town F.C. ","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
"Michael Good","http://dbpedia.org/resource/Michael_Good_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Ian Clarke","http://dbpedia.org/resource/Ian_Clarke_(soccer)","St. Louis Ambush ","http://dbpedia.org/resource/St._Louis_Ambush_(NPSL)"
"Ian Cameron","http://dbpedia.org/resource/Ian_Cameron_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Robert Reilly","http://dbpedia.org/resource/Robert_Reilly_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"David Butler","http://dbpedia.org/resource/David_Butler_(footballer,_born_1953)","Seattle Sounders ","http://dbpedia.org/resource/Seattle_Sounders_(1974–83)"
"John Flood","http://dbpedia.org/resource/John_Flood_(footballer,_born_1960)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Michael Roach","http://dbpedia.org/resource/Michael_Roach_(soccer)","St. Louis Ambush ","http://dbpedia.org/resource/St._Louis_Ambush_(2013)"
"Paul Hammond","http://dbpedia.org/resource/Paul_Hammond_(footballer)","Seattle Sounders ","http://dbpedia.org/resource/Seattle_Sounders_(1974–83)"
"Saša Ilić","http://dbpedia.org/resource/Saša_Ilić_(footballer,_born_1977)","Galatasaray S.K. ","http://dbpedia.org/resource/Galatasaray_S.K._(football)"
"Ian Clarke","http://dbpedia.org/resource/Ian_Clarke_(soccer)","Montreal Impact ","http://dbpedia.org/resource/Montreal_Impact_(1992–2011)"
"Paul Keegan","http://dbpedia.org/resource/Paul_Keegan_(footballer,_born_1972)","Boston Bulldogs ","http://dbpedia.org/resource/Boston_Bulldogs_(soccer)"
"Colin McDonald","http://dbpedia.org/resource/Colin_McDonald_(footballer,_born_1974)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"James Price","http://dbpedia.org/resource/James_Price_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Percy Watson","http://dbpedia.org/resource/Percy_Watson_(English_footballer)","Rotherham Town F.C. ","http://dbpedia.org/resource/Rotherham_Town_F.C._(1878)"
"John Lapsley","http://dbpedia.org/resource/John_Lapsley_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"David Butler","http://dbpedia.org/resource/David_Butler_(footballer,_born_1953)","Portland Timbers ","http://dbpedia.org/resource/Portland_Timbers_(1975–82)"
"Brandon McDonald","http://dbpedia.org/resource/Brandon_McDonald_(soccer)","Rovers FC ","http://dbpedia.org/resource/Rovers_FC_(Guam)"
"Craig Nelson","http://dbpedia.org/resource/Craig_Nelson_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"John Murdoch","http://dbpedia.org/resource/John_Murdoch_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"William Wilkinson","http://dbpedia.org/resource/William_Wilkinson_(footballer)","Rotherham Town F.C. ","http://dbpedia.org/resource/Rotherham_Town_F.C._(1878)"
"William Glen","http://dbpedia.org/resource/William_Glen_(footballer)","Ireland national football team ","http://dbpedia.org/resource/Ireland_national_football_team_(1882–1950)"
"Tom Taylor","http://dbpedia.org/resource/Tom_Taylor_(English_footballer)","Portland Timbers ","http://dbpedia.org/resource/Portland_Timbers_(2001–10)"
"John Kennedy","http://dbpedia.org/resource/John_Kennedy_(Northern_Irish_footballer)","Detroit Cougars ","http://dbpedia.org/resource/Detroit_Cougars_(soccer)"
"Barry Elliot","http://dbpedia.org/resource/Barry_Elliot_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"John Tudor","http://dbpedia.org/resource/John_Tudor_(footballer)","Ilkeston Town F.C. ","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
"David Morris","http://dbpedia.org/resource/David_Morris_(soccer)","Vancouver Whitecaps ","http://dbpedia.org/resource/Vancouver_Whitecaps_(1986–2010)"
"Paul Wright","http://dbpedia.org/resource/Paul_Wright_(soccer)","San Diego Sockers ","http://dbpedia.org/resource/San_Diego_Sockers_(2001–04)"
"Brian Lewis","http://dbpedia.org/resource/Brian_Lewis_(footballer)","Hastings United F.C. ","http://dbpedia.org/resource/Hastings_United_F.C._(1948)"
"Peter Neilson","http://dbpedia.org/resource/Peter_Neilson_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"József Horváth","http://dbpedia.org/resource/József_Horváth_(footballer)","New Jersey Rockets ","http://dbpedia.org/resource/New_Jersey_Rockets_(MISL)"
"Alan Thompson","http://dbpedia.org/resource/Alan_Thompson_(footballer,_born_1952)","Portland Timbers ","http://dbpedia.org/resource/Portland_Timbers_(1975–82)"
"Greg Shaw","http://dbpedia.org/resource/Greg_Shaw_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Kevin Ellis","http://dbpedia.org/resource/Kevin_Ellis_(soccer,_born_1991)","Orlando City SC ","http://dbpedia.org/resource/Orlando_City_SC_(2010–14)"
"Robert Scott","http://dbpedia.org/resource/Robert_Scott_(footballer,_born_1870)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Alexander Thom","http://dbpedia.org/resource/Alexander_Thom_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Caroline Müller","http://dbpedia.org/resource/Caroline_Müller_(footballer)","Grasshopper Club Zürich ","http://dbpedia.org/resource/Grasshopper_Club_Zürich_(women)"
"James Brown","http://dbpedia.org/resource/James_Brown_(Australian_footballer)","Cape Town City F.C. ","http://dbpedia.org/resource/Cape_Town_City_F.C._(2016)"
"John Findlay","http://dbpedia.org/resource/John_Findlay_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Alfred Brown","http://dbpedia.org/resource/Alfred_Brown_(footballer)","Rotherham Town F.C. ","http://dbpedia.org/resource/Rotherham_Town_F.C._(1899)"
"John MacDonald","http://dbpedia.org/resource/John_MacDonald_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Paweł Kaczmarek","http://dbpedia.org/resource/Paweł_Kaczmarek_(footballer)","Stomil Olsztyn ","http://dbpedia.org/resource/Stomil_Olsztyn_(football)"
"Samuel Young","http://dbpedia.org/resource/Samuel_Young_(footballer)","Ireland national football team ","http://dbpedia.org/resource/Ireland_national_football_team_(1882–1950)"
"Peter Bennett","http://dbpedia.org/resource/Peter_Bennett_(English_footballer)","St. Louis Stars ","http://dbpedia.org/resource/St._Louis_Stars_(soccer)"
"Alan Davidson","http://dbpedia.org/resource/Alan_Davidson_(Scottish_footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"John Miller","http://dbpedia.org/resource/John_Miller_(footballer,_born_1870)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"George Brown","http://dbpedia.org/resource/George_Brown_(footballer,_born_1928)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"James Hamilton","http://dbpedia.org/resource/James_Hamilton_(Scottish_footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"John Webb","http://dbpedia.org/resource/John_Webb_(footballer)","Edmonton Drillers ","http://dbpedia.org/resource/Edmonton_Drillers_(1979–82)"
"John Hinton","http://dbpedia.org/resource/John_Hinton_(footballer)","Thornycrofts ","http://dbpedia.org/resource/Thornycrofts_(Woolston)_F.C."
"Alexander Thomson","http://dbpedia.org/resource/Alexander_Thomson_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Trevor Thompson","http://dbpedia.org/resource/Trevor_Thompson_(footballer,_born_1936)","Detroit Cougars ","http://dbpedia.org/resource/Detroit_Cougars_(soccer)"
"Jorge Flores","http://dbpedia.org/resource/Jorge_Flores_(soccer)","Boston Bulldogs ","http://dbpedia.org/resource/Boston_Bulldogs_(soccer)"
"John Henry","http://dbpedia.org/resource/John_Henry_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Peter Millar","http://dbpedia.org/resource/Peter_Millar_(footballer)","Cleveland Force ","http://dbpedia.org/resource/Cleveland_Force_(1978–88)"
"Ryan Harper","http://dbpedia.org/resource/Ryan_Harper_(footballer)","CD Guadalajara ","http://dbpedia.org/resource/CD_Guadalajara_(Spain)"
"Alexander Wood","http://dbpedia.org/resource/Alexander_Wood_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"David Ellis","http://dbpedia.org/resource/David_Ellis_(Scottish_footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"John Anton","http://dbpedia.org/resource/John_Anton_(soccer)","Edmonton Drillers ","http://dbpedia.org/resource/Edmonton_Drillers_(1979–82)"
"Tony Powell","http://dbpedia.org/resource/Tony_Powell_(footballer)","Seattle Sounders ","http://dbpedia.org/resource/Seattle_Sounders_(1974–83)"
"James Connor","http://dbpedia.org/resource/James_Connor_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Tommy Walker","http://dbpedia.org/resource/Tommy_Walker_(footballer,_born_March_1952)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Adriano Facchini","http://dbpedia.org/resource/Adriano_Facchini_(footballer)","Associação Atlética Portuguesa ","http://dbpedia.org/resource/Associação_Atlética_Portuguesa_(Santos)"
"Harold Hall","http://dbpedia.org/resource/Harold_Hall_(footballer)","Rotherham Town F.C. ","http://dbpedia.org/resource/Rotherham_Town_F.C._(1899)"
"Colin Campbell","http://dbpedia.org/resource/Colin_Campbell_(footballer,_born_1956)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Justin Jackson","http://dbpedia.org/resource/Justin_Jackson_(footballer)","Ilkeston Town F.C. ","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
"Cem Sultan","http://dbpedia.org/resource/Cem_Sultan_(footballer)","Galatasaray S.K. ","http://dbpedia.org/resource/Galatasaray_S.K._(football)"
"George Forbes","http://dbpedia.org/resource/George_Forbes_(footballer)","Ireland national football team ","http://dbpedia.org/resource/Ireland_national_football_team_(1882–1950)"
"George Anderson","http://dbpedia.org/resource/George_Anderson_(footballer,_born_1953)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"James Hopkins","http://dbpedia.org/resource/James_Hopkins_(footballer,_born_1901)","Ireland national football team ","http://dbpedia.org/resource/Ireland_national_football_team_(1882–1950)"
"William Findlay","http://dbpedia.org/resource/William_Findlay_(soccer)","New York Nationals ","http://dbpedia.org/resource/New_York_Nationals_(ASL)"
"David Doyle","http://dbpedia.org/resource/David_Doyle_(soccer)","St. Louis Ambush ","http://dbpedia.org/resource/St._Louis_Ambush_(NPSL)"
"Craig Allen","http://dbpedia.org/resource/Craig_Allen_(footballer)","New Jersey Rockets ","http://dbpedia.org/resource/New_Jersey_Rockets_(MISL)"
"John Edgar","http://dbpedia.org/resource/John_Edgar_(Scottish_footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Charles Webb","http://dbpedia.org/resource/Charles_Webb_(footballer)","Airdrieonians F.C. ","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Rezaul Karim","http://dbpedia.org/resource/Rezaul_Karim_(footballer)","Abahani Limited ","http://dbpedia.org/resource/Abahani_Limited_(Chittagong)"
"Steve Reid","http://dbpedia.org/resource/Steve_Reid_(soccer)","Philadelphia Fury ","http://dbpedia.org/resource/Philadelphia_Fury_(1978–80)"
"Ryan Ford","http://dbpedia.org/resource/Ryan_Ford_(footballer)","Ilkeston Town F.C. ","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
