"Medicine","Medicine__URI","Trade","Trade__URI","ATC Code","Route of administration","Route of administration__URI"
"ibubrofen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibuprofren","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibuprofene","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibuprophens","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibprofuens","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibeeprofen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibrophen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibeprophen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibrufen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibrupofen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibreprophen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"iboprofen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibprufen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibprophin","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibprouphen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibuprophene","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"ibuprohen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"niproxin","http://dbpedia.org/resource/Naproxen","Anaprox","http://dbpedia.org/resource/Anaprox","G02CC02","By mouth","http://dbpedia.org/resource/Oral_administration"
"neproxen","http://dbpedia.org/resource/Naproxen","Anaprox","http://dbpedia.org/resource/Anaprox","G02CC02","By mouth","http://dbpedia.org/resource/Oral_administration"
"neproxin","http://dbpedia.org/resource/Naproxen","Anaprox","http://dbpedia.org/resource/Anaprox","G02CC02","By mouth","http://dbpedia.org/resource/Oral_administration"
"sertaline","http://dbpedia.org/resource/Sertraline","Zoloft","http://dbpedia.org/resource/Zoloft","N06AB06","By mouth","http://dbpedia.org/resource/Oral_administration"
"aspirin","http://dbpedia.org/resource/Aspirin","Bayer Aspirin","http://dbpedia.org/resource/Bayer","A01AD05","By mouth","http://dbpedia.org/resource/Oral_administration"
"ibuprofen","http://dbpedia.org/resource/Ibuprofen","Advil","http://dbpedia.org/resource/Advil","C01EB16","Intravenous","http://dbpedia.org/resource/Intravenous_therapy"
"naproxen","http://dbpedia.org/resource/Naproxen","Anaprox","http://dbpedia.org/resource/Anaprox","G02CC02","By mouth","http://dbpedia.org/resource/Oral_administration"
