"musician","musician__URI","genre","genre__URI","instrument","instrument__URI","band","band__URI"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Power metal","http://dbpedia.org/resource/Power_metal","Drums","http://dbpedia.org/resource/Drums","Rhapsody of Fire","http://dbpedia.org/resource/Rhapsody_of_Fire"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Neoclassical metal","http://dbpedia.org/resource/Neoclassical_metal","Drums","http://dbpedia.org/resource/Drums","Sieges Even","http://dbpedia.org/resource/Sieges_Even"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Neoclassical metal","http://dbpedia.org/resource/Neoclassical_metal","Drums","http://dbpedia.org/resource/Drums","Avalon (Finnish band)","http://dbpedia.org/resource/Avalon_(Finnish_band)"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Neoclassical metal","http://dbpedia.org/resource/Neoclassical_metal","Drums","http://dbpedia.org/resource/Drums","Blind Guardian","http://dbpedia.org/resource/Blind_Guardian"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Neoclassical metal","http://dbpedia.org/resource/Neoclassical_metal","Drums","http://dbpedia.org/resource/Drums","Rhapsody of Fire","http://dbpedia.org/resource/Rhapsody_of_Fire"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Neoclassical metal","http://dbpedia.org/resource/Neoclassical_metal","Drums","http://dbpedia.org/resource/Drums","Avantasia","http://dbpedia.org/resource/Avantasia"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Progressive metal","http://dbpedia.org/resource/Progressive_metal","Drums","http://dbpedia.org/resource/Drums","Rhapsody of Fire","http://dbpedia.org/resource/Rhapsody_of_Fire"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Progressive metal","http://dbpedia.org/resource/Progressive_metal","Drums","http://dbpedia.org/resource/Drums","Avalon (Finnish band)","http://dbpedia.org/resource/Avalon_(Finnish_band)"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Progressive metal","http://dbpedia.org/resource/Progressive_metal","Drums","http://dbpedia.org/resource/Drums","Avantasia","http://dbpedia.org/resource/Avantasia"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Progressive metal","http://dbpedia.org/resource/Progressive_metal","Drums","http://dbpedia.org/resource/Drums","Sieges Even","http://dbpedia.org/resource/Sieges_Even"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Progressive metal","http://dbpedia.org/resource/Progressive_metal","Drums","http://dbpedia.org/resource/Drums","Blind Guardian","http://dbpedia.org/resource/Blind_Guardian"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Symphonic metal","http://dbpedia.org/resource/Symphonic_metal","Drums","http://dbpedia.org/resource/Drums","Avalon (Finnish band)","http://dbpedia.org/resource/Avalon_(Finnish_band)"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Symphonic metal","http://dbpedia.org/resource/Symphonic_metal","Drums","http://dbpedia.org/resource/Drums","Blind Guardian","http://dbpedia.org/resource/Blind_Guardian"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Symphonic metal","http://dbpedia.org/resource/Symphonic_metal","Drums","http://dbpedia.org/resource/Drums","Avantasia","http://dbpedia.org/resource/Avantasia"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Symphonic metal","http://dbpedia.org/resource/Symphonic_metal","Drums","http://dbpedia.org/resource/Drums","Sieges Even","http://dbpedia.org/resource/Sieges_Even"
"Alex Holzwarth","http://dbpedia.org/resource/Alex_Holzwarth","Symphonic metal","http://dbpedia.org/resource/Symphonic_metal","Drums","http://dbpedia.org/resource/Drums","Rhapsody of Fire","http://dbpedia.org/resource/Rhapsody_of_Fire"
"Alexander Hacke","http://dbpedia.org/resource/Alexander_Hacke","Electronic music","http://dbpedia.org/resource/Electronic_music","Singing","http://dbpedia.org/resource/Singing","Einstürzende Neubauten","http://dbpedia.org/resource/Einstürzende_Neubauten"
"Alexander Hacke","http://dbpedia.org/resource/Alexander_Hacke","Electronic music","http://dbpedia.org/resource/Electronic_music","Bass guitar","http://dbpedia.org/resource/Bass_guitar","Einstürzende Neubauten","http://dbpedia.org/resource/Einstürzende_Neubauten"
"Alexander Hacke","http://dbpedia.org/resource/Alexander_Hacke","Electronic music","http://dbpedia.org/resource/Electronic_music","Guitar","http://dbpedia.org/resource/Guitar","Einstürzende Neubauten","http://dbpedia.org/resource/Einstürzende_Neubauten"
"Alexander Hacke","http://dbpedia.org/resource/Alexander_Hacke","Industrial music","http://dbpedia.org/resource/Industrial_music","Guitar","http://dbpedia.org/resource/Guitar","Einstürzende Neubauten","http://dbpedia.org/resource/Einstürzende_Neubauten"
"Alexander Hacke","http://dbpedia.org/resource/Alexander_Hacke","Industrial music","http://dbpedia.org/resource/Industrial_music","Singing","http://dbpedia.org/resource/Singing","Einstürzende Neubauten","http://dbpedia.org/resource/Einstürzende_Neubauten"
"Alexander Hacke","http://dbpedia.org/resource/Alexander_Hacke","Industrial music","http://dbpedia.org/resource/Industrial_music","Bass guitar","http://dbpedia.org/resource/Bass_guitar","Einstürzende Neubauten","http://dbpedia.org/resource/Einstürzende_Neubauten"
"Alexander Hacke","http://dbpedia.org/resource/Alexander_Hacke","Experimental music","http://dbpedia.org/resource/Experimental_music","Singing","http://dbpedia.org/resource/Singing","Einstürzende Neubauten","http://dbpedia.org/resource/Einstürzende_Neubauten"
"Alexander Hacke","http://dbpedia.org/resource/Alexander_Hacke","Experimental music","http://dbpedia.org/resource/Experimental_music","Bass guitar","http://dbpedia.org/resource/Bass_guitar","Einstürzende Neubauten","http://dbpedia.org/resource/Einstürzende_Neubauten"
"Alexander Hacke","http://dbpedia.org/resource/Alexander_Hacke","Experimental music","http://dbpedia.org/resource/Experimental_music","Guitar","http://dbpedia.org/resource/Guitar","Einstürzende Neubauten","http://dbpedia.org/resource/Einstürzende_Neubauten"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Guitar","http://dbpedia.org/resource/Guitar","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Guitar","http://dbpedia.org/resource/Guitar","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Guitar","http://dbpedia.org/resource/Guitar","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Synthesizer","http://dbpedia.org/resource/Synthesizer","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Synthesizer","http://dbpedia.org/resource/Synthesizer","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Synthesizer","http://dbpedia.org/resource/Synthesizer","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Percussion","http://dbpedia.org/resource/Percussion","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Percussion","http://dbpedia.org/resource/Percussion","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Percussion","http://dbpedia.org/resource/Percussion","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Electronic keyboard","http://dbpedia.org/resource/Electronic_keyboard","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Electronic keyboard","http://dbpedia.org/resource/Electronic_keyboard","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Electronic keyboard","http://dbpedia.org/resource/Electronic_keyboard","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Laptop","http://dbpedia.org/resource/Laptop","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Laptop","http://dbpedia.org/resource/Laptop","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Electronica","http://dbpedia.org/resource/Electronica","Laptop","http://dbpedia.org/resource/Laptop","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Guitar","http://dbpedia.org/resource/Guitar","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Guitar","http://dbpedia.org/resource/Guitar","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Guitar","http://dbpedia.org/resource/Guitar","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Synthesizer","http://dbpedia.org/resource/Synthesizer","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Synthesizer","http://dbpedia.org/resource/Synthesizer","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Synthesizer","http://dbpedia.org/resource/Synthesizer","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Percussion","http://dbpedia.org/resource/Percussion","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Percussion","http://dbpedia.org/resource/Percussion","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Percussion","http://dbpedia.org/resource/Percussion","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Electronic keyboard","http://dbpedia.org/resource/Electronic_keyboard","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Electronic keyboard","http://dbpedia.org/resource/Electronic_keyboard","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Electronic keyboard","http://dbpedia.org/resource/Electronic_keyboard","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Laptop","http://dbpedia.org/resource/Laptop","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Laptop","http://dbpedia.org/resource/Laptop","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Glitch (music)","http://dbpedia.org/resource/Glitch_(music)","Laptop","http://dbpedia.org/resource/Laptop","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Guitar","http://dbpedia.org/resource/Guitar","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Guitar","http://dbpedia.org/resource/Guitar","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Guitar","http://dbpedia.org/resource/Guitar","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Synthesizer","http://dbpedia.org/resource/Synthesizer","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Synthesizer","http://dbpedia.org/resource/Synthesizer","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Synthesizer","http://dbpedia.org/resource/Synthesizer","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Percussion","http://dbpedia.org/resource/Percussion","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Percussion","http://dbpedia.org/resource/Percussion","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Percussion","http://dbpedia.org/resource/Percussion","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Electronic keyboard","http://dbpedia.org/resource/Electronic_keyboard","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Electronic keyboard","http://dbpedia.org/resource/Electronic_keyboard","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Electronic keyboard","http://dbpedia.org/resource/Electronic_keyboard","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Laptop","http://dbpedia.org/resource/Laptop","Ryuichi Sakamoto","http://dbpedia.org/resource/Ryuichi_Sakamoto"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Laptop","http://dbpedia.org/resource/Laptop","Blixa Bargeld","http://dbpedia.org/resource/Blixa_Bargeld"
"Alva Noto","http://dbpedia.org/resource/Alva_Noto","Microsound","http://dbpedia.org/resource/Microsound","Laptop","http://dbpedia.org/resource/Laptop","Ryoji Ikeda","http://dbpedia.org/resource/Ryoji_Ikeda"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Speed metal","http://dbpedia.org/resource/Speed_metal","Guitar","http://dbpedia.org/resource/Guitar","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Speed metal","http://dbpedia.org/resource/Speed_metal","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Speed metal","http://dbpedia.org/resource/Speed_metal","Bass (guitar)","http://dbpedia.org/resource/Bass_(guitar)","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Speed metal","http://dbpedia.org/resource/Speed_metal","Singing","http://dbpedia.org/resource/Singing","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Speed metal","http://dbpedia.org/resource/Speed_metal","Bass (guitar)","http://dbpedia.org/resource/Bass_(guitar)","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Speed metal","http://dbpedia.org/resource/Speed_metal","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Speed metal","http://dbpedia.org/resource/Speed_metal","Guitar","http://dbpedia.org/resource/Guitar","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Speed metal","http://dbpedia.org/resource/Speed_metal","Singing","http://dbpedia.org/resource/Singing","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Power metal","http://dbpedia.org/resource/Power_metal","Singing","http://dbpedia.org/resource/Singing","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Power metal","http://dbpedia.org/resource/Power_metal","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Power metal","http://dbpedia.org/resource/Power_metal","Bass (guitar)","http://dbpedia.org/resource/Bass_(guitar)","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Power metal","http://dbpedia.org/resource/Power_metal","Guitar","http://dbpedia.org/resource/Guitar","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Power metal","http://dbpedia.org/resource/Power_metal","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Power metal","http://dbpedia.org/resource/Power_metal","Guitar","http://dbpedia.org/resource/Guitar","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Power metal","http://dbpedia.org/resource/Power_metal","Bass (guitar)","http://dbpedia.org/resource/Bass_(guitar)","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Power metal","http://dbpedia.org/resource/Power_metal","Singing","http://dbpedia.org/resource/Singing","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Hard rock","http://dbpedia.org/resource/Hard_rock","Guitar","http://dbpedia.org/resource/Guitar","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Hard rock","http://dbpedia.org/resource/Hard_rock","Singing","http://dbpedia.org/resource/Singing","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Hard rock","http://dbpedia.org/resource/Hard_rock","Bass (guitar)","http://dbpedia.org/resource/Bass_(guitar)","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Hard rock","http://dbpedia.org/resource/Hard_rock","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Hard rock","http://dbpedia.org/resource/Hard_rock","Guitar","http://dbpedia.org/resource/Guitar","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Hard rock","http://dbpedia.org/resource/Hard_rock","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Hard rock","http://dbpedia.org/resource/Hard_rock","Bass (guitar)","http://dbpedia.org/resource/Bass_(guitar)","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Hard rock","http://dbpedia.org/resource/Hard_rock","Singing","http://dbpedia.org/resource/Singing","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Singing","http://dbpedia.org/resource/Singing","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Guitar","http://dbpedia.org/resource/Guitar","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Bass (guitar)","http://dbpedia.org/resource/Bass_(guitar)","Pink Cream 69","http://dbpedia.org/resource/Pink_Cream_69"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Singing","http://dbpedia.org/resource/Singing","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Bass (guitar)","http://dbpedia.org/resource/Bass_(guitar)","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Helloween","http://dbpedia.org/resource/Helloween"
"Andi Deris","http://dbpedia.org/resource/Andi_Deris","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Guitar","http://dbpedia.org/resource/Guitar","Helloween","http://dbpedia.org/resource/Helloween"
"André Olbrich","http://dbpedia.org/resource/André_Olbrich","Power metal","http://dbpedia.org/resource/Power_metal","Guitar","http://dbpedia.org/resource/Guitar","Blind Guardian","http://dbpedia.org/resource/Blind_Guardian"
"André Olbrich","http://dbpedia.org/resource/André_Olbrich","Thrash metal","http://dbpedia.org/resource/Thrash_metal","Guitar","http://dbpedia.org/resource/Guitar","Blind Guardian","http://dbpedia.org/resource/Blind_Guardian"
"André Olbrich","http://dbpedia.org/resource/André_Olbrich","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Guitar","http://dbpedia.org/resource/Guitar","Blind Guardian","http://dbpedia.org/resource/Blind_Guardian"
"Andy Kuntz","http://dbpedia.org/resource/Andy_Kuntz","Progressive rock","http://dbpedia.org/resource/Progressive_rock","Vocals","http://dbpedia.org/resource/Vocals","Missa Mercuria","http://dbpedia.org/resource/Missa_Mercuria"
"Andy Kuntz","http://dbpedia.org/resource/Andy_Kuntz","Progressive rock","http://dbpedia.org/resource/Progressive_rock","Vocals","http://dbpedia.org/resource/Vocals","Abydos (band)","http://dbpedia.org/resource/Abydos_(band)"
"Andy Kuntz","http://dbpedia.org/resource/Andy_Kuntz","Progressive rock","http://dbpedia.org/resource/Progressive_rock","Vocals","http://dbpedia.org/resource/Vocals","Jesus Christ Superstar","http://dbpedia.org/resource/Jesus_Christ_Superstar"
"Andy Kuntz","http://dbpedia.org/resource/Andy_Kuntz","Progressive rock","http://dbpedia.org/resource/Progressive_rock","Vocals","http://dbpedia.org/resource/Vocals","Amaseffer","http://dbpedia.org/resource/Amaseffer"
"Andy Kuntz","http://dbpedia.org/resource/Andy_Kuntz","Progressive rock","http://dbpedia.org/resource/Progressive_rock","Vocals","http://dbpedia.org/resource/Vocals","Vanden Plas (band)","http://dbpedia.org/resource/Vanden_Plas_(band)"
