"country","country__URI","capital","capital__URI","most_populated_city","most_populated_city__URI","maxPop"
"Crna Gora","http://dbpedia.org/resource/Montenegro","City of Podgorica","http://dbpedia.org/resource/Podgorica","City of Podggorica","http://dbpedia.org/resource/Podgorica","187085"
"Crna Gora","http://dbpedia.org/resource/Montenegro","Podgorica","http://dbpedia.org/resource/Podgorica","City of Podgoricaa","http://dbpedia.org/resource/Podgorica","187085"
"Denmark","http://dbpedia.org/resource/Denmark","Copenhagen","http://dbpedia.org/resource/Copenhagen","Odensee","http://dbpedia.org/resource/Odense","175245"
"Georgia","http://dbpedia.org/resource/Georgia_(country)","Kutaisii","http://dbpedia.org/resource/Kutaisi","Batumi","http://dbpedia.org/resource/Batumi","152839"
"Georgia","http://dbpedia.org/resource/Georgia_(country)","Tbilisii","http://dbpedia.org/resource/Tbilisi","Batumii","http://dbpedia.org/resource/Batumi","152839"
"Georgia","http://dbpedia.org/resource/Georgia_(country)","თბილისიი","http://dbpedia.org/resource/Tbilisi","Batumii","http://dbpedia.org/resource/Batumi","152839"
"Georgia","http://dbpedia.org/resource/Georgia_(country)","ქუთაისიი","http://dbpedia.org/resource/Kutaisi","Baatumi","http://dbpedia.org/resource/Batumi","152839"
"Cyprus","http://dbpedia.org/resource/Cyprus","Nicosia","http://dbpedia.org/resource/Nicosia","Limassoll","http://dbpedia.org/resource/Limassol","101000"
"Cyprus","http://dbpedia.org/resource/Cyprus","Nicosiaa","http://dbpedia.org/resource/Nicosia","Λεμεσός / Limasol","http://dbpedia.org/resource/Limassol","101000"
"Bosnia and Herzegovina","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Sarajevo","http://dbpedia.org/resource/Sarajevo","Тузла","http://dbpedia.org/resource/Tuzla","80570"
"Bosnia and Herzegovina","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Сарајево","http://dbpedia.org/resource/Sarajevo","Тузлла","http://dbpedia.org/resource/Tuzla","80570"
"Bosna i Hercegovina","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Sarajevoo","http://dbpedia.org/resource/Sarajevo","Тузла","http://dbpedia.org/resource/Tuzla","80570"
"Bosna i Hercegovina","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Sarajevo","http://dbpedia.org/resource/Sarajevo","Tuzla","http://dbpedia.org/resource/Tuzla","80570"
"Босна и Херцеговина","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Сарајевоо","http://dbpedia.org/resource/Sarajevo","Туузла","http://dbpedia.org/resource/Tuzla","80570"
"Bosna i Hercegovina","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Сарајевоо","http://dbpedia.org/resource/Sarajevo","Tuzla","http://dbpedia.org/resource/Tuzla","80570"
"Bosnia and Herzegovina","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Sarajevo","http://dbpedia.org/resource/Sarajevo","Tuzzla","http://dbpedia.org/resource/Tuzla","80570"
"Bosna i Hercegovina","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Сарајевоо","http://dbpedia.org/resource/Sarajevo","Туузла","http://dbpedia.org/resource/Tuzla","80570"
"Босна и Херцеговина","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Сарајево","http://dbpedia.org/resource/Sarajevo","Tuzlaa","http://dbpedia.org/resource/Tuzla","80570"
"Босна и Херцеговина","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Sarajevo","http://dbpedia.org/resource/Sarajevo","Туузла","http://dbpedia.org/resource/Tuzla","80570"
"Bosnia and Herzegovina","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Сарајево","http://dbpedia.org/resource/Sarajevo","Tuzla","http://dbpedia.org/resource/Tuzla","80570"
"Босна и Херцеговина","http://dbpedia.org/resource/Bosnia_and_Herzegovina","Sarajevo","http://dbpedia.org/resource/Sarajevo","Tuzlaa","http://dbpedia.org/resource/Tuzla","80570"
"Switzerland","http://dbpedia.org/resource/Switzerland","Bernee","http://dbpedia.org/resource/Bern","Luzernn","http://dbpedia.org/resource/Lucerne","80501"
"Switzerland","http://dbpedia.org/resource/Switzerland","BBern","http://dbpedia.org/resource/Bern","Luzernn","http://dbpedia.org/resource/Lucerne","80501"
"Malta","http://dbpedia.org/resource/Malta","Valletta","http://dbpedia.org/resource/Valletta","Ħal Qormmi","http://dbpedia.org/resource/Qormi","16779"
"Malta","http://dbpedia.org/resource/Malta","Valletta","http://dbpedia.org/resource/Valletta","Qormii","http://dbpedia.org/resource/Qormi","16779"
"Malta","http://dbpedia.org/resource/Malta","Il-Belt Valletta","http://dbpedia.org/resource/Valletta","Qormi","http://dbpedia.org/resource/Qormi","16779"
"Malta","http://dbpedia.org/resource/Malta","Il-Belt Vallettaa","http://dbpedia.org/resource/Valletta","Ħal Qormii","http://dbpedia.org/resource/Qormi","16779"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","City of Skopjee","http://dbpedia.org/resource/Skopje","Aračinovo / Arachinovoo","http://dbpedia.org/resource/Aračinovo","7315"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","Град Скопје","http://dbpedia.org/resource/Skopje","Aračinovo / Arachinovoo","http://dbpedia.org/resource/Aračinovo","7315"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","Skopjee","http://dbpedia.org/resource/Skopje","Арачиново","http://dbpedia.org/resource/Aračinovo","7315"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","Skopje","http://dbpedia.org/resource/Skopje","Aračinovo / Arachinovoo","http://dbpedia.org/resource/Aračinovo","7315"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","Град Скопјее","http://dbpedia.org/resource/Skopje","Haraaçinë","http://dbpedia.org/resource/Aračinovo","7315"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","City of Skopjee","http://dbpedia.org/resource/Skopje","Haraçinëë","http://dbpedia.org/resource/Aračinovo","7315"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","Град Сккопје","http://dbpedia.org/resource/Skopje","Арачиново","http://dbpedia.org/resource/Aračinovo","7315"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","Скопјее","http://dbpedia.org/resource/Skopje","Haraçinëë","http://dbpedia.org/resource/Aračinovo","7315"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","City of Skopje","http://dbpedia.org/resource/Skopje","Арачиново","http://dbpedia.org/resource/Aračinovo","7315"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","Скопјее","http://dbpedia.org/resource/Skopje","Aračinovo / Arachinovo","http://dbpedia.org/resource/Aračinovo","7315"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","Скопјее","http://dbpedia.org/resource/Skopje","Арачиновоо","http://dbpedia.org/resource/Aračinovo","7315"
"Republic of Macedonia","http://dbpedia.org/resource/Republic_of_Macedonia","Skopje","http://dbpedia.org/resource/Skopje","Haraçinëë","http://dbpedia.org/resource/Aračinovo","7315"
"San Marino","http://dbpedia.org/resource/San_Marino","City of Saan Marino","http://dbpedia.org/resource/City_of_San_Marino","Dogana","http://dbpedia.org/resource/Dogana","7000"
"San Marino","http://dbpedia.org/resource/San_Marino","Città di San Marino","http://dbpedia.org/resource/City_of_San_Marino","Doganaa","http://dbpedia.org/resource/Dogana","7000"
"Andorra","http://dbpedia.org/resource/Andorra","Andorra la Vellaa","http://dbpedia.org/resource/Andorra_la_Vella","Arinsall","http://dbpedia.org/resource/Arinsal","1722"
"Liechtenstein","http://dbpedia.org/resource/Liechtenstein","Vaduzz","http://dbpedia.org/resource/Vaduz","Nendelnn","http://dbpedia.org/resource/Nendeln","1357"
