"player","player__URI","team","team__URI"
"Brian Ross","http://dbpedia.org/resource/Brian_Ross_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Colin Campbell","http://dbpedia.org/resource/Colin_Campbell_(footballer,_born_1956)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"George Forbess","http://dbpedia.org/resource/George_Forbes_(footballer)","Ireland national football team","http://dbpedia.org/resource/Ireland_national_football_team_(1882–1950)"
"John Edgarr","http://dbpedia.org/resource/John_Edgar_(Scottish_footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Hiroshi Saito","http://dbpedia.org/resource/Hiroshi_Saito_(footballer)","Esporte Clube XV de Novembro","http://dbpedia.org/resource/Esporte_Clube_XV_de_Novembro_(Jaú)"
"SSimon Thomas","http://dbpedia.org/resource/Simon_Thomas_(soccer)","Vancouver Whitecaps","http://dbpedia.org/resource/Vancouver_Whitecaps_(1986–2010)"
"Steve Reidd","http://dbpedia.org/resource/Steve_Reid_(soccer)","Philadelphia Fury","http://dbpedia.org/resource/Philadelphia_Fury_(1978–80)"
"Craig Nelsson","http://dbpedia.org/resource/Craig_Nelson_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Michael Roachh","http://dbpedia.org/resource/Michael_Roach_(soccer)","St. Louis Ambush","http://dbpedia.org/resource/St._Louis_Ambush_(2013)"
"James Brownn","http://dbpedia.org/resource/James_Brown_(Australian_footballer)","Cape Town City F.C.","http://dbpedia.org/resource/Cape_Town_City_F.C._(2016)"
"Bob Beaattie","http://dbpedia.org/resource/Bob_Beattie_(American_football)","New York Yankees","http://dbpedia.org/resource/New_York_Yankees_(NFL)"
"Ian Cameron","http://dbpedia.org/resource/Ian_Cameron_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Kyle Raank","http://dbpedia.org/resource/Kyle_Rank_(ice_hockey,_born_1987)","Peoria Rivermen","http://dbpedia.org/resource/Peoria_Rivermen_(SPHL)"
"David Bradfordd","http://dbpedia.org/resource/David_Bradford_(footballer)","Seattle Sounders","http://dbpedia.org/resource/Seattle_Sounders_(1974–83)"
"Brian Lewiss","http://dbpedia.org/resource/Brian_Lewis_(footballer)","Hastings United F.C.","http://dbpedia.org/resource/Hastings_United_F.C._(1948)"
"John Kennedyy","http://dbpedia.org/resource/John_Kennedy_(Northern_Irish_footballer)","Detroit Cougars","http://dbpedia.org/resource/Detroit_Cougars_(soccer)"
"Ryan Ford","http://dbpedia.org/resource/Ryan_Ford_(footballer)","Ilkeston Town F.C.","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
"Johnn Anton","http://dbpedia.org/resource/John_Anton_(soccer)","Edmonton Drillers","http://dbpedia.org/resource/Edmonton_Drillers_(1979–82)"
"RRobert Reilly","http://dbpedia.org/resource/Robert_Reilly_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Jean Laurentt","http://dbpedia.org/resource/Jean_Laurent_(footballer)","Toulouse FC","http://dbpedia.org/resource/Toulouse_FC_(1937)"
"David Morriss","http://dbpedia.org/resource/David_Morris_(soccer)","Vancouver Whitecaps","http://dbpedia.org/resource/Vancouver_Whitecaps_(1986–2010)"
"Samuel Youngg","http://dbpedia.org/resource/Samuel_Young_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Gordon McLeodd","http://dbpedia.org/resource/Gordon_McLeod_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Peter Carrr","http://dbpedia.org/resource/Peter_Carr_(footballer)","Cleveland Force","http://dbpedia.org/resource/Cleveland_Force_(1978–88)"
"Robeert Scott","http://dbpedia.org/resource/Robert_Scott_(footballer,_born_1870)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Martin Nashh","http://dbpedia.org/resource/Martin_Nash_(soccer)","Montreal Impact","http://dbpedia.org/resource/Montreal_Impact_(1992–2011)"
"Justin Jacksonn","http://dbpedia.org/resource/Justin_Jackson_(footballer)","Ilkeston Town F.C.","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
"John Murdochh","http://dbpedia.org/resource/John_Murdoch_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Charles Webbb","http://dbpedia.org/resource/Charles_Webb_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Greg Shaww","http://dbpedia.org/resource/Greg_Shaw_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"James Sherridan","http://dbpedia.org/resource/James_Sheridan_(footballer)","Ireland national football team","http://dbpedia.org/resource/Ireland_national_football_team_(1882–1950)"
"Michael Good","http://dbpedia.org/resource/Michael_Good_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Paul Hammondd","http://dbpedia.org/resource/Paul_Hammond_(footballer)","Seattle Sounders","http://dbpedia.org/resource/Seattle_Sounders_(1974–83)"
"Martin Nashh","http://dbpedia.org/resource/Martin_Nash_(soccer)","Vancouver Whitecaps","http://dbpedia.org/resource/Vancouver_Whitecaps_(1986–2010)"
"John MacDonald","http://dbpedia.org/resource/John_MacDonald_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"James Duncann","http://dbpedia.org/resource/James_Duncan_(outside_left)","Strathmore F.C.","http://dbpedia.org/resource/Strathmore_F.C._(Dundee)"
"David Farrell","http://dbpedia.org/resource/David_Farrell_(footballer,_born_1969)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Chris Bennettt","http://dbpedia.org/resource/Chris_Bennett_(soccer)","Seattle Sounders","http://dbpedia.org/resource/Seattle_Sounders_(1974–83)"
"Adriano Facchinii","http://dbpedia.org/resource/Adriano_Facchini_(footballer)","Associação Atlética Portuguesa","http://dbpedia.org/resource/Associação_Atlética_Portuguesa_(Santos)"
"John Hill","http://dbpedia.org/resource/John_Hill_(Scottish_footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"William Findlay","http://dbpedia.org/resource/William_Findlay_(soccer)","New York Nationals","http://dbpedia.org/resource/New_York_Nationals_(ASL)"
"Ian Clarkee","http://dbpedia.org/resource/Ian_Clarke_(soccer)","Montreal Impact","http://dbpedia.org/resource/Montreal_Impact_(1992–2011)"
"Matthew Turner","http://dbpedia.org/resource/Matthew_Turner_(footballer)","Ilkeston Town F.C.","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
"David Doyle","http://dbpedia.org/resource/David_Doyle_(soccer)","St. Louis Ambush","http://dbpedia.org/resource/St._Louis_Ambush_(NPSL)"
"John Rowlandss","http://dbpedia.org/resource/John_Rowlands_(footballer)","Seattle Sounders","http://dbpedia.org/resource/Seattle_Sounders_(1974–83)"
"Alexander Thomsonn","http://dbpedia.org/resource/Alexander_Thomson_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"David Butler","http://dbpedia.org/resource/David_Butler_(footballer,_born_1953)","Portland Timbers","http://dbpedia.org/resource/Portland_Timbers_(1975–82)"
"David Doylee","http://dbpedia.org/resource/David_Doyle_(soccer)","Dallas Sidekicks","http://dbpedia.org/resource/Dallas_Sidekicks_(1984–2004)"
"Kevin Ellis","http://dbpedia.org/resource/Kevin_Ellis_(soccer,_born_1991)","Orlando City SC","http://dbpedia.org/resource/Orlando_City_SC_(2010–14)"
"John Tavaress","http://dbpedia.org/resource/John_Tavares_(lacrosse)","Peterborough Lakers","http://dbpedia.org/resource/Peterborough_Lakers_(MSL)"
"Brandon McDonaldd","http://dbpedia.org/resource/Brandon_McDonald_(soccer)","Rovers FC","http://dbpedia.org/resource/Rovers_FC_(Guam)"
"John Rowlaands","http://dbpedia.org/resource/John_Rowlands_(footballer)","Cape Town City F.C.","http://dbpedia.org/resource/Cape_Town_City_F.C._(NFL)"
"Carlos Morais","http://dbpedia.org/resource/Carlos_Morais_(basketball)","S.L. Benfica","http://dbpedia.org/resource/S.L._Benfica_(basketball)"
"Cem  Sultan","http://dbpedia.org/resource/Cem_Sultan_(footballer)","Galatasaray S.K.","http://dbpedia.org/resource/Galatasaray_S.K._(football)"
"Gary Mullen","http://dbpedia.org/resource/Gary_Mullen_(American_football)","Denver Dynamite","http://dbpedia.org/resource/Denver_Dynamite_(arena_football)"
"Scott Barrettt","http://dbpedia.org/resource/Scott_Barrett_(footballer)","Ilkeston Town F.C.","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
"Sašša Ilić","http://dbpedia.org/resource/Saša_Ilić_(footballer,_born_1977)","Galatasaray S.K.","http://dbpedia.org/resource/Galatasaray_S.K._(football)"
"Peter Neilson","http://dbpedia.org/resource/Peter_Neilson_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Joe Jacksonn","http://dbpedia.org/resource/Joe_Jackson_(basketball)","Maccabi Rishon LeZion","http://dbpedia.org/resource/Maccabi_Rishon_LeZion_(basketball)"
"William Wilkinsonn","http://dbpedia.org/resource/William_Wilkinson_(footballer)","Rotherham Town F.C.","http://dbpedia.org/resource/Rotherham_Town_F.C._(1878)"
"James Walkerr","http://dbpedia.org/resource/James_Walker_(racing_driver)","Liverpool F.C.","http://dbpedia.org/resource/Liverpool_F.C._(Superleague_Formula_team)"
"James Connor","http://dbpedia.org/resource/James_Connor_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Paul  Cleary","http://dbpedia.org/resource/Paul_Cleary_(American_football)","New York Yankees","http://dbpedia.org/resource/New_York_Yankees_(AAFC)"
"Charles Elliott","http://dbpedia.org/resource/Charles_Elliott_(footballer)","Rotherham Town F.C.","http://dbpedia.org/resource/Rotherham_Town_F.C._(1899)"
"John Henryy","http://dbpedia.org/resource/John_Henry_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"DDavid Ellis","http://dbpedia.org/resource/David_Ellis_(Scottish_footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"DDániel Kiss","http://dbpedia.org/resource/Dániel_Kiss_(ice_hockey_player)","Újpesti TE","http://dbpedia.org/resource/Újpesti_TE_(ice_hockey)"
"Alexander Thomm","http://dbpedia.org/resource/Alexander_Thom_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Alan Thompsonn","http://dbpedia.org/resource/Alan_Thompson_(footballer,_born_1952)","Portland Timbers","http://dbpedia.org/resource/Portland_Timbers_(1975–82)"
"Trevor Thompsonn","http://dbpedia.org/resource/Trevor_Thompson_(footballer,_born_1936)","Detroit Cougars","http://dbpedia.org/resource/Detroit_Cougars_(soccer)"
"Carlos Riveraa","http://dbpedia.org/resource/Carlos_Rivera_(basketball)","Leones de Ponce","http://dbpedia.org/resource/Leones_de_Ponce_(basketball)"
"John Floodd","http://dbpedia.org/resource/John_Flood_(footballer,_born_1960)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Harold Halll","http://dbpedia.org/resource/Harold_Hall_(footballer)","Rotherham Town F.C.","http://dbpedia.org/resource/Rotherham_Town_F.C._(1899)"
"Caroline Müller","http://dbpedia.org/resource/Caroline_Müller_(footballer)","Grasshopper Club Zürich","http://dbpedia.org/resource/Grasshopper_Club_Zürich_(women)"
"John Lapsleyy","http://dbpedia.org/resource/John_Lapsley_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Chris Bennett","http://dbpedia.org/resource/Chris_Bennett_(soccer)","Cleveland Force","http://dbpedia.org/resource/Cleveland_Force_(1978–88)"
"Percy Watson","http://dbpedia.org/resource/Percy_Watson_(English_footballer)","Rotherham Town F.C.","http://dbpedia.org/resource/Rotherham_Town_F.C._(1878)"
"Johnny Mooree","http://dbpedia.org/resource/Johnny_Moore_(soccer)","San Francisco Fog","http://dbpedia.org/resource/San_Francisco_Fog_(MISL)"
"Ian Reid","http://dbpedia.org/resource/Ian_Reid_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Charles Thomas","http://dbpedia.org/resource/Charles_Thomas_(basketball,_born_1986)","Maccabi Rishon LeZion","http://dbpedia.org/resource/Maccabi_Rishon_LeZion_(basketball)"
"Terry Brown","http://dbpedia.org/resource/Terry_Brown_(soccer)","St. Louis Ambush","http://dbpedia.org/resource/St._Louis_Ambush_(NPSL)"
"Rezaul Kaarim","http://dbpedia.org/resource/Rezaul_Karim_(footballer)","Abahani Limited","http://dbpedia.org/resource/Abahani_Limited_(Chittagong)"
"Paweł  Kaczmarek","http://dbpedia.org/resource/Paweł_Kaczmarek_(footballer)","Stomil Olsztyn","http://dbpedia.org/resource/Stomil_Olsztyn_(football)"
"John Ackroydd","http://dbpedia.org/resource/John_Ackroyd_(footballer,_born_1868)","Rotherham Town F.C.","http://dbpedia.org/resource/Rotherham_Town_F.C._(1878)"
"Joohn Findlay","http://dbpedia.org/resource/John_Findlay_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"JJohn Tudor","http://dbpedia.org/resource/John_Tudor_(footballer)","Ilkeston Town F.C.","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
"John Webbb","http://dbpedia.org/resource/John_Webb_(footballer)","Edmonton Drillers","http://dbpedia.org/resource/Edmonton_Drillers_(1979–82)"
"Roger Daviess","http://dbpedia.org/resource/Roger_Davies_(footballer)","Seattle Sounders","http://dbpedia.org/resource/Seattle_Sounders_(1974–83)"
"Ryan Harper","http://dbpedia.org/resource/Ryan_Harper_(footballer)","CD Guadalajara","http://dbpedia.org/resource/CD_Guadalajara_(Spain)"
"Leonn Kelly","http://dbpedia.org/resource/Leon_Kelly_(footballer)","Ilkeston Town F.C.","http://dbpedia.org/resource/Ilkeston_Town_F.C._(1945)"
"Robert Dunn","http://dbpedia.org/resource/Robert_Dunn_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Peter Millar","http://dbpedia.org/resource/Peter_Millar_(footballer)","Cleveland Force","http://dbpedia.org/resource/Cleveland_Force_(1978–88)"
"William Glen","http://dbpedia.org/resource/William_Glen_(footballer)","Ireland national football team","http://dbpedia.org/resource/Ireland_national_football_team_(1882–1950)"
"Barry  Elliot","http://dbpedia.org/resource/Barry_Elliot_(footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Jorge Flores","http://dbpedia.org/resource/Jorge_Flores_(soccer)","Boston Bulldogs","http://dbpedia.org/resource/Boston_Bulldogs_(soccer)"
"Tommy Walkerr","http://dbpedia.org/resource/Tommy_Walker_(footballer,_born_March_1952)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Edward B. Gallagherr","http://dbpedia.org/resource/Ed_Gallagher_(American_football,_born_1903)","New York Yankees","http://dbpedia.org/resource/New_York_Yankees_(NFL)"
"Shawn Evanss","http://dbpedia.org/resource/Shawn_Evans_(lacrosse)","Peterborough Lakers","http://dbpedia.org/resource/Peterborough_Lakers_(MSL)"
"Ian Clarke","http://dbpedia.org/resource/Ian_Clarke_(soccer)","St. Louis Ambush","http://dbpedia.org/resource/St._Louis_Ambush_(NPSL)"
"Ben Lewiss","http://dbpedia.org/resource/Ben_Lewis_(rugby_union)","Ospreys","http://dbpedia.org/resource/Ospreys_(rugby_team)"
"Craig Allenn","http://dbpedia.org/resource/Craig_Allen_(footballer)","New Jersey Rockets","http://dbpedia.org/resource/New_Jersey_Rockets_(MISL)"
"Paul Wrightt","http://dbpedia.org/resource/Paul_Wright_(soccer)","San Diego Sockers","http://dbpedia.org/resource/San_Diego_Sockers_(2001–04)"
"Alan Davidsonn","http://dbpedia.org/resource/Alan_Davidson_(Scottish_footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"James Hamilton","http://dbpedia.org/resource/James_Hamilton_(Scottish_footballer)","Airdrieonians F.C.","http://dbpedia.org/resource/Airdrieonians_F.C._(1878)"
"Peter Bennett","http://dbpedia.org/resource/Peter_Bennett_(English_footballer)","St. Louis Stars","http://dbpedia.org/resource/St._Louis_Stars_(soccer)"
"Walter Brucee","http://dbpedia.org/resource/Walter_Bruce_(Northern_Irish_footballer)","Detroit Cougars","http://dbpedia.org/resource/Detroit_Cougars_(soccer)"
"Tony Powell","http://dbpedia.org/resource/Tony_Powell_(footballer)","Seattle Sounders","http://dbpedia.org/resource/Seattle_Sounders_(1974–83)"
"Pat Bakerr","http://dbpedia.org/resource/Pat_Baker_(lacrosse)","Peterborough Lakers","http://dbpedia.org/resource/Peterborough_Lakers_(MSL)"
"Stephen Grant","http://dbpedia.org/resource/Stephen_Grant_(footballer)","Boston Bulldogs","http://dbpedia.org/resource/Boston_Bulldogs_(soccer)"
