"Rank","Brand","Brand__URI","Value","Industry","Industry__URI"
"45","T-Mobile","http://dbpedia.org/resource/T-Mobile","11870","Telecom","http://dbpedia.org/resource/Telecommunication"
"46","Budweiser","http://dbpedia.org/resource/Anheuser-Busch","11724","F&D&T",""
"47","Pepsi","http://dbpedia.org/resource/PepsiCo","11484","F&D&T",""
"48","Starbucks","http://dbpedia.org/resource/Starbucks","11077","F&D&T",""
"49","Nissan","http://dbpedia.org/resource/Nissan_Motor_Company","10915","Cars","http://dbpedia.org/resource/Automotive_industry"
"50","Carrefour","http://dbpedia.org/resource/Carrefour","10803","Retail","http://dbpedia.org/resource/Retail_industry"
"51","Nike","http://dbpedia.org/resource/Nike,_Inc.","10783","Apparel","http://dbpedia.org/resource/Apparel_industry"
"52","L'Or?al","http://dbpedia.org/resource/L'Oréal","10692","Personal Care","http://dbpedia.org/resource/Personal_Care"
"53","Morgan Stanley","http://dbpedia.org/resource/Morgan_Stanley","10619","Finance","http://dbpedia.org/resource/Finance_industry"
"54","Wachovia","http://dbpedia.org/resource/Wachovia","10228","Finance","http://dbpedia.org/resource/Finance_industry"
"55","Merrill Lynch","http://dbpedia.org/resource/Merrill_Lynch","10073","Finance","http://dbpedia.org/resource/Finance_industry"
"56","Harley-Davidson","http://dbpedia.org/resource/Harley-Davidson","9955","Cars","http://dbpedia.org/resource/Automotive_industry"
"57","Canon","http://dbpedia.org/resource/Canon_Inc.","9908","Technology","http://dbpedia.org/resource/Technology"
"58","Accenture","http://dbpedia.org/resource/Accenture","9786","Software","http://dbpedia.org/resource/Software"
"59","Chase","http://dbpedia.org/resource/Chase_(bank)","9716","Bank","http://dbpedia.org/resource/Banking_industry"
"60","SAP","http://dbpedia.org/resource/SAP_AG","9574","Software","http://dbpedia.org/resource/Software"
"61","UBS","http://dbpedia.org/resource/UBS","9541","Bank","http://dbpedia.org/resource/Banking_industry"
"62","Orange","http://dbpedia.org/resource/Orange_(telecommunications)","9431","Telecom","http://dbpedia.org/resource/Telecommunication"
"63","Sony","http://dbpedia.org/resource/Sony","9358","Technology","http://dbpedia.org/resource/Technology"
"64","Motorola","http://dbpedia.org/resource/Motorola","9072","Technology","http://dbpedia.org/resource/Technology"
"65","Goldman Sachs","http://dbpedia.org/resource/Goldman_Sachs","8863","Finance","http://dbpedia.org/resource/Finance_industry"
"66","FedEx","http://dbpedia.org/resource/FedEx","8240","Retail","http://dbpedia.org/resource/Retail_industry"
"67","H&M","http://dbpedia.org/resource/H&M","8022","Apparel","http://dbpedia.org/resource/Apparel_industry"
"68","State Farm","http://dbpedia.org/resource/State_Farm_Insurance","7905","Finance","http://dbpedia.org/resource/Finance_industry"
"69","IKEA","http://dbpedia.org/resource/IKEA","7206","Retail","http://dbpedia.org/resource/Retail_industry"
"70","JP Morgan","http://dbpedia.org/resource/JPMorgan_Chase","7078","Finance","http://dbpedia.org/resource/Finance_industry"
"71","VW","http://dbpedia.org/resource/Volkswagen","6793","Cars","http://dbpedia.org/resource/Automotive_industry"
"72","Siemens","http://dbpedia.org/resource/Siemens","6741","Technology","http://dbpedia.org/resource/Technology"
"73","Cingular","http://dbpedia.org/resource/Cingular","6680","Telecom","http://dbpedia.org/resource/Telecommunication"
"74","Avon","http://dbpedia.org/resource/Avon_Products","6598","Personal Care","http://dbpedia.org/resource/Personal_Care"
"75","Chanel","http://dbpedia.org/resource/Chanel","6499","Luxury","http://dbpedia.org/resource/Luxury_good"
"76","ING","http://dbpedia.org/resource/ING_Group","6353","Bank","http://dbpedia.org/resource/Banking_industry"
"77","Target","http://dbpedia.org/resource/Target_Corporation","6135","Retail","http://dbpedia.org/resource/Retail_industry"
"78","Amazon","http://dbpedia.org/resource/Amazon.com","5983","Software","http://dbpedia.org/resource/Software"
"79","Colgate","http://dbpedia.org/resource/Colgate-Palmolive","5839","Personal Care","http://dbpedia.org/resource/Personal_Care"
"80","AIG","http://dbpedia.org/resource/American_International_Group","5665","Finance","http://dbpedia.org/resource/Finance_industry"
"81","Wrigley's","http://dbpedia.org/resource/Wrigley_Company","5550","F&D&T",""
"82","Cartier","http://dbpedia.org/resource/Cartier_(jeweler)","5548","Luxury","http://dbpedia.org/resource/Luxury_good"
"83","BP","http://dbpedia.org/resource/BP","5470","Oil & Gas","http://dbpedia.org/resource/Oil_and_gas_industry"
"84","Auchan","http://dbpedia.org/resource/Auchan","5354","Retail","http://dbpedia.org/resource/Retail_industry"
"85","Electronic Arts","http://dbpedia.org/resource/Electronic_Arts","5300","Software","http://dbpedia.org/resource/Software"
"86","Renault","http://dbpedia.org/resource/Renault","5173","Cars","http://dbpedia.org/resource/Automotive_industry"
"87","Zara","http://dbpedia.org/resource/Zara_(retailer)","5112","Apparel","http://dbpedia.org/resource/Apparel_industry"
"88","Barclays","http://dbpedia.org/resource/Barclays","5070","Bank","http://dbpedia.org/resource/Banking_industry"
"89","Lexus","http://dbpedia.org/resource/Lexus","5050","Cars","http://dbpedia.org/resource/Automotive_industry"
"90","Rolex","http://dbpedia.org/resource/Rolex","4925","Luxury","http://dbpedia.org/resource/Luxury_good"
"91","Allstate","http://dbpedia.org/resource/Allstate","4842","Finance","http://dbpedia.org/resource/Finance_industry"
"92","Herm?s","http://dbpedia.org/resource/Hermès","4830","Luxury","http://dbpedia.org/resource/Luxury_good"
"93","Caterpillar","http://dbpedia.org/resource/Caterpillar_Inc.","4747","Technology","http://dbpedia.org/resource/Technology"
"94","Mizuho","http://dbpedia.org/resource/Mizuho_Financial_Group","4740","Bank","http://dbpedia.org/resource/Banking_industry"
"95","WaMu","http://dbpedia.org/resource/Washington_Mutual","4686","Bank","http://dbpedia.org/resource/Banking_industry"
"96","Asda","http://dbpedia.org/resource/Asda","4650","Retail","http://dbpedia.org/resource/Retail_industry"
"97","Mitsui Sumitomo","http://dbpedia.org/resource/Sumitomo_Mitsui_Banking_Corporation","4528","Finance","http://dbpedia.org/resource/Finance_industry"
"98","Gucci","http://dbpedia.org/resource/Gucci","4370","Luxury","http://dbpedia.org/resource/Luxury_good"
"99","Esprit","http://dbpedia.org/resource/Esprit_Holdings","4206","Apparel","http://dbpedia.org/resource/Apparel_industry"
"100","Hennessy","http://dbpedia.org/resource/Hennessy","4191","Luxury","http://dbpedia.org/resource/Luxury_good"
