"name","name__URI","birthDate","birthPlace","birthPlace__URI","region","region__URI","country","country__URI"
"Viper","http://dbpedia.org/resource/Viper_(actress)","1959-09-12","Oak Ridge","http://dbpedia.org/resource/Oak_Ridge,_Tennessee","Roane County, Tennessee","http://dbpedia.org/resource/Roane_County,_Tennessee","United Statesss","http://dbpedia.org/resource/United_States"
"Mark Dalton","http://dbpedia.org/resource/Mark_Dalton_(actor)","1980-03-06","Denton","http://dbpedia.org/resource/Denton,_Texas","Teexas","http://dbpedia.org/resource/Texas","Unnited Statess","http://dbpedia.org/resource/United_States"
"Midori","http://dbpedia.org/resource/Midori_(actress)","1968-07-19","Durham","http://dbpedia.org/resource/Durham,_North_Carolina","Durham County, North Carolinaa","http://dbpedia.org/resource/Durham_County,_North_Carolina","Unnited Statess","http://dbpedia.org/resource/United_States"
"Midori","http://dbpedia.org/resource/Midori_(actress)","1968-07-19","Durham","http://dbpedia.org/resource/Durham,_North_Carolina","Orange County, North Carolina","http://dbpedia.org/resource/Orange_County,_North_Carolina","United Statesss","http://dbpedia.org/resource/United_States"
"Viper","http://dbpedia.org/resource/Viper_(actress)","1959-09-12","Oak Ridge","http://dbpedia.org/resource/Oak_Ridge,_Tennessee","Tennesseee","http://dbpedia.org/resource/Tennessee","United Statesss","http://dbpedia.org/resource/United_States"
"Midori","http://dbpedia.org/resource/Midori_(actress)","1968-07-19","Durham","http://dbpedia.org/resource/Durham,_North_Carolina","Wake County, North Carolina","http://dbpedia.org/resource/Wake_County,_North_Carolina","Unnitedd States","http://dbpedia.org/resource/United_States"
"Wayne Stevens","http://dbpedia.org/resource/Wayne_Stevens_(basketball)","1936-06-19","Chillicothe","http://dbpedia.org/resource/Chillicothe,_Ohio","Ross County, Ohio","http://dbpedia.org/resource/Ross_County,_Ohio","United SStatess","http://dbpedia.org/resource/United_States"
"James Whitley","http://dbpedia.org/resource/James_Whitley_(American_football)","1979-05-13","Decatur","http://dbpedia.org/resource/Decatur,_Illinois","Illinois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"Kevin McKee","http://dbpedia.org/resource/Kevin_McKee_(sledge_hockey)","1990-02-11","Davenport","http://dbpedia.org/resource/Davenport,_Iowa","Scott County, Iowaa","http://dbpedia.org/resource/Scott_County,_Iowa","United Statess","http://dbpedia.org/resource/United_States"
"Wayne Stevens","http://dbpedia.org/resource/Wayne_Stevens_(basketball)","1936-06-19","Chillicothe","http://dbpedia.org/resource/Chillicothe,_Ohio","Ohio","http://dbpedia.org/resource/Ohio","United Statess","http://dbpedia.org/resource/United_States"
"Kevin McKee","http://dbpedia.org/resource/Kevin_McKee_(sledge_hockey)","1990-02-11","Davenport","http://dbpedia.org/resource/Davenport,_Iowa","Iowaa","http://dbpedia.org/resource/Iowa","United  States","http://dbpedia.org/resource/United_States"
"Michael Simms","http://dbpedia.org/resource/Michael_Simms_(boxer)","1974-07-26","Sacramento","http://dbpedia.org/resource/Sacramento,_California","Californiaa","http://dbpedia.org/resource/California","Unitted Statess","http://dbpedia.org/resource/United_States"
"James McBride","http://dbpedia.org/resource/James_McBride_(politician)","1802-02-09","Nashville","http://dbpedia.org/resource/Nashville,_Tennessee","Tennesseee","http://dbpedia.org/resource/Tennessee","United Statess","http://dbpedia.org/resource/United_States"
"James McBride","http://dbpedia.org/resource/James_McBride_(politician)","1802-02-09","Nashville","http://dbpedia.org/resource/Nashville,_Tennessee","Davidson County, Tennessee","http://dbpedia.org/resource/Davidson_County,_Tennessee","United Sttates","http://dbpedia.org/resource/United_States"
"Joe Harris","http://dbpedia.org/resource/Joe_Harris_(American_football)","1952-12-06","Fayetteville","http://dbpedia.org/resource/Fayetteville,_North_Carolina","North Carolina","http://dbpedia.org/resource/North_Carolina","United Statesss","http://dbpedia.org/resource/United_States"
"George Benson","http://dbpedia.org/resource/George_Benson_(American_football)","1919-05-07","Madison","http://dbpedia.org/resource/Madison,_Indiana","Jefferson County, Indianaa","http://dbpedia.org/resource/Jefferson_County,_Indiana","Uniited Stattes","http://dbpedia.org/resource/United_States"
"Leonard Johnson","http://dbpedia.org/resource/Leonard_Johnson_(American_football)","1990-03-30","Clearwater","http://dbpedia.org/resource/Clearwater,_Florida","Florida","http://dbpedia.org/resource/Florida","United Statesss","http://dbpedia.org/resource/United_States"
"Robert Thomas","http://dbpedia.org/resource/Robert_Thomas_(fullback)","1974-12-01","Jacksonville","http://dbpedia.org/resource/Jacksonville,_Arkansas","Arkanssas","http://dbpedia.org/resource/Arkansas","United Statess","http://dbpedia.org/resource/United_States"
"John Kirby","http://dbpedia.org/resource/John_Kirby_(American_football)","1942-05-30","David City","http://dbpedia.org/resource/David_City,_Nebraska","Nebraaska","http://dbpedia.org/resource/Nebraska","United Statess","http://dbpedia.org/resource/United_States"
"Mark Murphy","http://dbpedia.org/resource/Mark_Murphy_(safety,_born_1958)","1958-04-22","Canton","http://dbpedia.org/resource/Canton,_Ohio","Ohio","http://dbpedia.org/resource/Ohio","United States","http://dbpedia.org/resource/United_States"
"Robert Baker","http://dbpedia.org/resource/Robert_Baker_(gridiron_football)","1976-03-14","Gainesville","http://dbpedia.org/resource/Gainesville,_Florida","Alachua County, Florida","http://dbpedia.org/resource/Alachua_County,_Florida","United States","http://dbpedia.org/resource/United_States"
"Scott Adams","http://dbpedia.org/resource/Scott_Adams_(American_football)","1966-09-28","Lake City","http://dbpedia.org/resource/Lake_City,_Florida","Florida","http://dbpedia.org/resource/Florida","Uniteed Stattes","http://dbpedia.org/resource/United_States"
"James Joseph","http://dbpedia.org/resource/James_Joseph_(American_football)","1967-10-28","Phenix City","http://dbpedia.org/resource/Phenix_City,_Alabama","Allabama","http://dbpedia.org/resource/Alabama","United Statess","http://dbpedia.org/resource/United_States"
"Joel Parker","http://dbpedia.org/resource/Joel_Parker_(American_football)","1952-04-23","Louisville","http://dbpedia.org/resource/Louisville,_Kentucky","Kentuckyy","http://dbpedia.org/resource/Kentucky","United Statess","http://dbpedia.org/resource/United_States"
"Ed Shaw","http://dbpedia.org/resource/Ed_Shaw_(American_football)","1895-08-07","Tecumseh","http://dbpedia.org/resource/Tecumseh,_Nebraska","Johnson Coounty, Nebraska","http://dbpedia.org/resource/Johnson_County,_Nebraska","United Statesss","http://dbpedia.org/resource/United_States"
"Christian Thompson","http://dbpedia.org/resource/Christian_Thompson_(American_football)","1990-06-14","Melbourne","http://dbpedia.org/resource/Melbourne,_Florida","Florida","http://dbpedia.org/resource/Florida","United Stateess","http://dbpedia.org/resource/United_States"
"George Foster","http://dbpedia.org/resource/George_Foster_(American_football)","1980-06-09","Macon","http://dbpedia.org/resource/Macon,_Georgia","Georgia (U.S. state))","http://dbpedia.org/resource/Georgia_(U.S._state)","United SStates","http://dbpedia.org/resource/United_States"
"Preston Jones","http://dbpedia.org/resource/Preston_Jones_(gridiron_football)","1970-07-03","Anderson","http://dbpedia.org/resource/Anderson,_South_Carolina","South Carolinaa","http://dbpedia.org/resource/South_Carolina","United States","http://dbpedia.org/resource/United_States"
"George Foster","http://dbpedia.org/resource/George_Foster_(American_football)","1980-06-09","Macon","http://dbpedia.org/resource/Macon,_Georgia","Bibb County,  Georgia","http://dbpedia.org/resource/Bibb_County,_Georgia","United Statesss","http://dbpedia.org/resource/United_States"
"Tony Baker","http://dbpedia.org/resource/Tony_Baker_(running_back,_born_1964)","1964-06-11","High Point","http://dbpedia.org/resource/High_Point,_North_Carolina","Forsyth County, North Carolinaa","http://dbpedia.org/resource/Forsyth_County,_North_Carolina","United Statesss","http://dbpedia.org/resource/United_States"
"Roy Bennett","http://dbpedia.org/resource/Roy_Bennett_(gridiron_football)","1961-07-05","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Shellby County, Alabama","http://dbpedia.org/resource/Shelby_County,_Alabama","Uniited States","http://dbpedia.org/resource/United_States"
"Tom McNamara","http://dbpedia.org/resource/Tom_McNamara_(American_football)","1897-08-31","Worcester","http://dbpedia.org/resource/Worcester,_Massachusetts","Worcester County, Massachusettts","http://dbpedia.org/resource/Worcester_County,_Massachusetts","United Statesss","http://dbpedia.org/resource/United_States"
"Richard Harvey","http://dbpedia.org/resource/Richard_Harvey_(American_football)","1966-09-11","Pascagoula","http://dbpedia.org/resource/Pascagoula,_Mississippi","Mississippii","http://dbpedia.org/resource/Mississippi","United States","http://dbpedia.org/resource/United_States"
"Andrew Brown","http://dbpedia.org/resource/Andrew_Brown_(American_football)","1995-12-30","Chesapeake","http://dbpedia.org/resource/Chesapeake,_Virginia","Virginiaa","http://dbpedia.org/resource/Virginia","United Statesss","http://dbpedia.org/resource/United_States"
"Kevin Mitchell","http://dbpedia.org/resource/Kevin_Mitchell_(linebacker)","1971-01-01","Harrisburg","http://dbpedia.org/resource/Harrisburg,_Pennsylvania","Cumberland County, Pennsylvaniaa","http://dbpedia.org/resource/Cumberland_County,_Pennsylvania","United Stattess","http://dbpedia.org/resource/United_States"
"Kevin Mitchell","http://dbpedia.org/resource/Kevin_Mitchell_(linebacker)","1971-01-01","Harrisburg","http://dbpedia.org/resource/Harrisburg,_Pennsylvania","Pennsylvaniaa","http://dbpedia.org/resource/Pennsylvania","Uniited Statess","http://dbpedia.org/resource/United_States"
"John Miller","http://dbpedia.org/resource/John_Miller_(offensive_lineman,_born_1934)","1934-02-01","Lowell","http://dbpedia.org/resource/Lowell,_Massachusetts","Middlesex County, Massachusettss","http://dbpedia.org/resource/Middlesex_County,_Massachusetts","United Statesss","http://dbpedia.org/resource/United_States"
"Steve Miller","http://dbpedia.org/resource/Steve_Miller_(defensive_end)","1992-02-28","Canton","http://dbpedia.org/resource/Canton,_Ohio","Stark County, Ohioo","http://dbpedia.org/resource/Stark_County,_Ohio","United States","http://dbpedia.org/resource/United_States"
"John Miller","http://dbpedia.org/resource/John_Miller_(offensive_lineman,_born_1934)","1934-02-01","Lowell","http://dbpedia.org/resource/Lowell,_Massachusetts","Massachusettss","http://dbpedia.org/resource/Massachusetts","United Statess","http://dbpedia.org/resource/United_States"
"Eric Hicks","http://dbpedia.org/resource/Eric_Hicks_(basketball)","1983-11-27","Greensboro","http://dbpedia.org/resource/Greensboro,_North_Carolina","North Carolina","http://dbpedia.org/resource/North_Carolina","United Statesss","http://dbpedia.org/resource/United_States"
"Hugh Douglas","http://dbpedia.org/resource/Hugh_Douglas_(American_football)","1971-08-23","Mansfield","http://dbpedia.org/resource/Mansfield,_Ohio","Richland County, Ohio","http://dbpedia.org/resource/Richland_County,_Ohio","United Statesss","http://dbpedia.org/resource/United_States"
"Eric Alexander","http://dbpedia.org/resource/Eric_Alexander_(American_football)","1982-02-08","Tyler","http://dbpedia.org/resource/Tyler,_Texas","Smith County, Texass","http://dbpedia.org/resource/Smith_County,_Texas","United Statess","http://dbpedia.org/resource/United_States"
"Craig James","http://dbpedia.org/resource/Craig_James_(American_football)","1961-01-02","Jacksonville","http://dbpedia.org/resource/Jacksonville,_Texas","Texass","http://dbpedia.org/resource/Texas","United Statess","http://dbpedia.org/resource/United_States"
"Michael Palmer","http://dbpedia.org/resource/Michael_Palmer_(American_football)","1988-01-18","Tucker","http://dbpedia.org/resource/Tucker,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","UUnited Statess","http://dbpedia.org/resource/United_States"
"Kris Wilson","http://dbpedia.org/resource/Kris_Wilson_(American_football)","1981-08-22","Harrisburg","http://dbpedia.org/resource/Harrisburg,_Pennsylvania","Cumberland County, Pennsylvaniaa","http://dbpedia.org/resource/Cumberland_County,_Pennsylvania","United Stattes","http://dbpedia.org/resource/United_States"
"Richmond McDavid Flowers, Jr.","http://dbpedia.org/resource/Richmond_Flowers_(American_football)","1947-06-13","Dothan","http://dbpedia.org/resource/Dothan,_Alabama","Alabamaa","http://dbpedia.org/resource/Alabama","United Staates","http://dbpedia.org/resource/United_States"
"Scott Ross","http://dbpedia.org/resource/Scott_Ross_(American_football)","1968-12-07","Sacramento","http://dbpedia.org/resource/Sacramento,_California","Californiaa","http://dbpedia.org/resource/California","United Stateess","http://dbpedia.org/resource/United_States"
"Kyle Williams","http://dbpedia.org/resource/Kyle_Williams_(wide_receiver)","1988-07-19","San Jose","http://dbpedia.org/resource/San_Jose,_California","Californiaa","http://dbpedia.org/resource/California","United Statesss","http://dbpedia.org/resource/United_States"
"Jerry Johnson","http://dbpedia.org/resource/Jerry_Johnson_(running_back)","1894-03-22","Linn Grove","http://dbpedia.org/resource/Linn_Grove,_Iowa","Ioowa","http://dbpedia.org/resource/Iowa","United Statess","http://dbpedia.org/resource/United_States"
"James Whalen","http://dbpedia.org/resource/James_Whalen_(American_football)","1977-12-11","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United SStates","http://dbpedia.org/resource/United_States"
"James Harris","http://dbpedia.org/resource/James_Harris_(linebacker)","1982-06-02","Albany","http://dbpedia.org/resource/Albany,_Georgia","Dougherty County, Georgiaa","http://dbpedia.org/resource/Dougherty_County,_Georgia","United States","http://dbpedia.org/resource/United_States"
"Rod Smith","http://dbpedia.org/resource/Rod_Smith_(wide_receiver)","1970-05-15","Texarkana","http://dbpedia.org/resource/Texarkana,_Arkansas","Miller County, Arkansass","http://dbpedia.org/resource/Miller_County,_Arkansas","United Statess","http://dbpedia.org/resource/United_States"
"Steve Nemeth","http://dbpedia.org/resource/Steve_Nemeth_(gridiron_football)","1922-12-10","South Bend","http://dbpedia.org/resource/South_Bend,_Indiana","Indianaa","http://dbpedia.org/resource/Indiana","United Statess","http://dbpedia.org/resource/United_States"
"Billy Taylor","http://dbpedia.org/resource/Billy_Taylor_(running_back,_born_1950)","1950-07-24","Hoxie","http://dbpedia.org/resource/Hoxie,_Arkansas","Arkansass","http://dbpedia.org/resource/Arkansas","United States","http://dbpedia.org/resource/United_States"
"James McDonald","http://dbpedia.org/resource/James_McDonald_(American_football)","1961-03-29","Long Beach","http://dbpedia.org/resource/Long_Beach,_California","Californiaa","http://dbpedia.org/resource/California","United Sttatess","http://dbpedia.org/resource/United_States"
"Jimmy Smith","http://dbpedia.org/resource/Jimmy_Smith_(running_back)","1960-09-25","Kankakee","http://dbpedia.org/resource/Kankakee,_Illinois","Illinoiss","http://dbpedia.org/resource/Illinois","United Statesss","http://dbpedia.org/resource/United_States"
"Kevin Johnson","http://dbpedia.org/resource/Kevin_Johnson_(wide_receiver)","1976-07-15","Trenton","http://dbpedia.org/resource/Trenton,_New_Jersey","New Jerseyy","http://dbpedia.org/resource/New_Jersey","Uniited States","http://dbpedia.org/resource/United_States"
"Jimmy Smith","http://dbpedia.org/resource/Jimmy_Smith_(running_back)","1960-09-25","Kankakee","http://dbpedia.org/resource/Kankakee,_Illinois","Kankakee Countyy, Illinois","http://dbpedia.org/resource/Kankakee_County,_Illinois","United Stttates","http://dbpedia.org/resource/United_States"
"Tim Harris","http://dbpedia.org/resource/Tim_Harris_(running_back)","1961-06-25","Compton","http://dbpedia.org/resource/Compton,_California","California","http://dbpedia.org/resource/California","United Stateess","http://dbpedia.org/resource/United_States"
"Tyrell Johnson","http://dbpedia.org/resource/Tyrell_Johnson_(American_football)","1985-05-19","Rison","http://dbpedia.org/resource/Rison,_Arkansas","Cleveland County, Arkansass","http://dbpedia.org/resource/Cleveland_County,_Arkansas","United States","http://dbpedia.org/resource/United_States"
"Ernie Jones","http://dbpedia.org/resource/Ernie_Jones_(wide_receiver)","1964-12-15","Elkhart","http://dbpedia.org/resource/Elkhart,_Indiana","Elkhart Countyy, Indiana","http://dbpedia.org/resource/Elkhart_County,_Indiana","United Statesss","http://dbpedia.org/resource/United_States"
"Calvin Russell","http://dbpedia.org/resource/Calvin_Russell_(American_football)","1983-06-14","Fairburn","http://dbpedia.org/resource/Fairburn,_Georgia","Fulton County, Georgia","http://dbpedia.org/resource/Fulton_County,_Georgia","United Statess","http://dbpedia.org/resource/United_States"
"William Hayes","http://dbpedia.org/resource/William_Hayes_(American_football)","1985-05-02","High Point","http://dbpedia.org/resource/High_Point,_North_Carolina","Guilford County, North Carolina","http://dbpedia.org/resource/Guilford_County,_North_Carolina","United Statess","http://dbpedia.org/resource/United_States"
"Malcolm Brown","http://dbpedia.org/resource/Malcolm_Brown_(American_football)","1993-05-15","Biloxi","http://dbpedia.org/resource/Biloxi,_Mississippi","Harrison County, Mississipppi","http://dbpedia.org/resource/Harrison_County,_Mississippi","Unitted Statess","http://dbpedia.org/resource/United_States"
"Bryan Smith","http://dbpedia.org/resource/Bryan_Smith_(American_football)","1983-11-29","Newton","http://dbpedia.org/resource/Newton,_Texas","Newton County, Texas","http://dbpedia.org/resource/Newton_County,_Texas","United Statesss","http://dbpedia.org/resource/United_States"
"Brandon Williams","http://dbpedia.org/resource/Brandon_Williams_(defensive_tackle)","1989-02-21","Kirkwood","http://dbpedia.org/resource/Kirkwood,_Missouri","St. Louis County, Missourii","http://dbpedia.org/resource/St._Louis_County,_Missouri","Unitted Sttates","http://dbpedia.org/resource/United_States"
"Richie Cunningham","http://dbpedia.org/resource/Richie_Cunningham_(American_football)","1970-08-18","Houma","http://dbpedia.org/resource/Houma,_Louisiana","Terrebonne Parish, Louisiana","http://dbpedia.org/resource/Terrebonne_Parish,_Louisiana","United Statesss","http://dbpedia.org/resource/United_States"
"Paul Collins","http://dbpedia.org/resource/Paul_Collins_(American_football)","1907-10-31","Danbury","http://dbpedia.org/resource/Danbury,_Iowa","Woodbury County, Iowaa","http://dbpedia.org/resource/Woodbury_County,_Iowa","United Statess","http://dbpedia.org/resource/United_States"
"Brett Williams (American football)","http://dbpedia.org/resource/Brett_Williams_(offensive_lineman)","1980-05-02","Kissimmee","http://dbpedia.org/resource/Kissimmee,_Florida","Floridaa","http://dbpedia.org/resource/Florida","United Statess","http://dbpedia.org/resource/United_States"
"Robert Kent","http://dbpedia.org/resource/Robert_Kent_(quarterback)","1980-10-06","Indianola","http://dbpedia.org/resource/Indianola,_Mississippi","Mississippi","http://dbpedia.org/resource/Mississippi","UUnited Statess","http://dbpedia.org/resource/United_States"
"Richard Shelton","http://dbpedia.org/resource/Richard_Shelton_(American_football)","1966-01-02","Marietta","http://dbpedia.org/resource/Marietta,_Georgia","Georgia (U.S. state))","http://dbpedia.org/resource/Georgia_(U.S._state)","United Statesss","http://dbpedia.org/resource/United_States"
"Mike Reilly","http://dbpedia.org/resource/Mike_Reilly_(linebacker)","1942-03-27","Dubuque","http://dbpedia.org/resource/Dubuque,_Iowa","Dubuque County, Iowaa","http://dbpedia.org/resource/Dubuque_County,_Iowa","United Statess","http://dbpedia.org/resource/United_States"
"Jason Johnson","http://dbpedia.org/resource/Jason_Johnson_(quarterback)","1979-12-07","Tacoma","http://dbpedia.org/resource/Tacoma,_Washington","Pierce County, Washingtonn","http://dbpedia.org/resource/Pierce_County,_Washington","United Statesss","http://dbpedia.org/resource/United_States"
"Richard Todd","http://dbpedia.org/resource/Richard_Todd_(American_football)","1953-11-19","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Shelby County, Alabama","http://dbpedia.org/resource/Shelby_County,_Alabama","United  States","http://dbpedia.org/resource/United_States"
"John Brewer","http://dbpedia.org/resource/John_Brewer_(American_football,_born_1906)","1906-04-06","Griffin","http://dbpedia.org/resource/Griffin,_Georgia","Spalding County,  Georgia","http://dbpedia.org/resource/Spalding_County,_Georgia","United Statesss","http://dbpedia.org/resource/United_States"
"Mark Thomas","http://dbpedia.org/resource/Mark_Thomas_(American_football)","1969-05-06","Lilburn","http://dbpedia.org/resource/Lilburn,_Georgia","Georgia (U.S. state))","http://dbpedia.org/resource/Georgia_(U.S._state)","United Statesss","http://dbpedia.org/resource/United_States"
"Tony Davis","http://dbpedia.org/resource/Tony_Davis_(running_back)","1953-01-21","Tecumseh","http://dbpedia.org/resource/Tecumseh,_Nebraska","Nebraska","http://dbpedia.org/resource/Nebraska","United Statesss","http://dbpedia.org/resource/United_States"
"Bob Gaudio","http://dbpedia.org/resource/Bob_Gaudio_(American_football)","1925-07-13","Ashtabula","http://dbpedia.org/resource/Ashtabula,_Ohio","Ohio","http://dbpedia.org/resource/Ohio","United Staatess","http://dbpedia.org/resource/United_States"
"Terry Jackson","http://dbpedia.org/resource/Terry_Jackson_(cornerback)","1955-12-09","Sherman","http://dbpedia.org/resource/Sherman,_Texas","Grayyson County, Texas","http://dbpedia.org/resource/Grayson_County,_Texas","United Stattes","http://dbpedia.org/resource/United_States"
"Tony Davis","http://dbpedia.org/resource/Tony_Davis_(running_back)","1953-01-21","Tecumseh","http://dbpedia.org/resource/Tecumseh,_Nebraska","Johnson County, Nebraskaa","http://dbpedia.org/resource/Johnson_County,_Nebraska","Unitedd States","http://dbpedia.org/resource/United_States"
"Michael Thompson","http://dbpedia.org/resource/Michael_Thompson_(American_football)","1977-02-11","Savannah","http://dbpedia.org/resource/Savannah,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","Unitedd States","http://dbpedia.org/resource/United_States"
"Patrick Johnson","http://dbpedia.org/resource/Patrick_Johnson_(wide_receiver)","1976-08-10","Gainesville","http://dbpedia.org/resource/Gainesville,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","Uniited Statess","http://dbpedia.org/resource/United_States"
"Chris Cook","http://dbpedia.org/resource/Chris_Cook_(American_football)","1987-02-15","Lynchburg","http://dbpedia.org/resource/Lynchburg,_Virginia","Virginiaa","http://dbpedia.org/resource/Virginia","United Statess","http://dbpedia.org/resource/United_States"
"Colin Brown","http://dbpedia.org/resource/Colin_Brown_(American_football)","1985-08-29","Chillicothe","http://dbpedia.org/resource/Chillicothe,_Missouri","Missourii","http://dbpedia.org/resource/Missouri","United Statesss","http://dbpedia.org/resource/United_States"
"Michael Thompson","http://dbpedia.org/resource/Michael_Thompson_(American_football)","1977-02-11","Savannah","http://dbpedia.org/resource/Savannah,_Georgia","Chatham County, Georgia","http://dbpedia.org/resource/Chatham_County,_Georgia","United Statess","http://dbpedia.org/resource/United_States"
"Bill Collins","http://dbpedia.org/resource/Bill_Collins_(American_football)","1901-10-20","Madison","http://dbpedia.org/resource/Madison,_Wisconsin","Wisconsinn","http://dbpedia.org/resource/Wisconsin","Unitedd Statess","http://dbpedia.org/resource/United_States"
"Andrew Adams","http://dbpedia.org/resource/Andrew_Adams_(American_football)","1992-10-28","Fayetteville","http://dbpedia.org/resource/Fayetteville,_Georgia","Georgia (U.S. state))","http://dbpedia.org/resource/Georgia_(U.S._state)","Unitted Statess","http://dbpedia.org/resource/United_States"
"Terry Owens","http://dbpedia.org/resource/Terry_Owens_(American_football)","1944-07-05","Jasper","http://dbpedia.org/resource/Jasper,_Alabama","Alabamaa","http://dbpedia.org/resource/Alabama","United Statesss","http://dbpedia.org/resource/United_States"
