"name","name__URI","birthDate","birthPlace","birthPlace__URI","region","region__URI","country","country__URI"
"Nick Williamss","http://dbpedia.org/resource/Nick_Williams_(defensive_lineman)","1990-02-21","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabama","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Stan White","http://dbpedia.org/resource/Stan_White_(quarterback)","1971-08-14","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabama","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"William Barness","http://dbpedia.org/resource/William_Barnes_(baseball)","1919-12-29","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabama","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"David Dahl","http://dbpedia.org/resource/David_Dahl_(baseball)","1994-04-01","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabama","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Howard Murphyy","http://dbpedia.org/resource/Howard_Murphy_(baseball)","1882-01-01","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabama","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Ed Shaaw","http://dbpedia.org/resource/Ed_Shaw_(American_football)","1895-08-07","Tecumseh","http://dbpedia.org/resource/Tecumseh,_Nebraska","Johnson County, Nebraska","http://dbpedia.org/resource/Johnson_County,_Nebraska","United States","http://dbpedia.org/resource/United_States"
"Tony Davis","http://dbpedia.org/resource/Tony_Davis_(running_back)","1953-01-21","Tecumseh","http://dbpedia.org/resource/Tecumseh,_Nebraska","Johnson County, Nebraska","http://dbpedia.org/resource/Johnson_County,_Nebraska","United States","http://dbpedia.org/resource/United_States"
"David Landiss","http://dbpedia.org/resource/David_Landis_(politician)","1948-06-10","Lincoln","http://dbpedia.org/resource/Lincoln,_Nebraska","Lancaster County, Nebraska","http://dbpedia.org/resource/Lancaster_County,_Nebraska","United States","http://dbpedia.org/resource/United_States"
"Jerry Smitth","http://dbpedia.org/resource/Jerry_Smith_(American_football)","1943-07-19","Eugene","http://dbpedia.org/resource/Eugene,_Oregon","Lane County, Oregon","http://dbpedia.org/resource/Lane_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Greg Gary","http://dbpedia.org/resource/Greg_Gary_(basketball)","1970-02-14","Anderson","http://dbpedia.org/resource/Anderson,_Indiana","Madison County, Indiana","http://dbpedia.org/resource/Madison_County,_Indiana","United States","http://dbpedia.org/resource/United_States"
"Joe Courtneyy","http://dbpedia.org/resource/Joe_Courtney_(basketball)","1969-10-17","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Madison County, Mississippi","http://dbpedia.org/resource/Madison_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Aaron Harperr","http://dbpedia.org/resource/Aaron_Harper_(basketball)","1981-03-12","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Madison County, Mississippi","http://dbpedia.org/resource/Madison_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"James Robinson","http://dbpedia.org/resource/James_Robinson_(basketball)","1970-08-31","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Madison County, Mississippi","http://dbpedia.org/resource/Madison_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"James Langg","http://dbpedia.org/resource/James_Lang_(basketball)","1983-10-17","Mobile","http://dbpedia.org/resource/Mobile,_Alabama","Mobile County, Alabama","http://dbpedia.org/resource/Mobile_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Kevin Leee","http://dbpedia.org/resource/Kevin_Lee_(American_football)","1971-01-01","Mobile","http://dbpedia.org/resource/Mobile,_Alabama","Mobile County, Alabama","http://dbpedia.org/resource/Mobile_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"John Harms","http://dbpedia.org/resource/John_Harms_(Nebraska_politician)","1940-02-17","Bayard","http://dbpedia.org/resource/Bayard,_Nebraska","Morrill County, Nebraska","http://dbpedia.org/resource/Morrill_County,_Nebraska","United States","http://dbpedia.org/resource/United_States"
"Robertt Marx","http://dbpedia.org/resource/Robert_Marx_(fencer)","1956-09-25","Portland","http://dbpedia.org/resource/Portland,_Oregon","Multnomah County, Oregon","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Chris Garrett","http://dbpedia.org/resource/Chris_Garrett_(politician)","1973-12-26","Portland","http://dbpedia.org/resource/Portland,_Oregon","Multnomah County, Oregon","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"John Robinsonn","http://dbpedia.org/resource/John_Robinson_(American_actor)","1985-10-25","Portland","http://dbpedia.org/resource/Portland,_Oregon","Multnomah County, Oregon","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Robert Murray","http://dbpedia.org/resource/Robert_Murray_(Maine_politician)","1959-06-29","Bangor","http://dbpedia.org/resource/Bangor,_Maine","Penobscot County, Maine","http://dbpedia.org/resource/Penobscot_County,_Maine","United States","http://dbpedia.org/resource/United_States"
"James Robinsonn","http://dbpedia.org/resource/James_Robinson_(basketball)","1970-08-31","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Rankin County, Mississippi","http://dbpedia.org/resource/Rankin_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Glen Collins","http://dbpedia.org/resource/Glen_Collins_(American_football)","1959-07-10","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Rankin County, Mississippi","http://dbpedia.org/resource/Rankin_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"James Jones","http://dbpedia.org/resource/James_Jones_(defensive_lineman)","1969-02-06","Davenport","http://dbpedia.org/resource/Davenport,_Iowa","Scott County, Iowa","http://dbpedia.org/resource/Scott_County,_Iowa","United States","http://dbpedia.org/resource/United_States"
"Harry Hansenn","http://dbpedia.org/resource/Harry_Hansen_(author)","1884-12-26","Davenport","http://dbpedia.org/resource/Davenport,_Iowa","Scott County, Iowa","http://dbpedia.org/resource/Scott_County,_Iowa","United States","http://dbpedia.org/resource/United_States"
"Bob Fergusson","http://dbpedia.org/resource/Bob_Ferguson_(pitcher)","1919-04-18","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Shelby County, Alabama","http://dbpedia.org/resource/Shelby_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Michael Mortonn","http://dbpedia.org/resource/Michael_Morton_(American_football)","1960-02-06","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Shelby County, Alabama","http://dbpedia.org/resource/Shelby_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Richard Toddd","http://dbpedia.org/resource/Richard_Todd_(American_football)","1953-11-19","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Shelby County, Alabama","http://dbpedia.org/resource/Shelby_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Paul Williams","http://dbpedia.org/resource/Paul_Williams_(The_Temptations)","1939-07-02","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Shelby County, Alabama","http://dbpedia.org/resource/Shelby_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Jeff Smith","http://dbpedia.org/resource/Jeff_Smith_(baseball)","1974-06-07","Akron","http://dbpedia.org/resource/Akron,_Ohio","Summit County, Ohio","http://dbpedia.org/resource/Summit_County,_Ohio","United States","http://dbpedia.org/resource/United_States"
"Chris Martinn","http://dbpedia.org/resource/Chris_Martin_(baseball)","1986-06-02","Arlington","http://dbpedia.org/resource/Arlington,_Texas","Texas","http://dbpedia.org/resource/Texas","United States","http://dbpedia.org/resource/United_States"
"Seth Joones","http://dbpedia.org/resource/Seth_Jones_(ice_hockey)","1994-10-03","Arlington","http://dbpedia.org/resource/Arlington,_Texas","Texas","http://dbpedia.org/resource/Texas","United States","http://dbpedia.org/resource/United_States"
"Don Johnsonn","http://dbpedia.org/resource/Don_Johnson_(pitcher)","1926-11-12","Portland","http://dbpedia.org/resource/Portland,_Oregon","Washington County, Oregon","http://dbpedia.org/resource/Washington_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"James Allen","http://dbpedia.org/resource/James_Allen_(linebacker)","1979-11-11","Portland","http://dbpedia.org/resource/Portland,_Oregon","Washington County, Oregon","http://dbpedia.org/resource/Washington_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Bertt Hall","http://dbpedia.org/resource/Bert_Hall_(baseball)","1889-10-15","Portland","http://dbpedia.org/resource/Portland,_Oregon","Washington County, Oregon","http://dbpedia.org/resource/Washington_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Thomas Mann","http://dbpedia.org/resource/Thomas_Mann_(actor)","1991-09-27","Portland","http://dbpedia.org/resource/Portland,_Oregon","Washington County, Oregon","http://dbpedia.org/resource/Washington_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"George Evans","http://dbpedia.org/resource/George_Evans_(singer)","1963-01-23","Bloomington","http://dbpedia.org/resource/Bloomington,_Indiana","Indiana","http://dbpedia.org/resource/Indiana","United States","http://dbpedia.org/resource/United_States"
"Hal Smith","http://dbpedia.org/resource/Hal_Smith_(pitcher)","1902-06-30","Creston","http://dbpedia.org/resource/Creston,_Iowa","Iowa","http://dbpedia.org/resource/Iowa","United States","http://dbpedia.org/resource/United_States"
"John Dunlop","http://dbpedia.org/resource/John_Dunlop_(American_football)","1874-04-23","Cambridge","http://dbpedia.org/resource/Cambridge,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts","United States","http://dbpedia.org/resource/United_States"
"Terry Dobsonn","http://dbpedia.org/resource/Terry_Dobson_(aikidoka)","1937-06-09","Cambridge","http://dbpedia.org/resource/Cambridge,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts","United States","http://dbpedia.org/resource/United_States"
"Bobby Carpenterr","http://dbpedia.org/resource/Bobby_Carpenter_(ice_hockey)","1963-07-13","Beverly","http://dbpedia.org/resource/Beverly,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts","United States","http://dbpedia.org/resource/United_States"
"David Morse","http://dbpedia.org/resource/David_Morse_(actor)","1953-10-11","Beverly","http://dbpedia.org/resource/Beverly,_Massachusetts","Massachusetts","http://dbpedia.org/resource/Massachusetts","United States","http://dbpedia.org/resource/United_States"
"Ian Craawford","http://dbpedia.org/resource/Ian_Crawford_(musician)","1988-09-29","Eugene","http://dbpedia.org/resource/Eugene,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Jerry Smitth","http://dbpedia.org/resource/Jerry_Smith_(American_football)","1943-07-19","Eugene","http://dbpedia.org/resource/Eugene,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Bob Steelee","http://dbpedia.org/resource/Bob_Steele_(actor)","1907-01-23","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"James WWhalen","http://dbpedia.org/resource/James_Whalen_(American_football)","1977-12-11","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Rod Millerr","http://dbpedia.org/resource/Rod_Miller_(baseball)","1940-01-16","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Cindy Brown","http://dbpedia.org/resource/Cindy_Brown_(basketball)","1965-03-16","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"David Brookss","http://dbpedia.org/resource/David_Brooks_(actor)","1915-09-24","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"John Robinson","http://dbpedia.org/resource/John_Robinson_(American_actor)","1985-10-25","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Mark Hudsonn","http://dbpedia.org/resource/Mark_Hudson_(musician)","1951-08-23","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Henry Marshall","http://dbpedia.org/resource/Henry_Marshall_(American_football)","1954-08-09","Broxton","http://dbpedia.org/resource/Broxton,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"Tony Pierce","http://dbpedia.org/resource/Tony_Pierce_(baseball)","1946-01-29","Brunswick","http://dbpedia.org/resource/Brunswick,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"Blowflyy","http://dbpedia.org/resource/Blowfly_(musician)","1939-02-14","Cochran","http://dbpedia.org/resource/Cochran,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"Joee","http://dbpedia.org/resource/Joe_(singer)","1973-07-05","Columbus","http://dbpedia.org/resource/Columbus,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"Justin Lewiss","http://dbpedia.org/resource/Justin_Lewis_(entrepreneur)","1986-03-20","Douglas","http://dbpedia.org/resource/Douglas,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"Andrew Brown","http://dbpedia.org/resource/Andrew_Brown_(American_football)","1995-12-30","Chesapeake","http://dbpedia.org/resource/Chesapeake,_Virginia","Virginia","http://dbpedia.org/resource/Virginia","United States","http://dbpedia.org/resource/United_States"
"David Wilsonn","http://dbpedia.org/resource/David_Wilson_(American_football)","1991-06-15","Danville","http://dbpedia.org/resource/Danville,_Virginia","Virginia","http://dbpedia.org/resource/Virginia","United States","http://dbpedia.org/resource/United_States"
"Jaake Reed","http://dbpedia.org/resource/Jake_Reed_(American_football)","1967-09-28","Covington","http://dbpedia.org/resource/Covington,_Georgia","Newton County, Georgia","http://dbpedia.org/resource/Newton_County,_Georgia","United States","http://dbpedia.org/resource/United_States"
"Kevin Campbell","http://dbpedia.org/resource/Kevin_Campbell_(baseball)","1964-12-06","Des Arc","http://dbpedia.org/resource/Des_Arc,_Arkansas","Arkansas","http://dbpedia.org/resource/Arkansas","United States","http://dbpedia.org/resource/United_States"
"SSean McNamara","http://dbpedia.org/resource/Sean_McNamara_(director)","1962-05-09","Burbank","http://dbpedia.org/resource/Burbank,_California","California","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Sam Williamss","http://dbpedia.org/resource/Sam_Williams_(linebacker)","1980-07-28","Clayton","http://dbpedia.org/resource/Clayton,_California","California","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"YYo-Yo","http://dbpedia.org/resource/Yo-Yo_(rapper)","1971-08-04","Compton","http://dbpedia.org/resource/Compton,_California","California","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Ron Stone","http://dbpedia.org/resource/Ron_Stone_(baseball)","1942-09-09","Corning","http://dbpedia.org/resource/Corning,_California","California","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Parnell Halll","http://dbpedia.org/resource/Parnell_Hall_(writer)","1944-10-31","Culver City","http://dbpedia.org/resource/Culver_City,_California","California","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Adam Kennedyy","http://dbpedia.org/resource/Adam_Kennedy_(American_football)","1991-05-11","Elk Grove","http://dbpedia.org/resource/Elk_Grove,_California","California","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Brad Littlee","http://dbpedia.org/resource/Brad_Little_(politician)","1954-02-15","Emmett","http://dbpedia.org/resource/Emmett,_Idaho","Idaho","http://dbpedia.org/resource/Idaho","United States","http://dbpedia.org/resource/United_States"
"Kevin Martin","http://dbpedia.org/resource/Kevin_Martin_(American_musician)","1969-04-09","Elgin","http://dbpedia.org/resource/Elgin,_Illinois","Illinois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"Stuart Lancasterr","http://dbpedia.org/resource/Stuart_Lancaster_(actor)","1920-11-30","Evanston","http://dbpedia.org/resource/Evanston,_Illinois","Illinois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"John Porterr","http://dbpedia.org/resource/John_Porter_(Illinois_politician)","1935-06-01","Evanston","http://dbpedia.org/resource/Evanston,_Illinois","Illinois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"Christiaan Friedrich","http://dbpedia.org/resource/Christian_Friedrich_(baseball)","1987-07-08","Evanston","http://dbpedia.org/resource/Evanston,_Illinois","Illinois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"Dammon Jones","http://dbpedia.org/resource/Damon_Jones_(American_football)","1974-09-18","Evanston","http://dbpedia.org/resource/Evanston,_Illinois","Illinois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"Donald Fergusoon","http://dbpedia.org/resource/Donald_Ferguson_(cyclist)","1931-04-28","Evanston","http://dbpedia.org/resource/Evanston,_Illinois","Illinois","http://dbpedia.org/resource/Illinois","United States","http://dbpedia.org/resource/United_States"
"Nick Holmes","http://dbpedia.org/resource/Nick_Holmes_(actor)","1981-08-14","Dodge City","http://dbpedia.org/resource/Dodge_City,_Kansas","Kansas","http://dbpedia.org/resource/Kansas","United States","http://dbpedia.org/resource/United_States"
"Jack Marshalll","http://dbpedia.org/resource/Jack_Marshall_(composer)","1921-11-23","El Dorado","http://dbpedia.org/resource/El_Dorado,_Kansas","Kansas","http://dbpedia.org/resource/Kansas","United States","http://dbpedia.org/resource/United_States"
"Paul RRudolph","http://dbpedia.org/resource/Paul_Rudolph_(architect)","1918-10-23","Elkton","http://dbpedia.org/resource/Elkton,_Kentucky","Kentucky","http://dbpedia.org/resource/Kentucky","United States","http://dbpedia.org/resource/United_States"
