"manufacturer","manufacturer__URI","manufacturerCountry","manufacturerCountry__URI","automobile","automobile__URI","assemblyPlace","assemblyPlace__URI","year","sold"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Bogoor","http://dbpedia.org/resource/Bogor","2003","55683"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","6th of October City","http://dbpedia.org/resource/6th_of_October_City","2003","55683"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Santiago Tianguistencoo","http://dbpedia.org/resource/Santiago_Tianguistenco","2003","55683"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad  Oblast","http://dbpedia.org/resource/Kaliningrad_Oblast","2004","9484"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad","http://dbpedia.org/resource/Kaliningrad","2004","9484"
"General Motors","http://dbpedia.org/resource/General_Motors","United States","http://dbpedia.org/resource/United_States","Pontiac Aztek","http://dbpedia.org/resource/Pontiac_Aztek","Ramos Arizpe","http://dbpedia.org/resource/Ramos_Arizpe","2004","20588"
"General Motors","http://dbpedia.org/resource/General_Motors","United States","http://dbpedia.org/resource/United_States","Buick Rendezvous","http://dbpedia.org/resource/Buick_Rendezvous","RRamos Arizpe","http://dbpedia.org/resource/Ramos_Arizpe","2004","60039"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakartaa","http://dbpedia.org/resource/Jakarta","2004","795000"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kualla Lumpur","http://dbpedia.org/resource/Kuala_Lumpur","2004","795000"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehraan","http://dbpedia.org/resource/Tehran","2004","795000"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Aires","http://dbpedia.org/resource/Buenos_Aires","2004","795000"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmore","http://dbpedia.org/resource/Ryton-on-Dunsmore","2004","795000"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Los Andes, Chilee","http://dbpedia.org/resource/Los_Andes,_Chile","2004","795000"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Barra de Carrascoo","http://dbpedia.org/resource/Barra_de_Carrasco","2004","795000"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","Villa Bosch","http://dbpedia.org/resource/Villa_Bosch","2004","583700"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","El Palomar, Buenos Airess","http://dbpedia.org/resource/El_Palomar,_Buenos_Aires","2004","583700"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Pekan Districtt","http://dbpedia.org/resource/Pekan_District","2004","58954"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Graz","http://dbpedia.org/resource/Graz","2004","58954"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Tehrann","http://dbpedia.org/resource/Tehran","2004","58954"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Johor Bahruu","http://dbpedia.org/resource/Johor_Bahru","2004","58954"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Santiago Tianguistenco","http://dbpedia.org/resource/Santiago_Tianguistenco","2004","58954"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Boggor","http://dbpedia.org/resource/Bogor","2004","58954"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","6th of October City","http://dbpedia.org/resource/6th_of_October_City","2004","58954"
"Ford Motor Company","http://dbpedia.org/resource/Ford_Motor_Company","United States","http://dbpedia.org/resource/United_States","Ford Five Hundred","http://dbpedia.org/resource/Ford_Five_Hundred","Chicago","http://dbpedia.org/resource/Chicago","2004","14106"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad Oblastt","http://dbpedia.org/resource/Kaliningrad_Oblast","2005","33497"
"General Motors","http://dbpedia.org/resource/General_Motors","United States","http://dbpedia.org/resource/United_States","Pontiac Aztek","http://dbpedia.org/resource/Pontiac_Aztek","Ramos Arizpee","http://dbpedia.org/resource/Ramos_Arizpe","2005","5020"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kalininngrad","http://dbpedia.org/resource/Kaliningrad","2005","33497"
"General Motors","http://dbpedia.org/resource/General_Motors","United States","http://dbpedia.org/resource/United_States","Buick Rendezvous","http://dbpedia.org/resource/Buick_Rendezvous","Ramoos Arizpe","http://dbpedia.org/resource/Ramos_Arizpe","2005","60589"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln Mark LT","http://dbpedia.org/resource/Lincoln_Mark_LT","Cuautitlán","http://dbpedia.org/resource/Cuautitlán","2005","10274"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz R-Class","http://dbpedia.org/resource/Mercedes-Benz_R-Class","Vance, Alabamaa","http://dbpedia.org/resource/Vance,_Alabama","2005","4959"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakartaa","http://dbpedia.org/resource/Jakarta","2005","676500"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kuala Lumpur","http://dbpedia.org/resource/Kuala_Lumpur","2005","676500"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehrann","http://dbpedia.org/resource/Tehran","2005","676500"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Airres","http://dbpedia.org/resource/Buenos_Aires","2005","676500"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 107","http://dbpedia.org/resource/Peugeot_107","KKolín","http://dbpedia.org/resource/Kolín","2005","34600"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmoree","http://dbpedia.org/resource/Ryton-on-Dunsmore","2005","676500"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Los Andes, Chilee","http://dbpedia.org/resource/Los_Andes,_Chile","2005","676500"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Barra de Carrascoo","http://dbpedia.org/resource/Barra_de_Carrasco","2005","676500"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","Villa Boschh","http://dbpedia.org/resource/Villa_Bosch","2005","520400"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","El Palomar, Buenos Airess","http://dbpedia.org/resource/El_Palomar,_Buenos_Aires","2005","520400"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Pekan Diistrict","http://dbpedia.org/resource/Pekan_District","2005","50383"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Tehran","http://dbpedia.org/resource/Tehran","2005","50383"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Graaz","http://dbpedia.org/resource/Graz","2005","50383"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Santiago Tianguuistenco","http://dbpedia.org/resource/Santiago_Tianguistenco","2005","50383"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","6th of October Cityy","http://dbpedia.org/resource/6th_of_October_City","2005","50383"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Bogorr","http://dbpedia.org/resource/Bogor","2005","50383"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Johor Bahruu","http://dbpedia.org/resource/Johor_Bahru","2005","50383"
"Ford Motor Company","http://dbpedia.org/resource/Ford_Motor_Company","United States","http://dbpedia.org/resource/United_States","Ford Five Hundred","http://dbpedia.org/resource/Ford_Five_Hundred","Chiicago","http://dbpedia.org/resource/Chicago","2005","107932"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad Oblastt","http://dbpedia.org/resource/Kaliningrad_Oblast","2006","25676"
"General Motors","http://dbpedia.org/resource/General_Motors","United States","http://dbpedia.org/resource/United_States","Pontiac Aztek","http://dbpedia.org/resource/Pontiac_Aztek","Ramos Arrizpe","http://dbpedia.org/resource/Ramos_Arizpe","2006","347"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningradd","http://dbpedia.org/resource/Kaliningrad","2006","25676"
"General Motors","http://dbpedia.org/resource/General_Motors","United States","http://dbpedia.org/resource/United_States","Buick Rendezvous","http://dbpedia.org/resource/Buick_Rendezvous","Ramos Arizzpe","http://dbpedia.org/resource/Ramos_Arizpe","2006","45954"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln Mark LT","http://dbpedia.org/resource/Lincoln_Mark_LT","Cuautitlán","http://dbpedia.org/resource/Cuautitlán","2006","12753"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz R-Class","http://dbpedia.org/resource/Mercedes-Benz_R-Class","Vaance, Alabama","http://dbpedia.org/resource/Vance,_Alabama","2006","18168"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakarta","http://dbpedia.org/resource/Jakarta","2006","475100"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kuala Lumpurr","http://dbpedia.org/resource/Kuala_Lumpur","2006","475100"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehrann","http://dbpedia.org/resource/Tehran","2006","475100"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Airess","http://dbpedia.org/resource/Buenos_Aires","2006","475100"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 107","http://dbpedia.org/resource/Peugeot_107","Kolínn","http://dbpedia.org/resource/Kolín","2006","101700"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmoree","http://dbpedia.org/resource/Ryton-on-Dunsmore","2006","475100"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Los Andes, Chilee","http://dbpedia.org/resource/Los_Andes,_Chile","2006","475100"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Barra de Carrascoo","http://dbpedia.org/resource/Barra_de_Carrasco","2006","475100"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","Villa Boschh","http://dbpedia.org/resource/Villa_Bosch","2006","447000"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","El Palomar, Buenos Airess","http://dbpedia.org/resource/El_Palomar,_Buenos_Aires","2006","447000"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Pekan District","http://dbpedia.org/resource/Pekan_District","2006","50195"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Graz","http://dbpedia.org/resource/Graz","2006","50195"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Tehrann","http://dbpedia.org/resource/Tehran","2006","50195"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Santiago Tianguisttenco","http://dbpedia.org/resource/Santiago_Tianguistenco","2006","50195"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Johor Bahru","http://dbpedia.org/resource/Johor_Bahru","2006","50195"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","BBogor","http://dbpedia.org/resource/Bogor","2006","50195"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","6th of October City","http://dbpedia.org/resource/6th_of_October_City","2006","50195"
"Ford Motor Company","http://dbpedia.org/resource/Ford_Motor_Company","United States","http://dbpedia.org/resource/United_States","Ford Five Hundred","http://dbpedia.org/resource/Ford_Five_Hundred","Chicagoo","http://dbpedia.org/resource/Chicago","2006","84218"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad Oblastt","http://dbpedia.org/resource/Kaliningrad_Oblast","2007","20873"
"General Motors","http://dbpedia.org/resource/General_Motors","United States","http://dbpedia.org/resource/United_States","Pontiac Aztek","http://dbpedia.org/resource/Pontiac_Aztek","Ramos Arizpe","http://dbpedia.org/resource/Ramos_Arizpe","2007","69"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningradd","http://dbpedia.org/resource/Kaliningrad","2007","20873"
"General Motors","http://dbpedia.org/resource/General_Motors","United States","http://dbpedia.org/resource/United_States","Buick Rendezvous","http://dbpedia.org/resource/Buick_Rendezvous","Ramos Arizpee","http://dbpedia.org/resource/Ramos_Arizpe","2007","15295"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln Mark LT","http://dbpedia.org/resource/Lincoln_Mark_LT","Cuautitlánn","http://dbpedia.org/resource/Cuautitlán","2007","8382"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz R-Class","http://dbpedia.org/resource/Mercedes-Benz_R-Class","Vance, Alabama","http://dbpedia.org/resource/Vance,_Alabama","2007","13031"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakarta","http://dbpedia.org/resource/Jakarta","2007","308200"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kuala Lumpurr","http://dbpedia.org/resource/Kuala_Lumpur","2007","308200"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehran","http://dbpedia.org/resource/Tehran","2007","308200"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Airess","http://dbpedia.org/resource/Buenos_Aires","2007","308200"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 107","http://dbpedia.org/resource/Peugeot_107","Kolínn","http://dbpedia.org/resource/Kolín","2007","104400"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmoree","http://dbpedia.org/resource/Ryton-on-Dunsmore","2007","308200"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Los Andes, Chilee","http://dbpedia.org/resource/Los_Andes,_Chile","2007","308200"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Barra de Caarrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2007","308200"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","Villa Boschh","http://dbpedia.org/resource/Villa_Bosch","2007","369100"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","El Palomar, Buenos Airess","http://dbpedia.org/resource/El_Palomar,_Buenos_Aires","2007","369100"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Pekan Districtt","http://dbpedia.org/resource/Pekan_District","2007","48950"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Tehran","http://dbpedia.org/resource/Tehran","2007","48950"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Grazz","http://dbpedia.org/resource/Graz","2007","48950"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","6th of October Cityy","http://dbpedia.org/resource/6th_of_October_City","2007","48950"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Santiago Tianguistencoo","http://dbpedia.org/resource/Santiago_Tianguistenco","2007","48950"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Boogor","http://dbpedia.org/resource/Bogor","2007","48950"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Johor Bahru","http://dbpedia.org/resource/Johor_Bahru","2007","48950"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Kalugaa","http://dbpedia.org/resource/Kaluga","2007","6300"
