"player","player__URI","startYear","team","team__URI","position","position__URI"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2010","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2010","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2010","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2010","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2010","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2010","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2010","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2010","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2010","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2010","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2009","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2009","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2009","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2009","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2009","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2009","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2009","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2009","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2009","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2009","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2008","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2008","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2008","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2008","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2008","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2008","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2008","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2008","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2008","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2008","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2007","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2007","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2007","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2007","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2007","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2007","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2007","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2007","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2007","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2007","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2006","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2006","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2006","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2006","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2006","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2006","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2006","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2006","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2006","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2006","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2005","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2005","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2005","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2005","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2005","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2005","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2005","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2005","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2005","Brooklyn Nets","http://dbpedia.org/resource/Brooklyn_Nets","Small forward","http://dbpedia.org/resource/Small_forward"
"Alan Anderson (basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)","2005","Canton Charge","http://dbpedia.org/resource/Canton_Charge","Small forward","http://dbpedia.org/resource/Small_forward"
"Allen Crabbe","http://dbpedia.org/resource/Allen_Crabbe","2014","Portland Trail Blazers","http://dbpedia.org/resource/Portland_Trail_Blazers","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Allen Crabbe","http://dbpedia.org/resource/Allen_Crabbe","2013","Portland Trail Blazers","http://dbpedia.org/resource/Portland_Trail_Blazers","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Anthony Morrow","http://dbpedia.org/resource/Anthony_Morrow","2014","Oklahoma City Thunder","http://dbpedia.org/resource/Oklahoma_City_Thunder","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Anthony Morrow","http://dbpedia.org/resource/Anthony_Morrow","2013","Oklahoma City Thunder","http://dbpedia.org/resource/Oklahoma_City_Thunder","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Anthony Morrow","http://dbpedia.org/resource/Anthony_Morrow","2012","Oklahoma City Thunder","http://dbpedia.org/resource/Oklahoma_City_Thunder","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Anthony Morrow","http://dbpedia.org/resource/Anthony_Morrow","2010","Oklahoma City Thunder","http://dbpedia.org/resource/Oklahoma_City_Thunder","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Anthony Morrow","http://dbpedia.org/resource/Anthony_Morrow","2008","Oklahoma City Thunder","http://dbpedia.org/resource/Oklahoma_City_Thunder","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2014","Maccabi Tel Aviv B.C.","http://dbpedia.org/resource/Maccabi_Tel_Aviv_B.C.","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2014","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2014","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2013","Maccabi Tel Aviv B.C.","http://dbpedia.org/resource/Maccabi_Tel_Aviv_B.C.","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2013","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2013","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2012","Maccabi Tel Aviv B.C.","http://dbpedia.org/resource/Maccabi_Tel_Aviv_B.C.","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2012","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2012","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2011","Maccabi Tel Aviv B.C.","http://dbpedia.org/resource/Maccabi_Tel_Aviv_B.C.","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2011","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Arinze Onuaku","http://dbpedia.org/resource/Arinze_Onuaku","2011","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Ben Bentil","http://dbpedia.org/resource/Ben_Bentil","2016","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Bryn Forbes","http://dbpedia.org/resource/Bryn_Forbes","2016","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","Guard (basketball)","http://dbpedia.org/resource/Guard_(basketball)"
"Cheick Diallo","http://dbpedia.org/resource/Cheick_Diallo","2016","New Orleans Pelicans","http://dbpedia.org/resource/New_Orleans_Pelicans","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Cheick Diallo","http://dbpedia.org/resource/Cheick_Diallo","2016","New Orleans Pelicans","http://dbpedia.org/resource/New_Orleans_Pelicans","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Chris Quinn","http://dbpedia.org/resource/Chris_Quinn","2012","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Assistant coach","http://dbpedia.org/resource/Assistant_coach"
"Chris Quinn","http://dbpedia.org/resource/Chris_Quinn","2011","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Assistant coach","http://dbpedia.org/resource/Assistant_coach"
"Chris Quinn","http://dbpedia.org/resource/Chris_Quinn","2010","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Assistant coach","http://dbpedia.org/resource/Assistant_coach"
"Chris Quinn","http://dbpedia.org/resource/Chris_Quinn","2009","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Assistant coach","http://dbpedia.org/resource/Assistant_coach"
"Chris Quinn","http://dbpedia.org/resource/Chris_Quinn","2006","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Assistant coach","http://dbpedia.org/resource/Assistant_coach"
"Christian Wood","http://dbpedia.org/resource/Christian_Wood","2016","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Christian Wood","http://dbpedia.org/resource/Christian_Wood","2015","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Damion Lee","http://dbpedia.org/resource/Damion_Lee","2016","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Damjan Rudež","http://dbpedia.org/resource/Damjan_Rudež","2016","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Forward (basketball)","http://dbpedia.org/resource/Forward_(basketball)"
"Damjan Rudež","http://dbpedia.org/resource/Damjan_Rudež","2015","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Forward (basketball)","http://dbpedia.org/resource/Forward_(basketball)"
"Damjan Rudež","http://dbpedia.org/resource/Damjan_Rudež","2014","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Forward (basketball)","http://dbpedia.org/resource/Forward_(basketball)"
"Damjan Rudež","http://dbpedia.org/resource/Damjan_Rudež","2012","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Forward (basketball)","http://dbpedia.org/resource/Forward_(basketball)"
"Damjan Rudež","http://dbpedia.org/resource/Damjan_Rudež","2011","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Forward (basketball)","http://dbpedia.org/resource/Forward_(basketball)"
"Damjan Rudež","http://dbpedia.org/resource/Damjan_Rudež","2009","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Forward (basketball)","http://dbpedia.org/resource/Forward_(basketball)"
"Damjan Rudež","http://dbpedia.org/resource/Damjan_Rudež","2008","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Forward (basketball)","http://dbpedia.org/resource/Forward_(basketball)"
"Damjan Rudež","http://dbpedia.org/resource/Damjan_Rudež","2006","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Forward (basketball)","http://dbpedia.org/resource/Forward_(basketball)"
"Damjan Rudež","http://dbpedia.org/resource/Damjan_Rudež","2004","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Forward (basketball)","http://dbpedia.org/resource/Forward_(basketball)"
"Damjan Rudež","http://dbpedia.org/resource/Damjan_Rudež","2002","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Forward (basketball)","http://dbpedia.org/resource/Forward_(basketball)"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2011","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2011","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Small forward","http://dbpedia.org/resource/Small_forward"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2010","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2010","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Small forward","http://dbpedia.org/resource/Small_forward"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2008","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2008","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Small forward","http://dbpedia.org/resource/Small_forward"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2006","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2006","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Small forward","http://dbpedia.org/resource/Small_forward"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2005","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2005","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Small forward","http://dbpedia.org/resource/Small_forward"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2004","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Danilo Gallinari","http://dbpedia.org/resource/Danilo_Gallinari","2004","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Small forward","http://dbpedia.org/resource/Small_forward"
"Dario Šarić","http://dbpedia.org/resource/Dario_Šarić","2016","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Dario Šarić","http://dbpedia.org/resource/Dario_Šarić","2014","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Dario Šarić","http://dbpedia.org/resource/Dario_Šarić","2012","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Dario Šarić","http://dbpedia.org/resource/Dario_Šarić","2011","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Dario Šarić","http://dbpedia.org/resource/Dario_Šarić","2010","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"Dario Šarić","http://dbpedia.org/resource/Dario_Šarić","2009","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Power forward (basketball)","http://dbpedia.org/resource/Power_forward_(basketball)"
"DeAndre' Bembry","http://dbpedia.org/resource/DeAndre'_Bembry","2016","Atlanta Hawks","http://dbpedia.org/resource/Atlanta_Hawks","Small forward","http://dbpedia.org/resource/Small_forward"
"DeMar DeRozan","http://dbpedia.org/resource/DeMar_DeRozan","2009","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Demetrius Jackson","http://dbpedia.org/resource/Demetrius_Jackson","2016","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Point guard","http://dbpedia.org/resource/Point_guard"
"Denzel Valentine","http://dbpedia.org/resource/Denzel_Valentine","2016","Chicago Bulls","http://dbpedia.org/resource/Chicago_Bulls","Shooting guard","http://dbpedia.org/resource/Shooting_guard"
"Diamond Stone","http://dbpedia.org/resource/Diamond_Stone","2016","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Center (basketball)","http://dbpedia.org/resource/Center_(basketball)"
"Fred Hoiberg","http://dbpedia.org/resource/Fred_Hoiberg","2003","Chicago Bulls","http://dbpedia.org/resource/Chicago_Bulls","Head coach","http://dbpedia.org/resource/Head_coach"
